"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",23113,3726,2626,538,16244
"Hombres (001)",12208,1754,1270,291,8909
"Mujeres (002)",10905,1972,1356,247,7335
"PEA (003)",9796,589,1169,206,7845
"Hombres (004)",7974,428,741,161,6656
"Mujeres (005)",1822,161,428,45,1189
"Ocupada (006)",9588,579,1149,202,7671
"Hombres (007)",7827,424,726,158,6531
"Mujeres (008)",1761,155,423,44,1140
"Desocupada (009)",208,10,20,4,174
"Hombres (010)",147,4,15,3,125
"Mujeres (011)",61,6,5,1,49
"No PEA (012)",13317,3137,1457,332,8399
"Hombres (013)",4234,1326,529,130,2253
"Mujeres (014)",9083,1811,928,202,6146
,,,,,
"URBANA (018)",7692,1311,1808,306,4276
"Hombres (019)",3869,577,867,168,2263
"Mujeres (020)",3823,734,941,138,2013
"PEA (021)",3359,234,831,130,2170
"Hombres (022)",2373,144,494,95,1645
"Mujeres (023)",986,90,337,35,525
"Ocupada (024)",3239,228,815,126,2076
"Hombres (025)",2283,142,482,92,1572
"Mujeres (026)",956,86,333,34,504
"Desocupada (027)",120,6,16,4,94
"Hombres (028)",90,2,12,3,73
"Mujeres (029)",30,4,4,1,21
"No PEA (030)",4333,1077,977,176,2106
"Hombres (031)",1496,433,373,73,618
"Mujeres (032)",2837,644,604,103,1488
,,,,,
"RURAL (036)",15421,2415,818,232,11968
"Hombres (037)",8339,1177,403,123,6646
"Mujeres (038)",7082,1238,415,109,5322
"PEA (039)",6437,355,338,76,5675
"Hombres (040)",5601,284,247,66,5011
"Mujeres (041)",836,71,91,10,664
"Ocupada (042)",6349,351,334,76,5595
"Hombres (043)",5544,282,244,66,4959
"Mujeres (044)",805,69,90,10,636
"Desocupada (045)",88,4,4,,80
"Hombres (046)",57,2,3,,52
"Mujeres (047)",31,2,1,,28
"No PEA (048)",8984,2060,480,156,6293
"Hombres (049)",2738,893,156,57,1635
"Mujeres (050)",6246,1167,324,99,4658
