"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUAURA (000)",176992,7495,2569,53341,67334,6123,6867,14248,19015
"Hombres (001)",89110,2026,1378,26262,36499,3271,3045,7224,9405
"Mujeres (002)",87882,5469,1191,27079,30835,2852,3822,7024,9610
"PEA (003)",81121,2332,58,14960,33741,3707,4701,7266,14356
"Hombres (004)",53405,1071,34,10076,24519,2478,2627,4577,8023
"Mujeres (005)",27716,1261,24,4884,9222,1229,2074,2689,6333
"Ocupada (006)",77761,2251,54,14458,32131,3550,4539,6935,13843
"Hombres (007)",51264,1022,30,9717,23413,2387,2545,4373,7777
"Mujeres (008)",26497,1229,24,4741,8718,1163,1994,2562,6066
"Desocupada (009)",3360,81,4,502,1610,157,162,331,513
"Hombres (010)",2141,49,4,359,1106,91,82,204,246
"Mujeres (011)",1219,32,,143,504,66,80,127,267
"No PEA (012)",95871,5163,2511,38381,33593,2416,2166,6982,4659
"Hombres (013)",35705,955,1344,16186,11980,793,418,2647,1382
"Mujeres (014)",60166,4208,1167,22195,21613,1623,1748,4335,3277
,,,,,,,,,
"URBANA (018)",153300,5260,2246,43515,58607,5571,6415,13404,18282
"Hombres (019)",76377,1395,1204,21016,31301,2948,2824,6723,8966
"Mujeres (020)",76923,3865,1042,22499,27306,2623,3591,6681,9316
"PEA (021)",70582,1579,54,11463,29023,3374,4410,6859,13820
"Hombres (022)",45181,650,30,7338,20625,2218,2426,4260,7634
"Mujeres (023)",25401,929,24,4125,8398,1156,1984,2599,6186
"Ocupada (024)",67509,1521,50,11033,27552,3223,4261,6540,13329
"Hombres (025)",43245,614,26,7040,19621,2131,2350,4065,7398
"Mujeres (026)",24264,907,24,3993,7931,1092,1911,2475,5931
"Desocupada (027)",3073,58,4,430,1471,151,149,319,491
"Hombres (028)",1936,36,4,298,1004,87,76,195,236
"Mujeres (029)",1137,22,,132,467,64,73,124,255
"No PEA (030)",82718,3681,2192,32052,29584,2197,2005,6545,4462
"Hombres (031)",31196,745,1174,13678,10676,730,398,2463,1332
"Mujeres (032)",51522,2936,1018,18374,18908,1467,1607,4082,3130
,,,,,,,,,
"RURAL (036)",23692,2235,323,9826,8727,552,452,844,733
"Hombres (037)",12733,631,174,5246,5198,323,221,501,439
"Mujeres (038)",10959,1604,149,4580,3529,229,231,343,294
"PEA (039)",10539,753,4,3497,4718,333,291,407,536
"Hombres (040)",8224,421,4,2738,3894,260,201,317,389
"Mujeres (041)",2315,332,,759,824,73,90,90,147
"Ocupada (042)",10252,730,4,3425,4579,327,278,395,514
"Hombres (043)",8019,408,4,2677,3792,256,195,308,379
"Mujeres (044)",2233,322,,748,787,71,83,87,135
"Desocupada (045)",287,23,,72,139,6,13,12,22
"Hombres (046)",205,13,,61,102,4,6,9,10
"Mujeres (047)",82,10,,11,37,2,7,3,12
"No PEA (048)",13153,1482,319,6329,4009,219,161,437,197
"Hombres (049)",4509,210,170,2508,1304,63,20,184,50
"Mujeres (050)",8644,1272,149,3821,2705,156,141,253,147
