"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia CAJABAMBA",,,,,,,,
"Hogares (001)",17596,13387,3288,915,113,527,400,3646
"Ocupantes presentes (002)",74046,58880,13965,3992,469,2269,1743,12868
"Casa independiente",,,,,,,,
"Hogares (004)",17305,13181,3244,898,113,521,390,3572
"Ocupantes presentes (005)",72891,58014,13788,3918,469,2242,1706,12633
"Departamento en edificio",,,,,,,,
"Hogares (007)",7,5,5,3,,,1,
"Ocupantes presentes (008)",26,17,20,12,,,4,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",45,26,20,7,,3,6,15
"Ocupantes presentes (011)",188,105,87,30,,15,21,58
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",39,22,13,2,,2,2,13
"Ocupantes presentes (014)",137,74,49,15,,8,8,49
"Choza o cabaña",,,,,,,,
"Hogares (016)",186,142,1,1,,,,43
"Ocupantes presentes (017)",753,629,6,6,,,,118
"Vivienda improvisada",,,,,,,,
"Hogares (019)",2,1,1,1,,,,1
"Ocupantes presentes (020)",6,4,4,4,,,,2
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",9,7,1,1,,,,2
"Ocupantes presentes (023)",35,27,1,1,,,,8
"Otro tipo",,,,,,,,
"Hogares (025)",3,3,3,2,,1,1,
"Ocupantes presentes (026)",10,10,10,6,,4,4,
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",4481,3326,2296,796,106,458,384,749
"Ocupantes presentes (029)",17989,13758,9590,3440,438,1964,1669,2610
"Casa independiente",,,,,,,,
"Hogares (031)",4379,3265,2253,780,106,452,374,718
"Ocupantes presentes (032)",17597,13531,9419,3372,438,1937,1632,2493
"Departamento en edificio",,,,,,,,
"Hogares (034)",7,5,5,3,,,1,
"Ocupantes presentes (035)",26,17,20,12,,,4,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",45,26,20,7,,3,6,15
"Ocupantes presentes (038)",188,105,87,30,,15,21,58
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",39,22,13,2,,2,2,13
"Ocupantes presentes (041)",137,74,49,15,,8,8,49
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",2,1,1,1,,,,1
"Ocupantes presentes (047)",6,4,4,4,,,,2
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",6,4,1,1,,,,2
"Ocupantes presentes (050)",25,17,1,1,,,,8
"Otro tipo",,,,,,,,
"Hogares (052)",3,3,3,2,,1,1,
"Ocupantes presentes (053)",10,10,10,6,,4,4,
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",13115,10061,992,119,7,69,16,2897
"Ocupantes presentes (056)",56057,45122,4375,552,31,305,74,10258
"Casa independiente",,,,,,,,
"Hogares (058)",12926,9916,991,118,7,69,16,2854
"Ocupantes presentes (059)",55294,44483,4369,546,31,305,74,10140
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",186,142,1,1,,,,43
"Ocupantes presentes (071)",753,629,6,6,,,,118
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",3,3,,,,,,
"Ocupantes presentes (077)",10,10,,,,,,
"Otro tipo",,,,,,,,
