"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAJATAMBO (000)",2968,2895,717,285,300,281,517,396,217,182,73,10457
"De 12 a 14 años (001)",302,300,298,2,,,,,,,2,2
"De 15 a 19 años (002)",304,298,250,41,6,1,,,,,6,56
"De 20 a 24 años (003)",205,182,52,71,35,13,10,1,,,23,229
"De 25 a 29 años (004)",230,217,23,44,75,40,33,2,,,13,466
"De 30 a 34 años (005)",257,252,23,31,54,58,75,9,2,,5,718
"De 35 a 39 años (006)",265,259,16,26,41,41,80,44,8,3,6,965
"De 40 a 44 años (007)",230,227,10,18,27,28,68,51,18,7,3,1009
"De 45 a 49 años (008)",188,186,6,15,12,21,45,53,20,14,2,966
"De 50 y más años (009)",987,974,39,37,50,79,206,236,169,158,13,6046
"PEA (010)",780,749,126,107,97,99,154,100,40,26,31,2551
"De 12 a 14 años (011)",19,18,18,,,,,,,,1,
"De 15 a 19 años (012)",40,39,27,10,1,1,,,,,1,15
"De 20 a 24 años (013)",71,63,25,20,10,4,4,,,,8,70
"De 25 a 29 años (014)",77,69,16,20,20,6,7,,,,8,107
"De 30 a 34 años (015)",94,91,13,18,21,17,19,3,,,3,213
"De 35 a 39 años (016)",100,95,10,13,14,24,25,9,,,5,281
"De 40 a 44 años (017)",91,89,3,10,16,10,24,21,4,1,2,355
"De 45 a 49 años (018)",78,78,2,10,8,10,20,17,7,4,,355
"De 50 y más años (019)",210,207,12,6,7,27,55,50,29,21,3,1155
"Ocupada (020)",770,741,122,107,97,97,153,99,40,26,29,2534
"De 12 a 14 años (021)",18,17,17,,,,,,,,1,
"De 15 a 19 años (022)",39,38,26,10,1,1,,,,,1,15
"De 20 a 24 años (023)",68,62,24,20,10,4,4,,,,6,70
