"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia CHURCAMPA (000)",43771,919,17587,9642,6842,5864,2917
"Jefe o Jefa (001)",11163,,34,1989,3517,3615,2008
"Esposa(o) / compañera(o) (002)",6900,,16,1870,2567,1894,553
"Hijo(a) / hijastro(a) (003)",21648,714,15450,4885,474,121,4
"Yerno / nuera (004)",268,,5,211,42,9,1
"Nieto(a) (005)",1539,152,1231,152,4,,
"Padres / suegros (006)",286,,,,1,55,230
"Otro(a) pariente (007)",1667,50,807,436,147,131,96
"Trabajador(a) del hogar (008)",17,,,10,3,2,2
"Pensionistas (009)",18,,1,7,5,4,1
"Otro(a) no pariente (010)",265,3,43,82,82,33,22
"Hombres (011)",21267,475,8876,4697,3211,2741,1267
"Jefe o Jefa (012)",7780,,18,1511,2683,2457,1111
"Esposa(o) / compañera(o) (013)",489,,13,140,151,135,50
"Hijo(a) / hijastro(a) (014)",11027,374,7788,2589,227,48,1
"Yerno / nuera (015)",116,,2,80,26,7,1
"Nieto(a) (016)",766,71,606,87,2,,
"Padres / suegros (017)",71,,,,,10,61
"Otro(a) pariente (018)",858,29,429,237,70,60,33
"Trabajador(a) del hogar (019)",5,,,2,2,1,
"Pensionistas (020)",16,,1,6,5,4,
"Otro(a) no pariente (021)",139,1,19,45,45,19,10
"Mujeres (022)",22504,444,8711,4945,3631,3123,1650
"Jefe o Jefa (023)",3383,,16,478,834,1158,897
"Esposa(o) / compañera(o) (024)",6411,,3,1730,2416,1759,503
"Hijo(a) / hijastro(a) (025)",10621,340,7662,2296,247,73,3
"Yerno / nuera (026)",152,,3,131,16,2,
"Nieto(a) (027)",773,81,625,65,2,,
"Padres / suegros (028)",215,,,,1,45,169
"Otro(a) pariente (029)",809,21,378,199,77,71,63
"Trabajador(a) del hogar (030)",12,,,8,1,1,2
"Pensionistas (031)",2,,,1,,,1
"Otro(a) no pariente (032)",126,2,24,37,37,14,12
,,,,,,,
"URBANA (033)",9051,162,3154,2108,1659,1344,624
"Jefe o Jefa (034)",2555,,16,460,852,818,409
"Esposa(o) / compañera(o) (035)",1322,,6,319,509,380,108
"Hijo(a) / hijastro(a) (036)",3998,129,2635,1031,150,52,1
"Yerno / nuera (037)",61,,2,40,17,2,
"Nieto(a) (038)",338,20,266,51,1,,
"Padres / suegros (039)",78,,,,,16,62
"Otro(a) pariente (040)",493,12,197,134,67,52,31
"Trabajador(a) del hogar (041)",12,,,9,2,1,
"Pensionistas (042)",11,,1,5,2,3,
"Otro(a) no pariente (043)",183,1,31,59,59,20,13
"Hombres (044)",4374,79,1612,1024,759,632,268
"Jefe o Jefa (045)",1578,,8,288,551,517,214
"Esposa(o) / compañera(o) (046)",173,,6,45,54,48,20
"Hijo(a) / hijastro(a) (047)",2046,59,1342,537,84,24,
"Yerno / nuera (048)",30,,2,16,10,2,
"Nieto(a) (049)",167,12,128,27,,,
"Padres / suegros (050)",21,,,,,1,20
"Otro(a) pariente (051)",258,8,112,71,29,27,11
"Trabajador(a) del hogar (052)",2,,,1,1,,
"Pensionistas (053)",10,,1,4,2,3,
"Otro(a) no pariente (054)",89,,13,35,28,10,3
"Mujeres (055)",4677,83,1542,1084,900,712,356
"Jefe o Jefa (056)",977,,8,172,301,301,195
"Esposa(o) / compañera(o) (057)",1149,,,274,455,332,88
"Hijo(a) / hijastro(a) (058)",1952,70,1293,494,66,28,1
"Yerno / nuera (059)",31,,,24,7,,
"Nieto(a) (060)",171,8,138,24,1,,
"Padres / suegros (061)",57,,,,,15,42
"Otro(a) pariente (062)",235,4,85,63,38,25,20
"Trabajador(a) del hogar (063)",10,,,8,1,1,
"Pensionistas (064)",1,,,1,,,
"Otro(a) no pariente (065)",94,1,18,24,31,10,10
,,,,,,,
"RURAL (066)",34720,757,14433,7534,5183,4520,2293
"Jefe o Jefa (067)",8608,,18,1529,2665,2797,1599
"Esposa(o) / compañera(o) (068)",5578,,10,1551,2058,1514,445
"Hijo(a) / hijastro(a) (069)",17650,585,12815,3854,324,69,3
"Yerno / nuera (070)",207,,3,171,25,7,1
"Nieto(a) (071)",1201,132,965,101,3,,
"Padres / suegros (072)",208,,,,1,39,168
"Otro(a) pariente (073)",1174,38,610,302,80,79,65
"Trabajador(a) del hogar (074)",5,,,1,1,1,2
"Pensionistas (075)",7,,,2,3,1,1
"Otro(a) no pariente (076)",82,2,12,23,23,13,9
"Hombres (077)",16893,396,7264,3673,2452,2109,999
"Jefe o Jefa (078)",6202,,10,1223,2132,1940,897
"Esposa(o) / compañera(o) (079)",316,,7,95,97,87,30
"Hijo(a) / hijastro(a) (080)",8981,315,6446,2052,143,24,1
"Yerno / nuera (081)",86,,,64,16,5,1
"Nieto(a) (082)",599,59,478,60,2,,
"Padres / suegros (083)",50,,,,,9,41
"Otro(a) pariente (084)",600,21,317,166,41,33,22
"Trabajador(a) del hogar (085)",3,,,1,1,1,
"Pensionistas (086)",6,,,2,3,1,
"Otro(a) no pariente (087)",50,1,6,10,17,9,7
"Mujeres (088)",17827,361,7169,3861,2731,2411,1294
"Jefe o Jefa (089)",2406,,8,306,533,857,702
"Esposa(o) / compañera(o) (090)",5262,,3,1456,1961,1427,415
"Hijo(a) / hijastro(a) (091)",8669,270,6369,1802,181,45,2
"Yerno / nuera (092)",121,,3,107,9,2,
"Nieto(a) (093)",602,73,487,41,1,,
"Padres / suegros (094)",158,,,,1,30,127
"Otro(a) pariente (095)",574,17,293,136,39,46,43
"Trabajador(a) del hogar (096)",2,,,,,,2
"Pensionistas (097)",1,,,,,,1
"Otro(a) no pariente (098)",32,1,6,13,6,4,2
