"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia BONGARA (000)",23995,4088,1947,820,17197
"Hombres (001)",12409,1893,1001,586,8967
"Mujeres (002)",11586,2195,946,234,8230
"PEA (003)",10293,658,982,469,8221
"Hombres (004)",7692,394,603,388,6331
"Mujeres (005)",2601,264,379,81,1890
"Ocupada (006)",10037,640,972,460,8002
"Hombres (007)",7505,381,595,380,6173
"Mujeres (008)",2532,259,377,80,1829
"Desocupada (009)",256,18,10,9,219
"Hombres (010)",187,13,8,8,158
"Mujeres (011)",69,5,2,1,61
"No PEA (012)",13702,3430,965,351,8976
"Hombres (013)",4717,1499,398,198,2636
"Mujeres (014)",8985,1931,567,153,6340
,,,,,
"URBANA (018)",14569,2281,1653,685,10004
"Hombres (019)",7463,1044,843,487,5124
"Mujeres (020)",7106,1237,810,198,4880
"PEA (021)",6448,397,837,374,4876
"Hombres (022)",4484,222,494,305,3486
"Mujeres (023)",1964,175,343,69,1390
"Ocupada (024)",6248,383,827,366,4708
"Hombres (025)",4341,211,486,298,3369
"Mujeres (026)",1907,172,341,68,1339
"Desocupada (027)",200,14,10,8,168
"Hombres (028)",143,11,8,7,117
"Mujeres (029)",57,3,2,1,51
"No PEA (030)",8121,1884,816,311,5128
"Hombres (031)",2979,822,349,182,1638
"Mujeres (032)",5142,1062,467,129,3490
,,,,,
"RURAL (036)",9426,1807,294,135,7193
"Hombres (037)",4946,849,158,99,3843
"Mujeres (038)",4480,958,136,36,3350
"PEA (039)",3845,261,145,95,3345
"Hombres (040)",3208,172,109,83,2845
"Mujeres (041)",637,89,36,12,500
"Ocupada (042)",3789,257,145,94,3294
"Hombres (043)",3164,170,109,82,2804
"Mujeres (044)",625,87,36,12,490
"Desocupada (045)",56,4,,1,51
"Hombres (046)",44,2,,1,41
"Mujeres (047)",12,2,,,10
"No PEA (048)",5581,1546,149,40,3848
"Hombres (049)",1738,677,49,16,998
"Mujeres (050)",3843,869,100,24,2850
