"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia MAYNAS (000)",168136,116252,18542,14781,18561
"Sin nivel (001)",3301,3001,234,44,22
"Educación inicial (002)",136,111,19,3,3
"Primaria (003)",44262,38044,3946,1358,914
"Secundaria (004)",73695,55447,7963,5036,5249
"Superior no univ. incompleta (005)",9220,5519,1330,1124,1247
"Superior no univ. completa (006)",12803,5164,1640,2330,3669
"Superior univ. incompleta (007)",7970,4185,1082,1116,1587
"Superior univ. completa (008)",16749,4781,2328,3770,5870
"De 06 a 14 años (010)",3380,2938,379,45,18
"Sin nivel (011)",121,102,18,1,
"Educación inicial (012)",42,34,8,,
"Primaria (013)",2392,2072,281,29,10
"Secundaria (014)",825,730,72,15,8
"De 15 a 29 años (020)",58773,40505,7857,5248,5163
"Sin nivel (021)",389,332,41,12,4
"Educación inicial (022)",61,47,10,3,1
"Primaria (023)",10998,9140,1242,444,172
"Secundaria (024)",32080,23743,4147,2461,1729
"Superior no univ. incompleta (025)",4347,2670,722,491,464
"Superior no univ. completa (026)",3867,1664,553,626,1024
"Superior univ. incompleta (027)",3309,1791,525,432,561
"Superior univ. completa (028)",3722,1118,617,779,1208
"De 30 a 44 años (030)",58632,38344,6369,5994,7925
"Sin nivel (031)",730,643,61,19,7
"Educación inicial (032)",33,30,1,,2
"Primaria (033)",12694,10799,1186,399,310
"Secundaria (034)",25238,19207,2471,1634,1926
"Superior no univ. incompleta (035)",3296,1921,435,442,498
"Superior no univ. completa (036)",6041,2297,767,1180,1797
"Superior univ. incompleta (037)",2804,1410,345,423,626
"Superior univ. completa (038)",7796,2037,1103,1897,2759
"De 45 a 64 años (040)",40438,28440,3525,3279,5194
"Sin nivel (041)",1145,1052,75,10,8
"Primaria (043)",13897,12130,1008,403,356
"Secundaria (044)",14482,10900,1204,876,1502
"Superior no univ. incompleta (045)",1470,851,159,182,278
"Superior no univ. completa (046)",2745,1096,311,511,827
"Superior univ. incompleta (047)",1790,938,202,255,395
"Superior univ. completa (048)",4909,1473,566,1042,1828
"De 65 y más años (050)",6913,6025,412,215,261
"Sin nivel (051)",916,872,39,2,3
"Primaria (053)",4281,3903,229,83,66
"Secundaria (054)",1070,867,69,50,84
