"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CONTRALMIRANTE VILLAR",,,,,,,,,
"Hogares (001)",4275,94,35,20,26,10,11,4,4075
"Ocupantes presentes (002)",16623,354,78,66,101,44,55,26,15899
"Casa independiente",,,,,,,,,
"Hogares (004)",4157,90,34,20,25,10,11,4,3963
"Ocupantes presentes (005)",16246,341,73,66,98,44,55,26,15543
"Departamento en edificio",,,,,,,,,
"Hogares (007)",6,1,,,,,,,5
"Ocupantes presentes (008)",15,2,,,,,,,13
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",16,1,,,,,,,15
"Ocupantes presentes (011)",46,4,,,,,,,42
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",6,,,,,,,,6
"Ocupantes presentes (014)",25,,,,,,,,25
"Choza o cabaña",,,,,,,,,
"Hogares (016)",74,2,1,,1,,,,70
"Ocupantes presentes (017)",246,7,5,,3,,,,231
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",1,,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",6,,,,,,,,6
"Ocupantes presentes (023)",21,,,,,,,,21
"Otro tipo",,,,,,,,,
"Hogares (025)",9,,,,,,,,9
"Ocupantes presentes (026)",23,,,,,,,,23
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",3211,78,28,20,25,9,11,4,3036
"Ocupantes presentes (029)",12960,289,61,66,98,42,55,26,12323
"Casa independiente",,,,,,,,,
"Hogares (031)",3168,76,28,20,25,9,11,4,2995
"Ocupantes presentes (032)",12833,283,61,66,98,42,55,26,12202
"Departamento en edificio",,,,,,,,,
"Hogares (034)",6,1,,,,,,,5
"Ocupantes presentes (035)",15,2,,,,,,,13
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",16,1,,,,,,,15
"Ocupantes presentes (038)",46,4,,,,,,,42
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",6,,,,,,,,6
"Ocupantes presentes (041)",25,,,,,,,,25
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",1,,,,,,,,1
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",5,,,,,,,,5
"Ocupantes presentes (050)",17,,,,,,,,17
"Otro tipo",,,,,,,,,
"Hogares (052)",9,,,,,,,,9
"Ocupantes presentes (053)",23,,,,,,,,23
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",1064,16,7,,1,1,,,1039
"Ocupantes presentes (056)",3663,65,17,,3,2,,,3576
"Casa independiente",,,,,,,,,
"Hogares (058)",989,14,6,,,1,,,968
"Ocupantes presentes (059)",3413,58,12,,,2,,,3341
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",74,2,1,,1,,,,70
"Ocupantes presentes (071)",246,7,5,,3,,,,231
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",4,,,,,,,,4
"Otro tipo",,,,,,,,,
