"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia JORGE BASADRE (000)",8962,446,134,2056,3393,507,834,428,1164
"Hombres (001)",5457,117,62,1097,2249,313,572,280,767
"Mujeres (002)",3505,329,72,959,1144,194,262,148,397
"PEA (003)",5718,247,8,953,2141,377,701,313,978
"Hombres (004)",4125,76,6,608,1631,279,546,248,731
"Mujeres (005)",1593,171,2,345,510,98,155,65,247
"Ocupada (006)",5571,238,8,916,2073,367,692,307,970
"Hombres (007)",4053,75,6,596,1587,273,543,243,730
"Mujeres (008)",1518,163,2,320,486,94,149,64,240
"Desocupada (009)",147,9,,37,68,10,9,6,8
"Hombres (010)",72,1,,12,44,6,3,5,1
"Mujeres (011)",75,8,,25,24,4,6,1,7
"No PEA (012)",3244,199,126,1103,1252,130,133,115,186
"Hombres (013)",1332,41,56,489,618,34,26,32,36
"Mujeres (014)",1912,158,70,614,634,96,107,83,150
,,,,,,,,,
"URBANA (018)",5669,134,83,1076,2260,290,595,264,967
"Hombres (019)",3557,35,40,583,1525,175,400,158,641
"Mujeres (020)",2112,99,43,493,735,115,195,106,326
"PEA (021)",3455,60,2,422,1306,207,481,178,799
"Hombres (022)",2601,16,2,277,1029,153,378,138,608
"Mujeres (023)",854,44,,145,277,54,103,40,191
"Ocupada (024)",3363,52,2,403,1262,201,473,175,795
"Hombres (025)",2552,16,2,271,996,150,375,135,607
"Mujeres (026)",811,36,,132,266,51,98,40,188
"Desocupada (027)",92,8,,19,44,6,8,3,4
"Hombres (028)",49,,,6,33,3,3,3,1
"Mujeres (029)",43,8,,13,11,3,5,,3
"No PEA (030)",2214,74,81,654,954,83,114,86,168
"Hombres (031)",956,19,38,306,496,22,22,20,33
"Mujeres (032)",1258,55,43,348,458,61,92,66,135
,,,,,,,,,
"RURAL (036)",3293,312,51,980,1133,217,239,164,197
"Hombres (037)",1900,82,22,514,724,138,172,122,126
"Mujeres (038)",1393,230,29,466,409,79,67,42,71
"PEA (039)",2263,187,6,531,835,170,220,135,179
"Hombres (040)",1524,60,4,331,602,126,168,110,123
"Mujeres (041)",739,127,2,200,233,44,52,25,56
"Ocupada (042)",2208,186,6,513,811,166,219,132,175
"Hombres (043)",1501,59,4,325,591,123,168,108,123
"Mujeres (044)",707,127,2,188,220,43,51,24,52
"Desocupada (045)",55,1,,18,24,4,1,3,4
"Hombres (046)",23,1,,6,11,3,,2,
"Mujeres (047)",32,,,12,13,1,1,1,4
"No PEA (048)",1030,125,45,449,298,47,19,29,18
"Hombres (049)",376,22,18,183,122,12,4,12,3
"Mujeres (050)",654,103,27,266,176,35,15,17,15
