"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia AREQUIPA (000)",864250,90030,232709,58553,488345
"Menos de 1 año (001)",13385,5084,3415,506,4451
"De 1 a 14 años (002)",206886,56947,54561,11560,85200
"De 15 a 29 años (003)",250538,14946,37282,17354,181898
"De 30 a 44 años (004)",187377,6814,55147,13674,113357
"De 45 a 64 años (005)",142348,4030,51772,11258,76413
"De 65 y mas años (006)",63716,2209,30532,4201,27026
"Hombres (008)",415972,42131,109237,31775,235757
"Menos de 1 año (009)",6840,2629,1747,280,2225
"De 1 a 14 años (010)",105293,29281,27788,5730,43194
"De 15 a 29 años (011)",121472,5646,17527,9665,89099
"De 30 a 44 años (012)",86072,1948,24196,7407,53448
"De 45 a 64 años (013)",66159,1653,22819,6449,35899
"De 65 y mas años (014)",30136,974,15160,2244,11892
"Mujeres (016)",448278,47899,123472,26778,252588
"Menos de 1 año (017)",6545,2455,1668,226,2226
"De 1 a 14 años (018)",101593,27666,26773,5830,42006
"De 15 a 29 años (019)",129066,9300,19755,7689,92799
"De 30 a 44 años (020)",101305,4866,30951,6267,59909
"De 45 a 64 años (021)",76189,2377,28953,4809,40514
"De 65 y mas años (022)",33580,1235,15372,1957,15134
,,,,,
"URBANA (024)",842880,85993,230563,57662,474014
"Menos de 1 año (025)",13030,4896,3391,500,4314
"De 1 a 14 años (026)",201349,54392,54199,11430,82702
"De 15 a 29 años (027)",244930,14320,36905,17077,177562
"De 30 a 44 años (028)",183039,6557,54634,13504,109945
"De 45 a 64 años (029)",138693,3774,51267,11080,73692
"De 65 y mas años (030)",61839,2054,30167,4071,25799
"Hombres (032)",404443,40207,107971,31170,227998
"Menos de 1 año (033)",6648,2533,1732,274,2150
"De 1 a 14 años (034)",102424,27974,27606,5658,41880
"De 15 a 29 años (035)",118420,5405,17289,9436,86751
"De 30 a 44 años (036)",83745,1868,23875,7300,51619
"De 45 a 64 años (037)",64161,1532,22534,6343,34408
"De 65 y mas años (038)",29045,895,14935,2159,11190
"Mujeres (040)",438437,45786,122592,26492,246016
"Menos de 1 año (041)",6382,2363,1659,226,2164
"De 1 a 14 años (042)",98925,26418,26593,5772,40822
"De 15 a 29 años (043)",126510,8915,19616,7641,90811
"De 30 a 44 años (044)",99294,4689,30759,6204,58326
"De 45 a 64 años (045)",74532,2242,28733,4737,39284
"De 65 y mas años (046)",32794,1159,15232,1912,14609
,,,,,
"RURAL (048)",21370,4037,2146,891,14331
"Menos de 1 año (049)",355,188,24,6,137
"De 1 a 14 años (050)",5537,2555,362,130,2498
"De 15 a 29 años (051)",5608,626,377,277,4336
"De 30 a 44 años (052)",4338,257,513,170,3412
"De 45 a 64 años (053)",3655,256,505,178,2721
"De 65 y mas años (054)",1877,155,365,130,1227
"Hombres (056)",11529,1924,1266,605,7759
"Menos de 1 año (057)",192,96,15,6,75
"De 1 a 14 años (058)",2869,1307,182,72,1314
"De 15 a 29 años (059)",3052,241,238,229,2348
"De 30 a 44 años (060)",2327,80,321,107,1829
"De 45 a 64 años (061)",1998,121,285,106,1491
"De 65 y mas años (062)",1091,79,225,85,702
"Mujeres (064)",9841,2113,880,286,6572
"Menos de 1 año (065)",163,92,9,,62
"De 1 a 14 años (066)",2668,1248,180,58,1184
"De 15 a 29 años (067)",2556,385,139,48,1988
"De 30 a 44 años (068)",2011,177,192,63,1583
"De 45 a 64 años (069)",1657,135,220,72,1230
"De 65 y mas años (070)",786,76,140,45,525
