"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia JAEN (000)",1413,1053,360
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",385,377,8
"Casa pensión (003)",18,16,2
"Hospital, clinica (004)",95,92,3
"Cárcel, centro de readaptación social (005)",196,196,
"Aldea infantil, orfelinato, etc (007)",89,12,77
"Otro (008)",455,186,269
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",175,174,1
