"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia COTABAMBAS (000)",29902,14455,43,548,13867,397,10,29,,553
"Hombres (001)",13070,7634,30,383,4423,201,6,21,,372
"Mujeres (002)",16832,6821,13,165,9444,196,4,8,,181
"De 06 a 14 años (003)",12062,11438,,,335,132,,3,,154
"Hombres (004)",6162,5863,,,151,70,,2,,76
"Mujeres (005)",5900,5575,,,184,62,,1,,78
"De 15 a 29 años (006)",6771,2882,2,161,3592,,4,6,,124
"Hombres (007)",2950,1689,1,105,1061,,1,5,,88
"Mujeres (008)",3821,1193,1,56,2531,,3,1,,36
"De 30 a 44 años (009)",4494,107,5,159,4103,,4,7,,109
"Hombres (010)",1510,68,3,113,1230,,3,5,,88
"Mujeres (011)",2984,39,2,46,2873,,1,2,,21
"De 45 a 64 años (012)",4063,21,13,129,3804,7,2,4,,83
"Hombres (013)",1439,10,9,96,1251,4,2,3,,64
"Mujeres (014)",2624,11,4,33,2553,3,,1,,19
"De 65 y más años (015)",2512,7,23,99,2033,258,,9,,83
"Hombres (016)",1009,4,17,69,730,127,,6,,56
"Mujeres (017)",1503,3,6,30,1303,131,,3,,27
,,,,,,,,,,
"AREA URBANA (018)",6816,3762,27,143,2648,85,3,6,,142
"Hombres (019)",2862,1938,19,68,722,39,2,6,,68
"Mujeres (020)",3954,1824,8,75,1926,46,1,,,74
"De 06 a 14 años (021)",2868,2757,,,71,17,,2,,21
"Hombres (022)",1453,1395,,,34,11,,2,,11
"Mujeres (023)",1415,1362,,,37,6,,,,10
"De 15 a 29 años (024)",1787,955,,59,718,,1,2,,52
"Hombres (025)",752,513,,29,181,,,2,,27
"Mujeres (026)",1035,442,,30,537,,1,,,25
"De 30 a 44 años (027)",889,43,3,36,775,,1,1,,30
"Hombres (028)",234,28,2,17,175,,1,1,,10
"Mujeres (029)",655,15,1,19,600,,,,,20
"De 45 a 64 años (030)",734,5,5,25,677,,1,,,21
"Hombres (031)",219,2,3,13,189,,1,,,11
"Mujeres (032)",515,3,2,12,488,,,,,10
"De 65 y más años (033)",538,2,19,23,407,68,,1,,18
"Hombres (034)",204,,14,9,143,28,,1,,9
"Mujeres (035)",334,2,5,14,264,40,,,,9
,,,,,,,,,,
"AREA RURAL (036)",23086,10693,16,405,11219,312,7,23,,411
"Hombres (037)",10208,5696,11,315,3701,162,4,15,,304
"Mujeres (038)",12878,4997,5,90,7518,150,3,8,,107
"De 06 a 14 años (039)",9194,8681,,,264,115,,1,,133
"Hombres (040)",4709,4468,,,117,59,,,,65
"Mujeres (041)",4485,4213,,,147,56,,1,,68
"De 15 a 29 años (042)",4984,1927,2,102,2874,,3,4,,72
"Hombres (043)",2198,1176,1,76,880,,1,3,,61
"Mujeres (044)",2786,751,1,26,1994,,2,1,,11
"De 30 a 44 años (045)",3605,64,2,123,3328,,3,6,,79
"Hombres (046)",1276,40,1,96,1055,,2,4,,78
"Mujeres (047)",2329,24,1,27,2273,,1,2,,1
"De 45 a 64 años (048)",3329,16,8,104,3127,7,1,4,,62
"Hombres (049)",1220,8,6,83,1062,4,1,3,,53
"Mujeres (050)",2109,8,2,21,2065,3,,1,,9
"De 65 y más años (051)",1974,5,4,76,1626,190,,8,,65
"Hombres (052)",805,4,3,60,587,99,,5,,47
"Mujeres (053)",1169,1,1,16,1039,91,,3,,18
