"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia AZANGARO (000)",79608,77579,2029
"Hombres (001)",37529,36789,740
"Mujeres (002)",42079,40790,1289
"De 18 a 29 años (003)",25817,25062,755
"Hombres (004)",12417,12006,411
"Mujeres (005)",13400,13056,344
"De 30 a 44 años (006)",22560,22440,120
"Hombres (007)",10506,10453,53
"Mujeres (008)",12054,11987,67
"De 45 a 64 años (009)",19817,19610,207
"Hombres (010)",9302,9248,54
"Mujeres (011)",10515,10362,153
"De 65 y más años (012)",11414,10467,947
"Hombres (013)",5304,5082,222
"Mujeres (014)",6110,5385,725
,,,
"URBANA (015)",21972,21643,329
"Hombres (016)",10749,10616,133
"Mujeres (017)",11223,11027,196
"De 18 a 29 años (018)",7995,7799,196
"Hombres (019)",3912,3811,101
"Mujeres (020)",4083,3988,95
"De 30 a 44 años (021)",7110,7095,15
"Hombres (022)",3345,3337,8
"Mujeres (023)",3765,3758,7
"De 45 a 64 años (024)",4811,4798,13
"Hombres (025)",2524,2522,2
"Mujeres (026)",2287,2276,11
"De 65 y más años (027)",2056,1951,105
"Hombres (028)",968,946,22
"Mujeres (029)",1088,1005,83
,,,
"RURAL (030)",57636,55936,1700
"Hombres (031)",26780,26173,607
"Mujeres (032)",30856,29763,1093
"De 18 a 29 años (033)",17822,17263,559
"Hombres (034)",8505,8195,310
"Mujeres (035)",9317,9068,249
"De 30 a 44 años (036)",15450,15345,105
"Hombres (037)",7161,7116,45
"Mujeres (038)",8289,8229,60
"De 45 a 64 años (039)",15006,14812,194
"Hombres (040)",6778,6726,52
"Mujeres (041)",8228,8086,142
"De 65 y más años (042)",9358,8516,842
"Hombres (043)",4336,4136,200
"Mujeres (044)",5022,4380,642
