"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia PALLASCA (000)",16432,14986,1446
"Hombres (001)",8305,7892,413
"Mujeres (002)",8127,7094,1033
"De 18 a 29 años (003)",4694,4347,347
"Hombres (004)",2473,2347,126
"Mujeres (005)",2221,2000,221
"De 30 a 44 años (006)",4979,4825,154
"Hombres (007)",2580,2534,46
"Mujeres (008)",2399,2291,108
"De 45 a 64 años (009)",4113,3811,302
"Hombres (010)",2074,1987,87
"Mujeres (011)",2039,1824,215
"De 65 y más años (012)",2646,2003,643
"Hombres (013)",1178,1024,154
"Mujeres (014)",1468,979,489
,,,
"URBANA (015)",8820,8261,559
"Hombres (016)",4390,4243,147
"Mujeres (017)",4430,4018,412
"De 18 a 29 años (018)",2369,2249,120
"Hombres (019)",1268,1221,47
"Mujeres (020)",1101,1028,73
"De 30 a 44 años (021)",2666,2615,51
"Hombres (022)",1353,1331,22
"Mujeres (023)",1313,1284,29
"De 45 a 64 años (024)",2284,2183,101
"Hombres (025)",1129,1102,27
"Mujeres (026)",1155,1081,74
"De 65 y más años (027)",1501,1214,287
"Hombres (028)",640,589,51
"Mujeres (029)",861,625,236
,,,
"RURAL (030)",7612,6725,887
"Hombres (031)",3915,3649,266
"Mujeres (032)",3697,3076,621
"De 18 a 29 años (033)",2325,2098,227
"Hombres (034)",1205,1126,79
"Mujeres (035)",1120,972,148
"De 30 a 44 años (036)",2313,2210,103
"Hombres (037)",1227,1203,24
"Mujeres (038)",1086,1007,79
"De 45 a 64 años (039)",1829,1628,201
"Hombres (040)",945,885,60
"Mujeres (041)",884,743,141
"De 65 y más años (042)",1145,789,356
"Hombres (043)",538,435,103
"Mujeres (044)",607,354,253
