"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia AIJA (000)",3473,2837,636
"De 3 a 5 años (001)",551,60,491
"De 6 a 11 años (002)",1134,1024,110
"De 12 a 16 años (003)",874,860,14
"De 17 a 24 años (004)",914,893,21
"Hombres (005)",1768,1452,316
"De 3 a 5 años (006)",283,28,255
"De 6 a 11 años (007)",580,531,49
"De 12 a 16 años (008)",447,440,7
"De 17 a 24 años (009)",458,453,5
"Mujeres (010)",1705,1385,320
"De 3 a 5 años (011)",268,32,236
"De 6 a 11 años (012)",554,493,61
"De 12 a 16 años (013)",427,420,7
"De 17 a 24 años (014)",456,440,16
,,,
"URBANA (015)",977,812,165
"De 3 a 5 años (016)",151,16,135
"De 6 a 11 años (017)",318,291,27
"De 12 a 16 años (018)",251,249,2
"De 17 a 24 años (019)",257,256,1
"Hombres (020)",495,405,90
"De 3 a 5 años (021)",85,8,77
"De 6 a 11 años (022)",157,145,12
"De 12 a 16 años (023)",126,125,1
"De 17 a 24 años (024)",127,127,
"Mujeres (025)",482,407,75
"De 3 a 5 años (026)",66,8,58
"De 6 a 11 años (027)",161,146,15
"De 12 a 16 años (028)",125,124,1
"De 17 a 24 años (029)",130,129,1
,,,
"RURAL (030)",2496,2025,471
"De 3 a 5 años (031)",400,44,356
"De 6 a 11 años (032)",816,733,83
"De 12 a 16 años (033)",623,611,12
"De 17 a 24 años (034)",657,637,20
"Hombres (035)",1273,1047,226
"De 3 a 5 años (036)",198,20,178
"De 6 a 11 años (037)",423,386,37
"De 12 a 16 años (038)",321,315,6
"De 17 a 24 años (039)",331,326,5
"Mujeres (040)",1223,978,245
"De 3 a 5 años (041)",202,24,178
"De 6 a 11 años (042)",393,347,46
"De 12 a 16 años (043)",302,296,6
"De 17 a 24 años (044)",326,311,15
