"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia CONCEPCION (000)",56470,2638,14357,10708,7948,6924,5043,3713,5139
"Quechua (001)",3986,85,584,394,491,554,550,501,827
"Aymara (002)",18,2,,1,7,2,1,4,1
"Ashaninca (003)",8,1,2,1,2,,1,,1
"Otra lengua nativa (004)",47,3,7,10,6,3,5,3,10
"Castellano (005)",52293,2547,13751,10290,7423,6346,4470,3184,4282
"Idioma extranjero (006)",5,,,,1,,2,2,
"Es sordomudo/a (007)",113,,13,12,18,19,14,19,18
"Hombres (009)",27403,1315,7276,5389,3847,3212,2315,1683,2366
"Quechua (010)",1799,45,289,194,240,247,247,199,338
"Aymara (011)",5,1,,,1,1,,2,
"Ashaninca (012)",5,1,2,,1,,,,1
"Otra lengua nativa (013)",25,1,4,7,2,2,3,1,5
"Castellano (014)",25508,1267,6977,5180,3592,2952,2058,1470,2012
"Idioma extranjero (015)",3,,,,1,,1,1,
"Es sordomudo/a (016)",58,,4,8,10,10,6,10,10
"Mujeres (018)",29067,1323,7081,5319,4101,3712,2728,2030,2773
"Quechua (019)",2187,40,295,200,251,307,303,302,489
"Aymara (020)",13,1,,1,6,1,1,2,1
"Ashaninca (021)",3,,,1,1,,1,,
"Otra lengua nativa (022)",22,2,3,3,4,1,2,2,5
"Castellano (023)",26785,1280,6774,5110,3831,3394,2412,1714,2270
"Idioma extranjero (024)",2,,,,,,1,1,
"Es sordomudo/a (025)",55,,9,4,8,9,8,9,8
,,,,,,,,,
"URBANA (027)",28982,1160,6534,5824,4148,3743,2773,1993,2807
"Quechua (028)",849,3,36,81,96,113,137,127,256
"Aymara (029)",9,,,,3,2,1,3,
"Ashaninca (030)",5,1,1,,2,,,,1
"Otra lengua nativa (031)",44,3,7,9,6,3,4,3,9
"Castellano (032)",28016,1153,6482,5730,4031,3615,2620,1850,2535
"Idioma extranjero (033)",5,,,,1,,2,2,
"Es sordomudo/a (034)",54,,8,4,9,10,9,8,6
"Hombres (036)",13807,577,3384,2889,1890,1656,1226,912,1273
"Quechua (037)",361,1,19,43,38,51,58,52,99
"Aymara (038)",2,,,,,1,,1,
"Ashaninca (039)",4,1,1,,1,,,,1
"Otra lengua nativa (040)",24,1,4,7,2,2,2,1,5
"Castellano (041)",13385,574,3357,2836,1844,1597,1160,853,1164
"Idioma extranjero (042)",3,,,,1,,1,1,
"Es sordomudo/a (043)",28,,3,3,4,5,5,4,4
"Mujeres (045)",15175,583,3150,2935,2258,2087,1547,1081,1534
"Quechua (046)",488,2,17,38,58,62,79,75,157
"Aymara (047)",7,,,,3,1,1,2,
"Ashaninca (048)",1,,,,1,,,,
"Otra lengua nativa (049)",20,2,3,2,4,1,2,2,4
"Castellano (050)",14631,579,3125,2894,2187,2018,1460,997,1371
"Idioma extranjero (051)",2,,,,,,1,1,
"Es sordomudo/a (052)",26,,5,1,5,5,4,4,2
,,,,,,,,,
"RURAL (054)",27488,1478,7823,4884,3800,3181,2270,1720,2332
"Quechua (055)",3137,82,548,313,395,441,413,374,571
"Aymara (056)",9,2,,1,4,,,1,1
"Ashaninca (057)",3,,1,1,,,1,,
"Otra lengua nativa (058)",3,,,1,,,1,,1
"Castellano (059)",24277,1394,7269,4560,3392,2731,1850,1334,1747
"Es sordomudo/a (061)",59,,5,8,9,9,5,11,12
"Hombres (063)",13596,738,3892,2500,1957,1556,1089,771,1093
"Quechua (064)",1438,44,270,151,202,196,189,147,239
"Aymara (065)",3,1,,,1,,,1,
"Ashaninca (066)",1,,1,,,,,,
"Otra lengua nativa (067)",1,,,,,,1,,
"Castellano (068)",12123,693,3620,2344,1748,1355,898,617,848
"Es sordomudo/a (070)",30,,1,5,6,5,1,6,6
"Mujeres (072)",13892,740,3931,2384,1843,1625,1181,949,1239
"Quechua (073)",1699,38,278,162,193,245,224,227,332
"Aymara (074)",6,1,,1,3,,,,1
"Ashaninca (075)",2,,,1,,,1,,
"Otra lengua nativa (076)",2,,,1,,,,,1
"Castellano (077)",12154,701,3649,2216,1644,1376,952,717,899
"Es sordomudo/a (079)",29,,4,3,3,4,4,5,6
