"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia ATALAYA (000)",43933,1532,18622,11684,7082,4137,876
"Hombres (001)",22940,757,9578,5828,3847,2413,517
"Mujeres (002)",20993,775,9044,5856,3235,1724,359
"Viviendas particulares (003)",42896,1526,18526,11219,6775,3981,869
"Hombres (004)",22129,754,9535,5466,3593,2270,511
"Mujeres (005)",20767,772,8991,5753,3182,1711,358
"Viviendas colectivas (006)",968,6,91,451,281,132,7
"Hombres (007)",754,3,40,351,234,120,6
"Mujeres (008)",214,3,51,100,47,12,1
"Otro tipo (009)",69,,5,14,26,24,
"Hombres (010)",57,,3,11,20,23,
"Mujeres (011)",12,,2,3,6,1,
,,,,,,,
"URBANA (012)",15428,425,5581,4376,2969,1686,391
"Hombres (013)",8099,216,2842,2186,1603,1021,231
"Mujeres (014)",7329,209,2739,2190,1366,665,160
"Viviendas particulares (015)",14435,419,5486,3927,2678,1541,384
"Hombres (016)",7331,213,2799,1840,1365,889,225
"Mujeres (017)",7104,206,2687,2087,1313,652,159
"Viviendas colectivas (018)",924,6,90,435,265,121,7
"Hombres (019)",711,3,40,335,218,109,6
"Mujeres (020)",213,3,50,100,47,12,1
"Otro tipo (021)",69,,5,14,26,24,
"Hombres (022)",57,,3,11,20,23,
"Mujeres (023)",12,,2,3,6,1,
,,,,,,,
"RURAL (024)",28505,1107,13041,7308,4113,2451,485
"Hombres (025)",14841,541,6736,3642,2244,1392,286
"Mujeres (026)",13664,566,6305,3666,1869,1059,199
"Viviendas particulares (027)",28461,1107,13040,7292,4097,2440,485
"Hombres (028)",14798,541,6736,3626,2228,1381,286
"Mujeres (029)",13663,566,6304,3666,1869,1059,199
"Viviendas colectivas (030)",44,,1,16,16,11,
"Hombres (031)",43,,,16,16,11,
"Mujeres (032)",1,,1,,,,
