"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CUTERVO (000)",119120,16081,2257,69976,24082,1469,3122,695,1438
"Hombres (001)",59555,4431,1140,36072,14078,826,1711,441,856
"Mujeres (002)",59565,11650,1117,33904,10004,643,1411,254,582
"PEA (003)",40412,4139,57,23018,8470,562,2599,326,1241
"Hombres (004)",32555,2796,40,19551,7230,388,1554,226,770
"Mujeres (005)",7857,1343,17,3467,1240,174,1045,100,471
"Ocupada (006)",38736,4021,50,22201,7968,517,2476,309,1194
"Hombres (007)",31299,2719,36,18903,6842,357,1487,215,740
"Mujeres (008)",7437,1302,14,3298,1126,160,989,94,454
"Desocupada (009)",1676,118,7,817,502,45,123,17,47
"Hombres (010)",1256,77,4,648,388,31,67,11,30
"Mujeres (011)",420,41,3,169,114,14,56,6,17
"No PEA (012)",78708,11942,2200,46958,15612,907,523,369,197
"Hombres (013)",27000,1635,1100,16521,6848,438,157,215,86
"Mujeres (014)",51708,10307,1100,30437,8764,469,366,154,111
,,,,,,,,,
"URBANA (018)",23932,1738,391,9552,7133,1018,2425,519,1156
"Hombres (019)",11701,386,180,4614,3783,522,1232,318,666
"Mujeres (020)",12231,1352,211,4938,3350,496,1193,201,490
"PEA (021)",9694,460,15,2878,2726,356,2018,234,1007
"Hombres (022)",6377,188,9,2044,2024,229,1126,154,603
"Mujeres (023)",3317,272,6,834,702,127,892,80,404
"Ocupada (024)",8968,425,10,2652,2466,323,1907,219,966
"Hombres (025)",5854,165,6,1860,1827,205,1068,144,579
"Mujeres (026)",3114,260,4,792,639,118,839,75,387
"Desocupada (027)",726,35,5,226,260,33,111,15,41
"Hombres (028)",523,23,3,184,197,24,58,10,24
"Mujeres (029)",203,12,2,42,63,9,53,5,17
"No PEA (030)",14238,1278,376,6674,4407,662,407,285,149
"Hombres (031)",5324,198,171,2570,1759,293,106,164,63
"Mujeres (032)",8914,1080,205,4104,2648,369,301,121,86
,,,,,,,,,
"RURAL (036)",95188,14343,1866,60424,16949,451,697,176,282
"Hombres (037)",47854,4045,960,31458,10295,304,479,123,190
"Mujeres (038)",47334,10298,906,28966,6654,147,218,53,92
"PEA (039)",30718,3679,42,20140,5744,206,581,92,234
"Hombres (040)",26178,2608,31,17507,5206,159,428,72,167
"Mujeres (041)",4540,1071,11,2633,538,47,153,20,67
"Ocupada (042)",29768,3596,40,19549,5502,194,569,90,228
"Hombres (043)",25445,2554,30,17043,5015,152,419,71,161
"Mujeres (044)",4323,1042,10,2506,487,42,150,19,67
"Desocupada (045)",950,83,2,591,242,12,12,2,6
"Hombres (046)",733,54,1,464,191,7,9,1,6
"Mujeres (047)",217,29,1,127,51,5,3,1,
"No PEA (048)",64470,10664,1824,40284,11205,245,116,84,48
"Hombres (049)",21676,1437,929,13951,5089,145,51,51,23
"Mujeres (050)",42794,9227,895,26333,6116,100,65,33,25
