"CUADRO Nº 2: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR VARIEDAD DE ARTEFACTOS Y EQUIPOS QUE POSEE, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ARTEFACTOS Y EQUIPOS QUE POSEE EL HOGAR",,,,,,
,,RADIO,"TELEVISOR A COLOR","EQUIPO DE SONIDO","LAVADORA DE ROPA","REFRIGERADORA O CONGELADORA",COMPUTADORA,NINGUNO
,,,,,,,,
"Provincia MARISCAL RAMON CASTILLA",,,,,,,,
"Hogares (001)",10087,3331,2719,751,71,751,131,5436
"Ocupantes presentes (002)",52872,18068,14802,4000,332,3912,590,27637
"Casa independiente",,,,,,,,
"Hogares (004)",6056,2287,2335,633,63,708,117,2631
"Ocupantes presentes (005)",32623,12507,12816,3357,305,3693,542,13892
"Departamento en edificio",,,,,,,,
"Hogares (007)",2,2,2,,,,,
"Ocupantes presentes (008)",7,7,7,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (010)",121,63,71,13,5,14,10,29
"Ocupantes presentes (011)",386,210,249,50,16,57,35,85
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (013)",8,6,7,,,2,2,
"Ocupantes presentes (014)",30,21,27,,,9,6,
"Choza o cabaña",,,,,,,,
"Hogares (016)",3867,964,293,102,3,25,1,2760
"Ocupantes presentes (017)",19681,5280,1648,585,11,145,6,13589
"Vivienda improvisada",,,,,,,,
"Hogares (019)",22,7,9,3,,2,,9
"Ocupantes presentes (020)",91,35,42,8,,8,,32
"Local no dest.para hab. humana",,,,,,,,
"Hogares (022)",8,1,2,,,,1,5
"Ocupantes presentes (023)",47,7,13,,,,1,33
"Otro tipo",,,,,,,,
"Hogares (025)",3,1,,,,,,2
"Ocupantes presentes (026)",7,1,,,,,,6
,,,,,,,,
URBANA,,,,,,,,
"Hogares (028)",2908,1364,1804,449,67,605,123,723
"Ocupantes presentes (029)",15007,7074,9484,2266,315,3084,551,3596
"Casa independiente",,,,,,,,
"Hogares (031)",2747,1284,1713,433,62,587,110,681
"Ocupantes presentes (032)",14466,6793,9146,2208,299,3010,509,3467
"Departamento en edificio",,,,,,,,
"Hogares (034)",2,2,2,,,,,
"Ocupantes presentes (035)",7,7,7,,,,,
"Vivienda en quinta",,,,,,,,
"Hogares (037)",121,63,71,13,5,14,10,29
"Ocupantes presentes (038)",386,210,249,50,16,57,35,85
"Vivienda en casa de vecindad",,,,,,,,
"Hogares (040)",8,6,7,,,2,2,
"Ocupantes presentes (041)",30,21,27,,,9,6,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Hogares (046)",22,7,9,3,,2,,9
"Ocupantes presentes (047)",91,35,42,8,,8,,32
"Local no dest.para hab. humana",,,,,,,,
"Hogares (049)",6,1,2,,,,1,3
"Ocupantes presentes (050)",22,7,13,,,,1,8
"Otro tipo",,,,,,,,
"Hogares (052)",2,1,,,,,,1
"Ocupantes presentes (053)",5,1,,,,,,4
,,,,,,,,
RURAL,,,,,,,,
"Hogares (055)",7179,1967,915,302,4,146,8,4713
"Ocupantes presentes (056)",37865,10994,5318,1734,17,828,39,24041
"Casa independiente",,,,,,,,
"Hogares (058)",3309,1003,622,200,1,121,7,1950
"Ocupantes presentes (059)",18157,5714,3670,1149,6,683,33,10425
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Hogares (070)",3867,964,293,102,3,25,1,2760
"Ocupantes presentes (071)",19681,5280,1648,585,11,145,6,13589
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Hogares (076)",2,,,,,,,2
"Ocupantes presentes (077)",25,,,,,,,25
"Otro tipo",,,,,,,,
"Hogares (079)",1,,,,,,,1
"Ocupantes presentes (080)",2,,,,,,,2
