"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia BELLAVISTA",,,,,,,,
"Viviendas particulares (001)",11400,8570,2647,101,15,47,2,18
"Ocupantes presentes (002)",48716,37677,10334,374,64,188,8,71
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",9538,6915,2461,90,14,39,2,17
"Ocupantes presentes (005)",41027,30639,9739,348,62,166,8,65
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",8,,3,5,,,,
"Ocupantes presentes (008)",33,,17,16,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",141,,134,5,1,1,,
"Ocupantes presentes (011)",442,,426,9,2,5,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",32,9,22,1,,,,
"Ocupantes presentes (014)",94,34,59,1,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",1634,1611,17,,,6,,
"Ocupantes presentes (017)",6941,6862,65,,,14,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",26,23,1,,,1,,1
"Ocupantes presentes (020)",109,99,1,,,3,,6
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",16,9,7,,,,,
"Ocupantes presentes (023)",57,40,17,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",5,3,2,,,,,
"Ocupantes presentes (026)",13,3,10,,,,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",6261,3675,2453,96,10,12,,15
"Ocupantes presentes (029)",26604,16501,9599,348,38,58,,60
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",6042,3638,2286,85,9,10,,14
"Ocupantes presentes (032)",25883,16347,9074,322,36,50,,54
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",8,,3,5,,,,
"Ocupantes presentes (035)",33,,17,16,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",141,,134,5,1,1,,
"Ocupantes presentes (038)",442,,426,9,2,5,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",32,9,22,1,,,,
"Ocupantes presentes (041)",94,34,59,1,,,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",26,23,1,,,1,,1
"Ocupantes presentes (047)",109,99,1,,,3,,6
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",8,3,5,,,,,
"Ocupantes presentes (050)",31,19,12,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (052)",4,2,2,,,,,
"Ocupantes presentes (053)",12,2,10,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",5139,4895,194,5,5,35,2,3
"Ocupantes presentes (056)",22112,21176,735,26,26,130,8,11
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",3496,3277,175,5,5,29,2,3
"Ocupantes presentes (059)",15144,14292,665,26,26,116,8,11
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",1634,1611,17,,,6,,
"Ocupantes presentes (071)",6941,6862,65,,,14,,
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",8,6,2,,,,,
"Ocupantes presentes (077)",26,21,5,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",1,1,,,,,,
"Ocupantes presentes (080)",1,1,,,,,,
