"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia PIURA (000)",340373,164724,10435,2738,147723,5842,139,872,1022,6878
"Hombres (001)",120616,82731,6648,1300,21793,2852,85,493,958,3756
"Mujeres (002)",219757,81993,3787,1438,125930,2990,54,379,64,3122
"De 06 a 14 años (003)",121924,113719,,,4799,1758,3,100,,1545
"Hombres (004)",61116,57686,,,1746,948,2,57,,677
"Mujeres (005)",60808,56033,,,3053,810,1,43,,868
"De 15 a 29 años (006)",103524,49773,111,728,48939,,63,218,1022,2670
"Hombres (007)",35413,24619,53,287,7872,,37,116,958,1471
"Mujeres (008)",68111,25154,58,441,41067,,26,102,64,1199
"De 30 a 44 años (009)",45826,891,202,575,42751,,39,156,,1212
"Hombres (010)",5705,308,82,221,4245,,26,92,,731
"Mujeres (011)",40121,583,120,354,38506,,13,64,,481
"De 45 a 64 años (012)",39924,314,2747,722,34787,157,30,171,,996
"Hombres (013)",7260,107,1473,373,4410,107,18,119,,653
"Mujeres (014)",32664,207,1274,349,30377,50,12,52,,343
"De 65 y más años (015)",29175,27,7375,713,16447,3927,4,227,,455
"Hombres (016)",11122,11,5040,419,3520,1797,2,109,,224
"Mujeres (017)",18053,16,2335,294,12927,2130,2,118,,231
,,,,,,,,,,
"AREA URBANA (018)",290851,144163,9563,2366,121950,5046,125,742,999,5897
"Hombres (019)",105635,72069,5973,1056,19447,2391,73,407,936,3283
"Mujeres (020)",185216,72094,3590,1310,102503,2655,52,335,63,2614
"De 06 a 14 años (021)",103135,97082,,,3674,1346,2,80,,951
"Hombres (022)",51795,49153,,,1459,717,1,45,,420
"Mujeres (023)",51340,47929,,,2215,629,1,35,,531
"De 15 a 29 años (024)",89449,45955,101,651,39056,,56,189,999,2442
"Hombres (025)",32185,22511,48,256,6935,,32,97,936,1370
"Mujeres (026)",57264,23444,53,395,32121,,24,92,63,1072
"De 30 a 44 años (027)",38079,819,185,494,35279,,35,131,,1136
"Hombres (028)",5151,292,74,170,3839,,22,80,,674
"Mujeres (029)",32928,527,111,324,31440,,13,51,,462
"De 45 a 64 años (030)",34440,283,2650,630,29629,134,28,150,,936
"Hombres (031)",6635,104,1409,308,3997,89,16,102,,610
"Mujeres (032)",27805,179,1241,322,25632,45,12,48,,326
"De 65 y más años (033)",25748,24,6627,591,14312,3566,4,192,,432
"Hombres (034)",9869,9,4442,322,3217,1585,2,83,,209
"Mujeres (035)",15879,15,2185,269,11095,1981,2,109,,223
,,,,,,,,,,
"AREA RURAL (036)",49522,20561,872,372,25773,796,14,130,23,981
"Hombres (037)",14981,10662,675,244,2346,461,12,86,22,473
"Mujeres (038)",34541,9899,197,128,23427,335,2,44,1,508
"De 06 a 14 años (039)",18789,16637,,,1125,412,1,20,,594
"Hombres (040)",9321,8533,,,287,231,1,12,,257
"Mujeres (041)",9468,8104,,,838,181,,8,,337
"De 15 a 29 años (042)",14075,3818,10,77,9883,,7,29,23,228
"Hombres (043)",3228,2108,5,31,937,,5,19,22,101
"Mujeres (044)",10847,1710,5,46,8946,,2,10,1,127
"De 30 a 44 años (045)",7747,72,17,81,7472,,4,25,,76
"Hombres (046)",554,16,8,51,406,,4,12,,57
"Mujeres (047)",7193,56,9,30,7066,,,13,,19
"De 45 a 64 años (048)",5484,31,97,92,5158,23,2,21,,60
"Hombres (049)",625,3,64,65,413,18,2,17,,43
"Mujeres (050)",4859,28,33,27,4745,5,,4,,17
"De 65 y más años (051)",3427,3,748,122,2135,361,,35,,23
"Hombres (052)",1253,2,598,97,303,212,,26,,15
"Mujeres (053)",2174,1,150,25,1832,149,,9,,8
