"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia OXAPAMPA (000)",26873,26222,7766,3924,3795,2690,3558,2071,1360,1058,651,71996
"De 12 a 14 años (001)",3159,3138,3119,17,2,,,,,,21,21
"De 15 a 19 años (002)",3989,3898,2990,747,139,16,6,,,,91,1097
"De 20 a 24 años (003)",3370,3199,873,1214,728,255,112,17,,,171,4022
"De 25 a 29 años (004)",3061,2886,291,796,898,471,361,52,17,,175,6038
"De 30 a 34 años (005)",2726,2662,170,438,707,533,558,186,56,14,64,7684
"De 35 a 39 años (006)",2606,2569,84,267,525,472,717,327,130,47,37,9590
"De 40 a 44 años (007)",2058,2034,61,145,321,356,546,358,171,76,24,8835
"De 45 a 49 años (008)",1660,1644,40,94,187,237,424,320,216,126,16,8308
"De 50 y más años (009)",4244,4192,138,206,288,350,834,811,770,795,52,26401
"PEA (010)",8759,8442,1627,1556,1467,1033,1289,688,441,341,317,25226
"De 12 a 14 años (011)",210,204,202,2,,,,,,,6,2
"De 15 a 19 años (012)",849,826,604,181,35,2,4,,,,23,273
"De 20 a 24 años (013)",1145,1059,355,384,193,75,44,8,,,86,1236
"De 25 a 29 años (014)",1202,1093,182,351,286,132,121,14,7,,109,1989
"De 30 a 34 años (015)",1150,1110,115,253,292,169,179,71,27,4,40,2849
"De 35 a 39 años (016)",1183,1159,54,163,287,208,278,117,38,14,24,3821
"De 40 a 44 años (017)",962,954,30,88,177,195,242,130,62,30,8,3764
"De 45 a 49 años (018)",734,726,23,60,110,127,153,117,77,59,8,3371
"De 50 y más años (019)",1324,1311,62,74,87,125,268,231,230,234,13,7921
"Ocupada (020)",8596,8287,1553,1513,1449,1026,1280,684,441,341,309,25062
"De 12 a 14 años (021)",196,190,188,2,,,,,,,6,2
