"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia SAN ROMAN (000)",60718,368,17122,22022,8561,2885,1129,324,60,,8247
"Conviviente (001)",22464,126,6348,8734,3322,995,290,59,11,,2579
"Separado(a) (002)",3964,34,1221,1464,652,205,95,27,6,,260
"Casado(a) (003)",24048,136,7375,9394,3529,1260,535,155,24,,1640
"Viudo(a) (004)",4594,50,1596,1583,584,241,126,61,12,,341
"Divorciado(a) (005)",352,3,108,112,57,19,12,4,,,37
"Soltero(a) (006)",5296,19,474,735,417,165,71,18,7,,3390
,,,,,,,,,,,
"URBANA (008)",55220,325,15170,19862,7913,2681,1052,306,57,,7854
"Conviviente (009)",21040,115,5832,8172,3166,939,274,54,11,,2477
"Separado(a) (010)",3620,31,1092,1343,603,191,82,25,5,,248
"Casado(a) (011)",21523,119,6443,8341,3217,1184,506,147,22,,1544
"Viudo(a) (012)",3720,38,1279,1221,484,197,112,58,12,,319
"Divorciado(a) (013)",337,3,104,105,54,19,12,4,,,36
"Soltero(a) (014)",4980,19,420,680,389,151,66,18,7,,3230
,,,,,,,,,,,
"RURAL (016)",5498,43,1952,2160,648,204,77,18,3,,393
"Conviviente (017)",1424,11,516,562,156,56,16,5,,,102
"Separado(a) (018)",344,3,129,121,49,14,13,2,1,,12
"Casado(a) (019)",2525,17,932,1053,312,76,29,8,2,,96
"Viudo(a) (020)",874,12,317,362,100,44,14,3,,,22
"Divorciado(a) (021)",15,,4,7,3,,,,,,1
"Soltero(a) (022)",316,,54,55,28,14,5,,,,160
