"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia TOCACHE",,,,,,
"Viviendas particulares (001)",17513,17055,404,44,9,1
"Ocupantes presentes (002)",68768,64838,3279,508,124,19
"Casa independiente",,,,,,
"Viviendas particulares (004)",12919,12530,346,35,8,
"Ocupantes presentes (005)",52925,49577,2818,415,115,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",61,57,4,,,
"Ocupantes presentes (008)",158,126,32,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",801,756,37,7,,1
"Ocupantes presentes (011)",2498,2132,275,72,,19
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",285,277,7,1,,
"Ocupantes presentes (014)",948,870,67,11,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",3360,3348,10,1,1,
"Ocupantes presentes (017)",11960,11854,87,10,9,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",43,43,,,,
"Ocupantes presentes (020)",156,156,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",34,34,,,,
"Ocupantes presentes (023)",98,98,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",10,10,,,,
"Ocupantes presentes (026)",25,25,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",8446,8073,328,38,6,1
"Ocupantes presentes (029)",34110,30921,2637,442,91,19
"Casa independiente",,,,,,
"Viviendas particulares (031)",7230,6914,280,30,6,
"Ocupantes presentes (032)",30268,27555,2263,359,91,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",61,57,4,,,
"Ocupantes presentes (035)",158,126,32,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",801,756,37,7,,1
"Ocupantes presentes (038)",2498,2132,275,72,,19
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",285,277,7,1,,
"Ocupantes presentes (041)",948,870,67,11,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",43,43,,,,
"Ocupantes presentes (047)",156,156,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",22,22,,,,
"Ocupantes presentes (050)",68,68,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",4,4,,,,
"Ocupantes presentes (053)",14,14,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",9067,8982,76,6,3,
"Ocupantes presentes (056)",34658,33917,642,66,33,
"Casa independiente",,,,,,
"Viviendas particulares (058)",5689,5616,66,5,2,
"Ocupantes presentes (059)",22657,22022,555,56,24,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",3360,3348,10,1,1,
"Ocupantes presentes (071)",11960,11854,87,10,9,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",12,12,,,,
"Ocupantes presentes (077)",30,30,,,,
"Otro tipo",,,,,,
"Viviendas particulares (079)",6,6,,,,
"Ocupantes presentes (080)",11,11,,,,
