"CUADRO Nº 4: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZAN EN EL HOGAR PARA COCINAR SUS ALIMENTOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"ENERGÍA O COMBUSTIBLE QUE MÁS UTILIZA PARA COCINAR",,,,,,,"NO COCINAN"
,,ELECTRICIDAD,GAS,KEROSENE,CARBÓN,LEÑA,"BOSTA, ESTIÉRCOL",OTRO,
,,,,,,,,,
"Provincia HUARMEY",,,,,,,,,
"Hogares (001)",6898,32,4030,193,59,2301,,4,279
"Ocupantes presentes (002)",27279,96,16800,631,243,9033,,14,462
"Casa independiente",,,,,,,,,
"Hogares (004)",6617,31,3905,183,59,2187,,4,248
"Ocupantes presentes (005)",26268,95,16339,596,243,8561,,14,420
"Departamento en edificio",,,,,,,,,
"Hogares (007)",14,,14,,,,,,
"Ocupantes presentes (008)",58,,58,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",71,,49,5,,,,,17
"Ocupantes presentes (011)",212,,164,20,,,,,28
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",54,,37,,,8,,,9
"Ocupantes presentes (014)",175,,134,,,32,,,9
"Choza o cabaña",,,,,,,,,
"Hogares (016)",95,,2,,,91,,,2
"Ocupantes presentes (017)",382,,6,,,374,,,2
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",38,,19,5,,14,,,
"Ocupantes presentes (020)",157,,82,15,,60,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",9,1,4,,,1,,,3
"Ocupantes presentes (023)",27,1,17,,,6,,,3
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",5101,32,3740,179,53,881,,4,212
"Ocupantes presentes (029)",20609,96,15739,583,216,3594,,14,367
"Casa independiente",,,,,,,,,
"Hogares (031)",4916,31,3617,169,53,858,,4,184
"Ocupantes presentes (032)",19981,95,15284,548,216,3496,,14,328
"Departamento en edificio",,,,,,,,,
"Hogares (034)",14,,14,,,,,,
"Ocupantes presentes (035)",58,,58,,,,,,
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",71,,49,5,,,,,17
"Ocupantes presentes (038)",212,,164,20,,,,,28
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",54,,37,,,8,,,9
"Ocupantes presentes (041)",175,,134,,,32,,,9
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",38,,19,5,,14,,,
"Ocupantes presentes (047)",157,,82,15,,60,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",8,1,4,,,1,,,2
"Ocupantes presentes (050)",26,1,17,,,6,,,2
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",1797,,290,14,6,1420,,,67
"Ocupantes presentes (056)",6670,,1061,48,27,5439,,,95
"Casa independiente",,,,,,,,,
"Hogares (058)",1701,,288,14,6,1329,,,64
"Ocupantes presentes (059)",6287,,1055,48,27,5065,,,92
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",95,,2,,,91,,,2
"Ocupantes presentes (071)",382,,6,,,374,,,2
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",1,,,,,,,,1
"Ocupantes presentes (077)",1,,,,,,,,1
"Otro tipo",,,,,,,,,
