"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN MIGUEL (000)",49791,17144,2559,467,29663
"Hombres (001)",24497,8063,1284,276,14904
"Mujeres (002)",25294,9081,1275,191,14759
"PEA (003)",16159,2840,1228,235,11872
"Hombres (004)",13488,2313,754,190,10246
"Mujeres (005)",2671,527,474,45,1626
"Ocupada (006)",14924,2595,1210,229,10906
"Hombres (007)",12483,2132,743,185,9438
"Mujeres (008)",2441,463,467,44,1468
"Desocupada (009)",1235,245,18,6,966
"Hombres (010)",1005,181,11,5,808
"Mujeres (011)",230,64,7,1,158
"No PEA (012)",33632,14304,1331,232,17791
"Hombres (013)",11009,5750,530,86,4658
"Mujeres (014)",22623,8554,801,146,13133
,,,,,
"URBANA (018)",8153,1827,1427,227,4681
"Hombres (019)",4064,874,671,141,2385
"Mujeres (020)",4089,953,756,86,2296
"PEA (021)",3290,316,729,127,2122
"Hombres (022)",2251,198,390,101,1566
"Mujeres (023)",1039,118,339,26,556
"Ocupada (024)",3099,296,723,127,1957
"Hombres (025)",2104,182,386,101,1439
"Mujeres (026)",995,114,337,26,518
"Desocupada (027)",191,20,6,,165
"Hombres (028)",147,16,4,,127
"Mujeres (029)",44,4,2,,38
"No PEA (030)",4863,1511,698,100,2559
"Hombres (031)",1813,676,281,40,819
"Mujeres (032)",3050,835,417,60,1740
,,,,,
"RURAL (036)",41638,15317,1132,240,24982
"Hombres (037)",20433,7189,613,135,12519
"Mujeres (038)",21205,8128,519,105,12463
"PEA (039)",12869,2524,499,108,9750
"Hombres (040)",11237,2115,364,89,8680
"Mujeres (041)",1632,409,135,19,1070
"Ocupada (042)",11825,2299,487,102,8949
"Hombres (043)",10379,1950,357,84,7999
"Mujeres (044)",1446,349,130,18,950
"Desocupada (045)",1044,225,12,6,801
"Hombres (046)",858,165,7,5,681
"Mujeres (047)",186,60,5,1,120
"No PEA (048)",28769,12793,633,132,15232
"Hombres (049)",9196,5074,249,46,3839
"Mujeres (050)",19573,7719,384,86,11393
