"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PAUCARTAMBO (000)",15340,845,1347,9191,197,3641,119
"Conviviente (001)",4950,296,493,3157,67,918,19
"Separado(a) (002)",287,30,36,180,3,31,7
"Casado(a) (003)",6347,249,446,4281,85,1272,14
"Viudo(a) (004)",934,8,54,694,19,148,11
"Divorciado(a) (005)",60,10,5,39,,5,1
"Soltero(a) (006)",2762,252,313,840,23,1267,67
"Hombres (008)",10333,508,1106,7412,156,1135,16
"Conviviente (009)",3385,184,397,2582,54,167,1
"Separado(a) (010)",109,12,22,71,,4,
"Casado(a) (011)",4487,177,371,3754,78,107,
"Viudo(a) (012)",399,5,24,335,7,28,
"Divorciado(a) (013)",32,7,4,20,,1,
"Soltero(a) (014)",1921,123,288,650,17,828,15
"Mujeres (016)",5007,337,241,1779,41,2506,103
"Conviviente (017)",1565,112,96,575,13,751,18
"Separado(a) (018)",178,18,14,109,3,27,7
"Casado(a) (019)",1860,72,75,527,7,1165,14
"Viudo(a) (020)",535,3,30,359,12,120,11
"Divorciado(a) (021)",28,3,1,19,,4,1
"Soltero(a) (022)",841,129,25,190,6,439,52
,,,,,,,
"URBANA (024)",2910,601,424,1475,57,291,62
"Conviviente (025)",1073,206,172,565,15,107,8
"Separado(a) (026)",108,26,12,64,1,3,2
"Casado(a) (027)",969,184,127,549,26,77,6
"Viudo(a) (028)",131,6,12,98,3,6,6
"Divorciado(a) (029)",21,9,2,10,,,
"Soltero(a) (030)",608,170,99,189,12,98,40
"Hombres (032)",1830,351,369,938,42,123,7
"Conviviente (033)",700,125,145,385,13,32,
"Separado(a) (034)",34,11,9,14,,,
"Casado(a) (035)",650,130,114,361,22,23,
"Viudo(a) (036)",41,4,5,29,,3,
"Divorciado(a) (037)",12,6,2,4,,,
"Soltero(a) (038)",393,75,94,145,7,65,7
"Mujeres (040)",1080,250,55,537,15,168,55
"Conviviente (041)",373,81,27,180,2,75,8
"Separado(a) (042)",74,15,3,50,1,3,2
"Casado(a) (043)",319,54,13,188,4,54,6
"Viudo(a) (044)",90,2,7,69,3,3,6
"Divorciado(a) (045)",9,3,,6,,,
"Soltero(a) (046)",215,95,5,44,5,33,33
,,,,,,,
"RURAL (048)",12430,244,923,7716,140,3350,57
"Conviviente (049)",3877,90,321,2592,52,811,11
"Separado(a) (050)",179,4,24,116,2,28,5
"Casado(a) (051)",5378,65,319,3732,59,1195,8
"Viudo(a) (052)",803,2,42,596,16,142,5
"Divorciado(a) (053)",39,1,3,29,,5,1
"Soltero(a) (054)",2154,82,214,651,11,1169,27
"Hombres (056)",8503,157,737,6474,114,1012,9
"Conviviente (057)",2685,59,252,2197,41,135,1
"Separado(a) (058)",75,1,13,57,,4,
"Casado(a) (059)",3837,47,257,3393,56,84,
"Viudo(a) (060)",358,1,19,306,7,25,
"Divorciado(a) (061)",20,1,2,16,,1,
"Soltero(a) (062)",1528,48,194,505,10,763,8
"Mujeres (064)",3927,87,186,1242,26,2338,48
"Conviviente (065)",1192,31,69,395,11,676,10
"Separado(a) (066)",104,3,11,59,2,24,5
"Casado(a) (067)",1541,18,62,339,3,1111,8
"Viudo(a) (068)",445,1,23,290,9,117,5
"Divorciado(a) (069)",19,,1,13,,4,1
"Soltero(a) (070)",626,34,20,146,1,406,19
