"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia HUALGAYOC",,,,,,
"Viviendas particulares (001)",22345,22218,104,19,4,
"Ocupantes presentes (002)",88199,87123,813,214,49,
"Casa independiente",,,,,,
"Viviendas particulares (004)",21609,21495,94,16,4,
"Ocupantes presentes (005)",85654,84689,737,179,49,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",76,74,2,,,
"Ocupantes presentes (008)",179,167,12,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",97,91,4,2,,
"Ocupantes presentes (011)",331,273,36,22,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",186,181,4,1,,
"Ocupantes presentes (014)",562,521,28,13,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",373,373,,,,
"Ocupantes presentes (017)",1459,1459,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",1,1,,,,
"Ocupantes presentes (020)",3,3,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",2,2,,,,
"Ocupantes presentes (023)",7,7,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",1,1,,,,
"Ocupantes presentes (026)",4,4,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",4937,4825,89,19,4,
"Ocupantes presentes (029)",19077,18135,679,214,49,
"Casa independiente",,,,,,
"Viviendas particulares (031)",4574,4475,79,16,4,
"Ocupantes presentes (032)",17991,17160,603,179,49,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",76,74,2,,,
"Ocupantes presentes (035)",179,167,12,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",97,91,4,2,,
"Ocupantes presentes (038)",331,273,36,22,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",186,181,4,1,,
"Ocupantes presentes (041)",562,521,28,13,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",1,1,,,,
"Ocupantes presentes (047)",3,3,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",2,2,,,,
"Ocupantes presentes (050)",7,7,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",1,1,,,,
"Ocupantes presentes (053)",4,4,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",17408,17393,15,,,
"Ocupantes presentes (056)",69122,68988,134,,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",17035,17020,15,,,
"Ocupantes presentes (059)",67663,67529,134,,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",373,373,,,,
"Ocupantes presentes (071)",1459,1459,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Otro tipo",,,,,,
