"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia REQUENA",,,,,,,,,
"Viviendas particulares (001)",1694,1114,458,61,12,,1,,48
"Ocupantes presentes (002)",9387,6095,2606,360,78,,6,,242
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",1632,1082,434,61,12,,1,,42
"Ocupantes presentes (005)",9142,5957,2515,360,78,,6,,226
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",5,1,,,,,,,4
"Ocupantes presentes (008)",13,1,,,,,,,12
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",35,19,16,,,,,,
"Ocupantes presentes (011)",140,88,52,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",2,2,,,,,,,
"Ocupantes presentes (014)",10,10,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",15,6,7,,,,,,2
"Ocupantes presentes (020)",61,22,35,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",5,4,1,,,,,,
"Ocupantes presentes (023)",21,17,4,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1692,1112,458,61,12,,1,,48
"Ocupantes presentes (029)",9376,6084,2606,360,78,,6,,242
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1630,1080,434,61,12,,1,,42
"Ocupantes presentes (032)",9131,5946,2515,360,78,,6,,226
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",5,1,,,,,,,4
"Ocupantes presentes (035)",13,1,,,,,,,12
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",35,19,16,,,,,,
"Ocupantes presentes (038)",140,88,52,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",2,2,,,,,,,
"Ocupantes presentes (041)",10,10,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",15,6,7,,,,,,2
"Ocupantes presentes (047)",61,22,35,,,,,,4
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",5,4,1,,,,,,
"Ocupantes presentes (050)",21,17,4,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",2,2,,,,,,,
"Ocupantes presentes (056)",11,11,,,,,,,
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2,2,,,,,,,
"Ocupantes presentes (059)",11,11,,,,,,,
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
