"CUADRO Nº 5: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia TALARA (000)",99616,6710,25514,10773,58241
"Conviviente (001)",20024,1223,3544,1390,14004
"Separado(a) (002)",3637,193,517,222,2726
"Casado(a) (003)",36134,1717,13414,5133,16969
"Viudo(a) (004)",3204,129,1343,267,1490
"Divorciado(a) (005)",338,7,98,58,187
"Soltero(a) (006)",36279,3441,6598,3703,22865
"Hombres (008)",49880,2913,12956,6306,28740
"Conviviente (009)",9742,363,1910,861,6701
"Separado(a) (010)",1090,36,212,101,755
"Casado(a) (011)",18035,735,6905,2981,8132
"Viudo(a) (012)",879,31,377,83,398
"Divorciado(a) (013)",182,3,58,44,88
"Soltero(a) (014)",19952,1745,3494,2236,12666
"Mujeres (016)",49736,3797,12558,4467,29501
"Conviviente (017)",10282,860,1634,529,7303
"Separado(a) (018)",2547,157,305,121,1971
"Casado(a) (019)",18099,982,6509,2152,8837
"Viudo(a) (020)",2325,98,966,184,1092
"Divorciado(a) (021)",156,4,40,14,99
"Soltero(a) (022)",16327,1696,3104,1467,10199
,,,,,
"URBANA (024)",97654,6618,25351,10553,56727
"Conviviente (025)",19542,1198,3513,1359,13607
"Separado(a) (026)",3581,193,510,216,2682
"Casado(a) (027)",35470,1702,13332,5027,16491
"Viudo(a) (028)",3153,129,1339,263,1447
"Divorciado(a) (029)",321,7,95,50,179
"Soltero(a) (030)",35587,3389,6562,3638,22321
"Hombres (032)",48773,2872,12866,6182,27871
"Conviviente (033)",9487,359,1891,842,6487
"Separado(a) (034)",1066,36,209,98,737
"Casado(a) (035)",17671,726,6857,2924,7871
"Viudo(a) (036)",861,31,377,80,383
"Divorciado(a) (037)",170,3,55,39,82
"Soltero(a) (038)",19518,1717,3477,2199,12311
"Mujeres (040)",48881,3746,12485,4371,28856
"Conviviente (041)",10055,839,1622,517,7120
"Separado(a) (042)",2515,157,301,118,1945
"Casado(a) (043)",17799,976,6475,2103,8620
"Viudo(a) (044)",2292,98,962,183,1064
"Divorciado(a) (045)",151,4,40,11,97
"Soltero(a) (046)",16069,1672,3085,1439,10010
,,,,,
"RURAL (048)",1962,92,163,220,1514
"Conviviente (049)",482,25,31,31,397
"Separado(a) (050)",56,,7,6,44
"Casado(a) (051)",664,15,82,106,478
"Viudo(a) (052)",51,,4,4,43
"Divorciado(a) (053)",17,,3,8,8
"Soltero(a) (054)",692,52,36,65,544
"Hombres (056)",1107,41,90,124,869
"Conviviente (057)",255,4,19,19,214
"Separado(a) (058)",24,,3,3,18
"Casado(a) (059)",364,9,48,57,261
"Viudo(a) (060)",18,,,3,15
"Divorciado(a) (061)",12,,3,5,6
"Soltero(a) (062)",434,28,17,37,355
"Mujeres (064)",855,51,73,96,645
"Conviviente (065)",227,21,12,12,183
"Separado(a) (066)",32,,4,3,26
"Casado(a) (067)",300,6,34,49,217
"Viudo(a) (068)",33,,4,1,28
"Divorciado(a) (069)",5,,,3,2
"Soltero(a) (070)",258,24,19,28,189
