"CUADRO Nº 3: VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia LUCANAS (000)",59,39,20
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",14,13,1
"Casa pensión (003)",1,1,
"Hospital, clinica (004)",3,3,
"Aldea infantil, orfelinato, etc (007)",1,1,
"Otro (008)",17,12,5
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",23,9,14
