"CUADRO Nº 4: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACIÓN PRINCIPAL",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y OCUPACION PRINCIPAL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AYMARAES (000)",9481,98,2547,3217,2533,1086
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (001)",68,,10,39,19,
"Profes., científicos e intelectuales (002)",649,,125,355,166,3
"Técnicos de nivel medio y trab.asimilados (003)",171,,65,74,32,
"Jefes y empleados de oficina (004)",184,,54,93,37,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (005)",561,6,154,212,133,56
"Agricult.trabaj. calif. agrop. y pesqueros (006)",2869,,534,854,916,565
"Obreros y oper.minas, cant.,ind.manuf. y otros (007)",559,3,216,254,79,7
"Obreros construc., conf., papel, fab., instr. (008)",481,,134,215,122,10
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (009)",3469,82,1091,978,917,401
"Otra (010)",43,,5,26,12,
"Ocupación no especificada (011)",170,,46,42,52,30
"Desocupado (012)",257,7,113,75,48,14
"Hombres (013)",7221,69,1952,2426,1932,842
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (014)",58,,6,33,19,
"Profes., científicos e intelectuales (015)",397,,60,212,124,1
"Técnicos de nivel medio y trab.asimilados (016)",119,,44,54,21,
"Jefes y empleados de oficina (017)",118,,30,60,28,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (018)",194,4,57,67,42,24
"Agricult.trabaj. calif. agrop. y pesqueros (019)",2403,,458,720,771,454
"Obreros y oper.minas, cant.,ind.manuf. y otros (020)",524,3,205,239,71,6
"Obreros construc., conf., papel, fab., instr. (021)",476,,133,213,120,10
"Trabaj. no calif.serv.,peon, vend,amb.,y afines (022)",2639,59,851,731,672,326
"Otra (023)",43,,5,26,12,
"Ocupación no especificada (024)",54,,19,11,15,9
"Desocupado (025)",196,3,84,60,37,12
"Mujeres (026)",2260,29,595,791,601,244
"Miembros p.ejec.y leg.direct., adm.pub.y emp. (027)",10,,4,6,,
"Profes., científicos e intelectuales (028)",252,,65,143,42,2
"Técnicos de nivel medio y trab.asimilados (029)",52,,21,20,11,
"Jefes y empleados de oficina (030)",66,,24,33,9,
"Trab.de serv.pers.y vend.del comerc.y mcdo. (031)",367,2,97,145,91,32
"Agricult.trabaj. calif. agrop. y pesqueros (032)",466,,76,134,145,111
"Obreros y oper.minas, cant.,ind.manuf. y otros (033)",35,,11,15,8,1
"Obreros construc., conf., papel, fab., instr. (034)",5,,1,2,2,
