"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CARAVELI (000)",35928,5149,4561,1077,25205
"Menos de 1 año (001)",625,300,52,9,264
"De 1 a 14 años (002)",9372,3661,1052,148,4524
"De 15 a 29 años (003)",10378,735,926,254,8475
"De 30 a 44 años (004)",8279,234,1346,333,6393
"De 45 a 64 años (005)",5122,126,829,226,3951
"De 65 y mas años (006)",2152,93,356,107,1598
"Hombres (008)",20273,2550,2718,773,14282
"Menos de 1 año (009)",303,144,24,2,133
"De 1 a 14 años (010)",4821,1889,539,84,2315
"De 15 a 29 años (011)",6039,322,604,197,4927
"De 30 a 44 años (012)",4894,90,822,269,3736
"De 45 a 64 años (013)",3038,60,509,150,2327
"De 65 y mas años (014)",1178,45,220,71,844
"Mujeres (016)",15655,2599,1843,304,10923
"Menos de 1 año (017)",322,156,28,7,131
"De 1 a 14 años (018)",4551,1772,513,64,2209
"De 15 a 29 años (019)",4339,413,322,57,3548
"De 30 a 44 años (020)",3385,144,524,64,2657
"De 45 a 64 años (021)",2084,66,320,76,1624
"De 65 y mas años (022)",974,48,136,36,754
,,,,,
"URBANA (024)",23080,3503,3648,787,15193
"Menos de 1 año (025)",378,163,48,9,158
"De 1 a 14 años (026)",6560,2483,957,138,2993
"De 15 a 29 años (027)",5912,520,661,152,4586
"De 30 a 44 años (028)",5381,167,1048,240,3949
"De 45 a 64 años (029)",3407,98,650,162,2505
"De 65 y mas años (030)",1442,72,284,86,1002
"Hombres (032)",12143,1721,2004,536,7921
"Menos de 1 año (033)",185,74,22,2,87
"De 1 a 14 años (034)",3349,1281,483,82,1508
"De 15 a 29 años (035)",3040,228,377,108,2333
"De 30 a 44 años (036)",2873,61,575,189,2068
"De 45 a 64 años (037)",1933,43,378,100,1418
"De 65 y mas años (038)",763,34,169,55,507
"Mujeres (040)",10937,1782,1644,251,7272
"Menos de 1 año (041)",193,89,26,7,71
"De 1 a 14 años (042)",3211,1202,474,56,1485
"De 15 a 29 años (043)",2872,292,284,44,2253
"De 30 a 44 años (044)",2508,106,473,51,1881
"De 45 a 64 años (045)",1474,55,272,62,1087
"De 65 y mas años (046)",679,38,115,31,495
,,,,,
"RURAL (048)",12848,1646,913,290,10012
"Menos de 1 año (049)",247,137,4,,106
"De 1 a 14 años (050)",2812,1178,95,10,1531
"De 15 a 29 años (051)",4466,215,265,102,3889
"De 30 a 44 años (052)",2898,67,298,93,2444
"De 45 a 64 años (053)",1715,28,179,64,1446
"De 65 y mas años (054)",710,21,72,21,596
"Hombres (056)",8130,829,714,237,6361
"Menos de 1 año (057)",118,70,2,,46
"De 1 a 14 años (058)",1472,608,56,2,807
"De 15 a 29 años (059)",2999,94,227,89,2594
"De 30 a 44 años (060)",2021,29,247,80,1668
"De 45 a 64 años (061)",1105,17,131,50,909
"De 65 y mas años (062)",415,11,51,16,337
"Mujeres (064)",4718,817,199,53,3651
"Menos de 1 año (065)",129,67,2,,60
"De 1 a 14 años (066)",1340,570,39,8,724
"De 15 a 29 años (067)",1467,121,38,13,1295
"De 30 a 44 años (068)",877,38,51,13,776
"De 45 a 64 años (069)",610,11,48,14,537
"De 65 y mas años (070)",295,10,21,5,259
