"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia ACOBAMBA (000)",15410,13743,906,306,455
"Agric., ganadería, caza y silvicultura (001)",11794,11305,441,36,12
"Pesca (002)",4,4,,,
"Explotación de minas y canteras (003)",25,5,14,1,5
"Industrias manufactureras (004)",168,141,18,4,5
"Suministro de electricidad, gas y agua (005)",9,1,2,3,3
"Construcción (006)",260,158,69,27,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",985,956,27,1,1
"Venta, mant.y rep. veh.autom y motoc. (008)",39,33,6,,
"Comercio al por mayor (009)",33,29,3,,1
"Comercio al por menor (010)",913,894,18,1,
"Hoteles y restaurantes (011)",217,202,11,4,
"Trans., almac. y comunicaciones (012)",181,152,12,5,12
"Intermediación financiera (013)",1,,,1,
"Activid.inmobil., empres. y alquileres (014)",94,59,15,14,6
"Admin.pub. y defensa; p. segur soc.afil (015)",255,,,,255
"Enseñanza (016)",634,172,247,175,40
"Servicios sociales y de salud (017)",158,47,6,7,98
"Otras activ. serv.comun.soc y personales (018)",75,51,10,9,5
"Hogares privados con servicio doméstico (019)",78,78,,,
"Actividad economica no especificada (021)",472,412,34,19,7
"Hombres (022)",10396,9254,611,198,333
"Agric., ganadería, caza y silvicultura (023)",8270,7943,295,23,9
"Pesca (024)",1,1,,,
"Explotación de minas y canteras (025)",25,5,14,1,5
"Industrias manufactureras (026)",131,108,15,4,4
"Suministro de electricidad, gas y agua (027)",8,1,2,2,3
"Construcción (028)",250,152,66,26,6
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",495,475,19,1,
"Venta, mant.y rep. veh.autom y motoc. (030)",35,30,5,,
"Comercio al por mayor (031)",18,15,3,,
"Comercio al por menor (032)",442,430,11,1,
"Hoteles y restaurantes (033)",66,63,2,1,
"Trans., almac. y comunicaciones (034)",174,146,11,5,12
"Intermediación financiera (035)",1,,,1,
"Activid.inmobil., empres. y alquileres (036)",74,50,10,8,6
"Admin.pub. y defensa; p. segur soc.afil (037)",207,,,,207
"Enseñanza (038)",362,85,145,106,26
"Servicios sociales y de salud (039)",71,18,4,3,46
"Otras activ. serv.comun.soc y personales (040)",41,21,9,7,4
"Hogares privados con servicio doméstico (041)",14,14,,,
"Actividad economica no especificada (043)",206,172,19,10,5
