"CUADRO Nº 11: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRANDES GRUPOS DE EDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUAROCHIRI (000)",32612,23053,2656,2804,4099
"Sin nivel (001)",809,734,35,22,18
"Educación inicial (002)",23,21,1,,1
"Primaria (003)",7906,7061,358,254,233
"Secundaria (004)",14544,10407,1211,1344,1582
"Superior no univ. incompleta (005)",2402,1461,292,286,363
"Superior no univ. completa (006)",2442,1280,268,270,624
"Superior univ. incompleta (007)",1488,849,185,143,311
"Superior univ. completa (008)",2998,1240,306,485,967
"De 06 a 14 años (010)",346,327,17,2,
"Sin nivel (011)",12,11,1,,
"Educación inicial (012)",6,6,,,
"Primaria (013)",186,176,8,2,
"Secundaria (014)",142,134,8,,
"De 15 a 29 años (020)",10407,6861,1074,1056,1416
"Sin nivel (021)",65,57,2,5,1
"Educación inicial (022)",7,7,,,
"Primaria (023)",1180,1025,71,46,38
"Secundaria (024)",5952,4080,580,613,679
"Superior no univ. incompleta (025)",1081,636,144,129,172
"Superior no univ. completa (026)",893,446,113,111,223
"Superior univ. incompleta (027)",568,341,77,50,100
"Superior univ. completa (028)",661,269,87,102,203
"De 30 a 44 años (030)",11337,7383,975,1186,1793
"Sin nivel (031)",239,209,13,11,6
"Educación inicial (032)",10,8,1,,1
"Primaria (033)",2134,1806,133,99,96
"Secundaria (034)",5046,3468,407,535,636
"Superior no univ. incompleta (035)",890,532,100,120,138
"Superior no univ. completa (036)",1084,551,110,122,301
"Superior univ. incompleta (037)",555,281,73,60,141
"Superior univ. completa (038)",1379,528,138,239,474
"De 45 a 64 años (040)",8005,6114,528,523,840
"Sin nivel (041)",320,292,14,6,8
"Primaria (043)",2802,2508,116,94,84
"Secundaria (044)",2931,2287,205,184,255
"Superior no univ. incompleta (045)",381,248,46,36,51
"Superior no univ. completa (046)",403,234,38,36,95
"Superior univ. incompleta (047)",318,189,33,29,67
"Superior univ. completa (048)",850,356,76,138,280
"De 65 y más años (050)",2517,2368,62,37,50
"Sin nivel (051)",173,165,5,,3
"Primaria (053)",1604,1546,30,13,15
"Secundaria (054)",473,438,11,12,12
"Superior no univ. incompleta (055)",50,45,2,1,2
"Superior no univ. completa (056)",62,49,7,1,5
"Superior univ. incompleta (057)",47,38,2,4,3
