"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia PARURO",,,,,
"Viviendas particulares (001)",474,159,45,109,161
"Ocupantes presentes (002)",1799,560,185,416,638
"Casa independiente",,,,,
"Viviendas particulares (004)",452,149,45,97,161
"Ocupantes presentes (005)",1723,530,185,370,638
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",3,3,,,
"Ocupantes presentes (014)",5,5,,,
"Choza o cabaña",,,,,
"Viviendas particulares (016)",18,6,,12,
"Ocupantes presentes (017)",67,21,,46,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",1,1,,,
"Ocupantes presentes (023)",4,4,,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",236,73,13,50,100
"Ocupantes presentes (029)",854,226,33,189,406
"Casa independiente",,,,,
"Viviendas particulares (031)",232,69,13,50,100
"Ocupantes presentes (032)",845,217,33,189,406
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",3,3,,,
"Ocupantes presentes (041)",5,5,,,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (049)",1,1,,,
"Ocupantes presentes (050)",4,4,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",238,86,32,59,61
"Ocupantes presentes (056)",945,334,152,227,232
"Casa independiente",,,,,
"Viviendas particulares (058)",220,80,32,47,61
"Ocupantes presentes (059)",878,313,152,181,232
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",18,6,,12,
"Ocupantes presentes (071)",67,21,,46,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
