"CUADRO Nº 19: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,,DESOCUPADO
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR",
,,,,,,,,
"Provincia SANTA CRUZ (000)",11753,1646,1387,5415,233,2228,213,631
"Agric., ganadería, caza y silvicultura (001)",7567,3,1081,4316,196,1971,,
"Explotación de minas y canteras (003)",12,8,4,,,,,
"Industrias manufactureras (004)",269,6,55,187,1,20,,
"Suministro de electricidad, gas y agua (005)",8,8,,,,,,
"Construcción (006)",198,11,131,51,2,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",526,38,4,413,10,61,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",26,4,2,18,,2,,
"Comercio al por mayor (009)",17,3,,11,,3,,
"Comercio al por menor (010)",483,31,2,384,10,56,,
"Hoteles y restaurantes (011)",133,24,9,88,3,9,,
"Trans., almac. y comunicaciones (012)",202,64,16,117,3,2,,
"Activid.inmobil., empres. y alquileres (014)",69,45,1,19,2,2,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",242,213,29,,,,,
"Enseñanza (016)",1026,950,2,68,,6,,
"Servicios sociales y de salud (017)",118,109,,8,1,,,
"Otras activ. serv.comun.soc y personales (018)",119,74,10,29,1,5,,
"Hogares privados con servicio doméstico (019)",213,,,,,,213,
"Actividad economica no especificada (021)",420,93,45,119,14,149,,
"Desocupado (022)",631,,,,,,,631
"Hombres (023)",9402,932,1238,4845,211,1635,9,532
"Agric., ganadería, caza y silvicultura (024)",6896,2,982,4181,186,1545,,
"Explotación de minas y canteras (026)",12,8,4,,,,,
"Industrias manufactureras (027)",217,5,48,145,1,18,,
"Suministro de electricidad, gas y agua (028)",8,8,,,,,,
"Construcción (029)",197,11,130,51,2,3,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",279,17,4,237,5,16,,
"Venta, mant.y rep. veh.autom.y motoc. (031)",26,4,2,18,,2,,
"Comercio al por mayor (032)",10,1,,8,,1,,
"Comercio al por menor (033)",243,12,2,211,5,13,,
"Hoteles y restaurantes (034)",22,5,1,13,1,2,,
"Trans., almac. y comunicaciones (035)",196,60,15,116,3,2,,
"Activid.inmobil., empres. y alquileres (037)",42,24,1,16,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (038)",202,178,24,,,,,
"Enseñanza (039)",538,498,2,34,,4,,
"Servicios sociales y de salud (040)",41,36,,4,1,,,
"Otras activ. serv.comun.soc y personales (041)",67,44,7,12,1,3,,
"Hogares privados con servicio doméstico (042)",9,,,,,,9,
"Actividad economica no especificada (044)",144,36,20,36,10,42,,
"Desocupado (045)",532,,,,,,,532
"Mujeres (046)",2351,714,149,570,22,593,204,99
"Agric., ganadería, caza y silvicultura (047)",671,1,99,135,10,426,,
"Industrias manufactureras (050)",52,1,7,42,,2,,
"Construcción (052)",1,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (053)",247,21,,176,5,45,,
"Comercio al por mayor (055)",7,2,,3,,2,,
"Comercio al por menor (056)",240,19,,173,5,43,,
"Hoteles y restaurantes (057)",111,19,8,75,2,7,,
"Trans., almac. y comunicaciones (058)",6,4,1,1,,,,
"Activid.inmobil., empres. y alquileres (060)",27,21,,3,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (061)",40,35,5,,,,,
"Enseñanza (062)",488,452,,34,,2,,
"Servicios sociales y de salud (063)",77,73,,4,,,,
"Otras activ. serv.comun.soc y personales (064)",52,30,3,17,,2,,
"Hogares privados con servicio doméstico (065)",204,,,,,,204,
"Actividad economica no especificada (067)",276,57,25,83,4,107,,
"Desocupado (068)",99,,,,,,,99
,,,,,,,,
"URBANA (069)",3195,1178,357,1162,42,219,108,129
"Agric., ganadería, caza y silvicultura (070)",729,2,167,410,18,132,,
"Explotación de minas y canteras (072)",12,8,4,,,,,
"Industrias manufactureras (073)",174,5,35,121,1,12,,
"Suministro de electricidad, gas y agua (074)",5,5,,,,,,
"Construcción (075)",142,10,90,38,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (076)",398,30,4,305,10,49,,
"Venta, mant.y rep. veh.autom.y motoc. (077)",25,3,2,18,,2,,
"Comercio al por mayor (078)",15,3,,10,,2,,
"Comercio al por menor (079)",358,24,2,277,10,45,,
"Hoteles y restaurantes (080)",96,18,6,63,3,6,,
"Trans., almac. y comunicaciones (081)",162,55,14,90,3,,,
"Activid.inmobil., empres. y alquileres (083)",53,35,,15,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (084)",199,181,18,,,,,
"Enseñanza (085)",689,638,2,47,,2,,
"Servicios sociales y de salud (086)",92,86,,5,1,,,
"Otras activ. serv.comun.soc y personales (087)",87,54,7,24,1,1,,
"Hogares privados con servicio doméstico (088)",108,,,,,,108,
"Actividad economica no especificada (090)",120,51,10,44,2,13,,
"Desocupado (091)",129,,,,,,,129
"Hombres (092)",2119,677,315,858,34,133,6,96
"Agric., ganadería, caza y silvicultura (093)",648,2,146,384,18,98,,
"Explotación de minas y canteras (095)",12,8,4,,,,,
"Industrias manufactureras (096)",145,4,31,98,1,11,,
"Suministro de electricidad, gas y agua (097)",5,5,,,,,,
"Construcción (098)",141,10,89,38,2,2,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (099)",206,14,4,171,5,12,,
"Venta, mant.y rep. veh.autom.y motoc. (100)",25,3,2,18,,2,,
"Comercio al por mayor (101)",8,1,,7,,,,
"Comercio al por menor (102)",173,10,2,146,5,10,,
"Hoteles y restaurantes (103)",18,4,1,10,1,2,,
"Trans., almac. y comunicaciones (104)",157,51,13,90,3,,,
"Activid.inmobil., empres. y alquileres (106)",30,18,,12,,,,
"Admin.pub. y defensa; p. segur.soc.afil (107)",165,152,13,,,,,
"Enseñanza (108)",350,323,2,24,,1,,
"Servicios sociales y de salud (109)",29,25,,3,1,,,
"Otras activ. serv.comun.soc y personales (110)",54,37,5,10,1,1,,
"Hogares privados con servicio doméstico (111)",6,,,,,,6,
"Actividad economica no especificada (113)",57,24,7,18,2,6,,
"Desocupado (114)",96,,,,,,,96
"Mujeres (115)",1076,501,42,304,8,86,102,33
"Agric., ganadería, caza y silvicultura (116)",81,,21,26,,34,,
"Industrias manufactureras (119)",29,1,4,23,,1,,
"Construcción (121)",1,,1,,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (122)",192,16,,134,5,37,,
"Comercio al por mayor (124)",7,2,,3,,2,,
"Comercio al por menor (125)",185,14,,131,5,35,,
"Hoteles y restaurantes (126)",78,14,5,53,2,4,,
"Trans., almac. y comunicaciones (127)",5,4,1,,,,,
"Activid.inmobil., empres. y alquileres (129)",23,17,,3,1,2,,
"Admin.pub. y defensa; p. segur.soc.afil (130)",34,29,5,,,,,
"Enseñanza (131)",339,315,,23,,1,,
"Servicios sociales y de salud (132)",63,61,,2,,,,
"Otras activ. serv.comun.soc y personales (133)",33,17,2,14,,,,
"Hogares privados con servicio doméstico (134)",102,,,,,,102,
