"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia PARURO (000)",8832,689,1152,5445,114,1372,60
"Sin nivel (001)",1496,12,90,1006,14,358,16
"Educación inicial (002)",11,,,10,,1,
"Primaria (003)",4252,50,544,2941,55,641,21
"Secundaria (004)",2389,193,481,1306,40,348,21
"Superior no univ. incompleta (005)",141,61,13,56,,11,
"Superior no univ. completa (006)",250,172,12,59,1,5,1
"Superior univ. incompleta (007)",76,29,6,34,1,5,1
"Superior univ. completa (008)",217,172,6,33,3,3,
"Hombres (010)",6594,435,1047,4427,101,569,15
"Sin nivel (011)",775,4,63,652,9,45,2
"Educación inicial (012)",9,,,9,,,
"Primaria (013)",3372,21,481,2543,51,270,6
"Secundaria (014)",1998,143,468,1106,37,238,6
"Superior no univ. incompleta (015)",92,35,13,37,,7,
"Superior no univ. completa (016)",149,103,11,30,1,4,
"Superior univ. incompleta (017)",62,25,6,25,1,4,1
"Superior univ. completa (018)",137,104,5,25,2,1,
"Mujeres (020)",2238,254,105,1018,13,803,45
"Sin nivel (021)",721,8,27,354,5,313,14
"Educación inicial (022)",2,,,1,,1,
"Primaria (023)",880,29,63,398,4,371,15
"Secundaria (024)",391,50,13,200,3,110,15
"Superior no univ. incompleta (025)",49,26,,19,,4,
"Superior no univ. completa (026)",101,69,1,29,,1,1
"Superior univ. incompleta (027)",14,4,,9,,1,
"Superior univ. completa (028)",80,68,1,8,1,2,
,,,,,,,
"URBANA (030)",3532,503,394,2033,80,476,46
"Sin nivel (031)",414,3,29,276,7,87,12
"Educación inicial (032)",7,,,6,,1,
"Primaria (033)",1472,28,135,1023,37,233,16
"Secundaria (034)",1121,134,209,592,33,137,16
"Superior no univ. incompleta (035)",96,40,7,41,,8,
"Superior no univ. completa (036)",203,143,7,47,1,4,1
"Superior univ. incompleta (037)",57,23,3,25,1,4,1
"Superior univ. completa (038)",162,132,4,23,1,2,
"Hombres (040)",2428,319,353,1480,73,190,13
"Sin nivel (041)",165,,18,133,6,7,1
"Educación inicial (042)",5,,,5,,,
"Primaria (043)",1055,11,114,815,34,76,5
"Secundaria (044)",881,103,201,446,30,95,6
"Superior no univ. incompleta (045)",63,25,7,25,,6,
"Superior no univ. completa (046)",121,87,7,23,1,3,
"Superior univ. incompleta (047)",44,19,3,17,1,3,1
"Superior univ. completa (048)",94,74,3,16,1,,
"Mujeres (050)",1104,184,41,553,7,286,33
"Sin nivel (051)",249,3,11,143,1,80,11
"Educación inicial (052)",2,,,1,,1,
"Primaria (053)",417,17,21,208,3,157,11
"Secundaria (054)",240,31,8,146,3,42,10
"Superior no univ. incompleta (055)",33,15,,16,,2,
"Superior no univ. completa (056)",82,56,,24,,1,1
"Superior univ. incompleta (057)",13,4,,8,,1,
"Superior univ. completa (058)",68,58,1,7,,2,
,,,,,,,
"RURAL (060)",5300,186,758,3412,34,896,14
"Sin nivel (061)",1082,9,61,730,7,271,4
"Educación inicial (062)",4,,,4,,,
"Primaria (063)",2780,22,409,1918,18,408,5
"Secundaria (064)",1268,59,272,714,7,211,5
"Superior no univ. incompleta (065)",45,21,6,15,,3,
"Superior no univ. completa (066)",47,29,5,12,,1,
"Superior univ. incompleta (067)",19,6,3,9,,1,
"Superior univ. completa (068)",55,40,2,10,2,1,
"Hombres (070)",4166,116,694,2947,28,379,2
"Sin nivel (071)",610,4,45,519,3,38,1
"Educación inicial (072)",4,,,4,,,
"Primaria (073)",2317,10,367,1728,17,194,1
"Secundaria (074)",1117,40,267,660,7,143,
"Superior no univ. incompleta (075)",29,10,6,12,,1,
"Superior no univ. completa (076)",28,16,4,7,,1,
"Superior univ. incompleta (077)",18,6,3,8,,1,
"Superior univ. completa (078)",43,30,2,9,1,1,
"Mujeres (080)",1134,70,64,465,6,517,12
"Sin nivel (081)",472,5,16,211,4,233,3
"Primaria (083)",463,12,42,190,1,214,4
"Secundaria (084)",151,19,5,54,,68,5
"Superior no univ. incompleta (085)",16,11,,3,,2,
"Superior no univ. completa (086)",19,13,1,5,,,
"Superior univ. incompleta (087)",1,,,1,,,
"Superior univ. completa (088)",12,10,,1,1,,
