"CUADRO Nº 1: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON EL QUE APRENDIÓ A HABLAR",TOTAL,"GRUPOS DE EDAD",,,,,,,
,,"3 A 4 AÑOS","5 A 14 AÑOS","15 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",23781,858,4007,4525,4204,3227,2421,1769,2770
"Quechua (001)",8905,187,1242,1944,1580,1175,939,778,1060
"Aymara (002)",470,11,78,110,74,88,44,27,38
"Ashaninca (003)",5,,2,1,1,,1,,
"Otra lengua nativa (004)",22,1,8,9,4,,,,
"Castellano (005)",14354,658,2674,2455,2537,1964,1435,960,1671
"Idioma extranjero (006)",3,,,,,,,3,
"Es sordomudo/a (007)",22,1,3,6,8,,2,1,1
"Hombres (009)",12697,418,2066,2407,2365,1779,1297,919,1446
"Quechua (010)",4590,89,646,1003,850,613,472,380,537
"Aymara (011)",258,5,41,56,51,49,21,13,22
"Ashaninca (012)",2,,,,1,,1,,
"Otra lengua nativa (013)",9,1,4,2,2,,,,
"Castellano (014)",7825,323,1373,1341,1458,1117,802,524,887
"Idioma extranjero (015)",2,,,,,,,2,
"Es sordomudo/a (016)",11,,2,5,3,,1,,
"Mujeres (018)",11084,440,1941,2118,1839,1448,1124,850,1324
"Quechua (019)",4315,98,596,941,730,562,467,398,523
"Aymara (020)",212,6,37,54,23,39,23,14,16
"Ashaninca (021)",3,,2,1,,,,,
"Otra lengua nativa (022)",13,,4,7,2,,,,
"Castellano (023)",6529,335,1301,1114,1079,847,633,436,784
"Idioma extranjero (024)",1,,,,,,,1,
"Es sordomudo/a (025)",11,1,1,1,5,,1,1,1
,,,,,,,,,
"URBANA (027)",10282,346,1703,2154,1827,1407,1008,720,1117
"Quechua (028)",3699,61,388,897,732,488,386,314,433
"Aymara (029)",129,,3,42,27,35,13,5,4
"Ashaninca (030)",1,,,,1,,,,
"Otra lengua nativa (031)",18,1,7,8,2,,,,
"Castellano (032)",6426,284,1305,1205,1061,884,609,398,680
"Idioma extranjero (033)",3,,,,,,,3,
"Es sordomudo/a (034)",6,,,2,4,,,,
"Hombres (036)",5324,182,869,1100,948,760,520,377,568
"Quechua (037)",1913,31,203,453,398,259,193,160,216
"Aymara (038)",77,,1,22,21,22,7,2,2
"Ashaninca (039)",1,,,,1,,,,
"Otra lengua nativa (040)",7,1,4,2,,,,,
"Castellano (041)",3320,150,661,621,526,479,320,213,350
"Idioma extranjero (042)",2,,,,,,,2,
"Es sordomudo/a (043)",4,,,2,2,,,,
"Mujeres (045)",4958,164,834,1054,879,647,488,343,549
"Quechua (046)",1786,30,185,444,334,229,193,154,217
"Aymara (047)",52,,2,20,6,13,6,3,2
"Otra lengua nativa (049)",11,,3,6,2,,,,
"Castellano (050)",3106,134,644,584,535,405,289,185,330
"Idioma extranjero (051)",1,,,,,,,1,
"Es sordomudo/a (052)",2,,,,2,,,,
,,,,,,,,,
"RURAL (054)",13499,512,2304,2371,2377,1820,1413,1049,1653
"Quechua (055)",5206,126,854,1047,848,687,553,464,627
"Aymara (056)",341,11,75,68,47,53,31,22,34
"Ashaninca (057)",4,,2,1,,,1,,
"Otra lengua nativa (058)",4,,1,1,2,,,,
"Castellano (059)",7928,374,1369,1250,1476,1080,826,562,991
"Es sordomudo/a (061)",16,1,3,4,4,,2,1,1
"Hombres (063)",7373,236,1197,1307,1417,1019,777,542,878
"Quechua (064)",2677,58,443,550,452,354,279,220,321
"Aymara (065)",181,5,40,34,30,27,14,11,20
"Ashaninca (066)",1,,,,,,1,,
"Otra lengua nativa (067)",2,,,,2,,,,
"Castellano (068)",4505,173,712,720,932,638,482,311,537
"Es sordomudo/a (070)",7,,2,3,1,,1,,
"Mujeres (072)",6126,276,1107,1064,960,801,636,507,775
"Quechua (073)",2529,68,411,497,396,333,274,244,306
"Aymara (074)",160,6,35,34,17,26,17,11,14
"Ashaninca (075)",3,,2,1,,,,,
"Otra lengua nativa (076)",2,,1,1,,,,,
"Castellano (077)",3423,201,657,530,544,442,344,251,454
"Es sordomudo/a (079)",9,1,1,1,3,,1,1,1
