"CUADRO Nº 34: POBLACIÓN DESOCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia SATIPO (000)",1868,74,1208,388,171,27
"Sin nivel (001)",90,22,19,18,23,8
"Educación inicial (002)",1,,1,,,
"Primaria (003)",467,35,201,132,84,15
"Secundaria (004)",1072,17,813,187,52,3
"Superior no univ. incompleta (005)",98,,76,20,1,1
"Superior no univ. completa (006)",66,,45,18,3,
"Superior univ. incompleta (007)",30,,23,5,2,
"Superior univ. completa (008)",44,,30,8,6,
"Hombres (010)",1265,46,767,288,140,24
"Sin nivel (011)",58,15,9,12,16,6
"Educación inicial (012)",1,,1,,,
"Primaria (013)",356,19,153,97,73,14
"Secundaria (014)",716,12,511,146,44,3
"Superior no univ. incompleta (015)",60,,44,14,1,1
"Superior no univ. completa (016)",35,,25,9,1,
"Superior univ. incompleta (017)",17,,10,5,2,
"Superior univ. completa (018)",22,,14,5,3,
"Mujeres (020)",603,28,441,100,31,3
"Sin nivel (021)",32,7,10,6,7,2
"Primaria (023)",111,16,48,35,11,1
"Secundaria (024)",356,5,302,41,8,
"Superior no univ. incompleta (025)",38,,32,6,,
"Superior no univ. completa (026)",31,,20,9,2,
"Superior univ. incompleta (027)",13,,13,,,
"Superior univ. completa (028)",22,,16,3,3,
,,,,,,
"Area Urbana (030)",779,20,488,182,76,13
"Sin nivel (031)",17,2,1,7,5,2
"Primaria (033)",158,7,50,63,30,8
"Secundaria (034)",467,11,345,78,31,2
"Superior no univ. incompleta (035)",38,,28,9,,1
"Superior no univ. completa (036)",43,,27,14,2,
"Superior univ. incompleta (037)",22,,17,3,2,
"Superior univ. completa (038)",34,,20,8,6,
"Hombres (040)",512,13,295,129,63,12
"Sin nivel (041)",11,2,,4,3,2
"Primaria (043)",116,5,35,42,27,7
"Secundaria (044)",310,6,210,65,27,2
"Superior no univ. incompleta (045)",23,,17,5,,1
"Superior no univ. completa (046)",19,,13,5,1,
"Superior univ. incompleta (047)",12,,7,3,2,
"Superior univ. completa (048)",21,,13,5,3,
"Mujeres (050)",267,7,193,53,13,1
"Sin nivel (051)",6,,1,3,2,
"Primaria (053)",42,2,15,21,3,1
"Secundaria (054)",157,5,135,13,4,
"Superior no univ. incompleta (055)",15,,11,4,,
"Superior no univ. completa (056)",24,,14,9,1,
"Superior univ. incompleta (057)",10,,10,,,
"Superior univ. completa (058)",13,,7,3,3,
,,,,,,
"Area Rural (060)",1089,54,720,206,95,14
"Sin nivel (061)",73,20,18,11,18,6
"Educación inicial (062)",1,,1,,,
"Primaria (063)",309,28,151,69,54,7
"Secundaria (064)",605,6,468,109,21,1
"Superior no univ. incompleta (065)",60,,48,11,1,
"Superior no univ. completa (066)",23,,18,4,1,
"Superior univ. incompleta (067)",8,,6,2,,
"Superior univ. completa (068)",10,,10,,,
"Hombres (070)",753,33,472,159,77,12
"Sin nivel (071)",47,13,9,8,13,4
"Educación inicial (072)",1,,1,,,
"Primaria (073)",240,14,118,55,46,7
"Secundaria (074)",406,6,301,81,17,1
"Superior no univ. incompleta (075)",37,,27,9,1,
"Superior no univ. completa (076)",16,,12,4,,
"Superior univ. incompleta (077)",5,,3,2,,
"Superior univ. completa (078)",1,,1,,,
"Mujeres (080)",336,21,248,47,18,2
"Sin nivel (081)",26,7,9,3,5,2
"Primaria (083)",69,14,33,14,8,
"Secundaria (084)",199,,167,28,4,
"Superior no univ. incompleta (085)",23,,21,2,,
"Superior no univ. completa (086)",7,,6,,1,
"Superior univ. incompleta (087)",3,,3,,,
"Superior univ. completa (088)",9,,9,,,
