"CUADRO Nº 12: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE SI DISPONEN DEL SERVICIO DE AGUA POTABLE TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA POTABLE",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia YAUYOS",,,,,,,,,
"Viviendas particulares (001)",2170,179,88,54,323,6,10,5,1505
"Ocupantes presentes (002)",7053,707,282,187,1015,21,22,16,4803
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2078,178,87,54,320,5,9,5,1420
"Ocupantes presentes (005)",6745,706,277,187,1001,19,21,16,4518
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6,,,,,,,,6
"Ocupantes presentes (008)",13,,,,,,,,13
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",29,,,,,,,,29
"Ocupantes presentes (011)",102,,,,,,,,102
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",34,1,,,,1,,,32
"Ocupantes presentes (014)",97,1,,,,2,,,94
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",20,,1,,2,,1,,16
"Ocupantes presentes (020)",86,,5,,13,,1,,67
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,,,,1,,,,2
"Ocupantes presentes (023)",10,,,,1,,,,9
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1753,87,81,35,278,4,9,5,1254
"Ocupantes presentes (029)",5583,309,262,119,855,14,21,16,3987
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1662,86,80,35,276,3,8,5,1169
"Ocupantes presentes (032)",5276,308,257,119,842,12,20,16,3702
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6,,,,,,,,6
"Ocupantes presentes (035)",13,,,,,,,,13
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",29,,,,,,,,29
"Ocupantes presentes (038)",102,,,,,,,,102
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",34,1,,,,1,,,32
"Ocupantes presentes (041)",97,1,,,,2,,,94
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",20,,1,,2,,1,,16
"Ocupantes presentes (047)",86,,5,,13,,1,,67
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,,,,,,,2
"Ocupantes presentes (050)",9,,,,,,,,9
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",417,92,7,19,45,2,1,,251
"Ocupantes presentes (056)",1470,398,20,68,160,7,1,,816
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",416,92,7,19,44,2,1,,251
"Ocupantes presentes (059)",1469,398,20,68,159,7,1,,816
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,1,,,,
"Ocupantes presentes (077)",1,,,,1,,,,
"Otro tipo",,,,,,,,,
