"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia VIRU (000)",76710,1992,23545,25190,14135,8560,3288
"Hombres (001)",39716,1016,11946,13188,7323,4463,1780
"Mujeres (002)",36994,976,11599,12002,6812,4097,1508
"Viviendas particulares (003)",75638,1980,23380,24526,13939,8534,3279
"Hombres (004)",39077,1010,11871,12777,7201,4444,1774
"Mujeres (005)",36561,970,11509,11749,6738,4090,1505
"Viviendas colectivas (006)",1057,11,164,662,192,22,6
"Hombres (007)",629,6,74,410,119,16,4
"Mujeres (008)",428,5,90,252,73,6,2
"Otro tipo (009)",15,1,1,2,4,4,3
"Hombres (010)",10,,1,1,3,3,2
"Mujeres (011)",5,1,,1,1,1,1
,,,,,,,
"URBANA (012)",59090,1585,18203,20204,10994,6067,2037
"Hombres (013)",30300,816,9173,10481,5661,3095,1074
"Mujeres (014)",28790,769,9030,9723,5333,2972,963
"Viviendas particulares (015)",58044,1573,18041,19558,10800,6041,2031
"Hombres (016)",29678,810,9099,10082,5541,3076,1070
"Mujeres (017)",28366,763,8942,9476,5259,2965,961
"Viviendas colectivas (018)",1032,11,161,644,190,22,4
"Hombres (019)",613,6,73,398,117,16,3
"Mujeres (020)",419,5,88,246,73,6,1
"Otro tipo (021)",14,1,1,2,4,4,2
"Hombres (022)",9,,1,1,3,3,1
"Mujeres (023)",5,1,,1,1,1,1
,,,,,,,
"RURAL (024)",17620,407,5342,4986,3141,2493,1251
"Hombres (025)",9416,200,2773,2707,1662,1368,706
"Mujeres (026)",8204,207,2569,2279,1479,1125,545
"Viviendas particulares (027)",17594,407,5339,4968,3139,2493,1248
"Hombres (028)",9399,200,2772,2695,1660,1368,704
"Mujeres (029)",8195,207,2567,2273,1479,1125,544
"Viviendas colectivas (030)",25,,3,18,2,,2
"Hombres (031)",16,,1,12,2,,1
"Mujeres (032)",9,,2,6,,,1
"Otro tipo (033)",1,,,,,,1
"Hombres (034)",1,,,,,,1
