"CUADRO Nº 4: POBLACIÓN EN VIVIENDAS PARTICULARES DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELACIÓN DE PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TOCACHE (000)",64069,8141,1505,27799,20009,2113,2340,850,1312
"Jefe o Jefa (001)",18036,1642,16,8210,5516,630,1009,285,728
"Esposa(o)/ compa¤era(o) (002)",11048,1524,17,5057,3209,296,577,126,242
"Hijo(a)/ hijastro(a) (003)",25205,3487,1222,10550,8205,812,473,310,146
"Yerno/ nuera (004)",835,16,,216,434,63,62,24,20
"Nieto(a) (005)",1808,508,164,793,290,28,11,8,6
"Padres/ suegros (006)",806,335,,405,53,1,8,1,3
"Otro(a) pariente (007)",4482,511,75,1882,1563,204,115,64,68
"Trabajador(a) del hogar (008)",118,7,1,46,60,4,,,
"Pensionista (009)",87,2,,25,41,9,5,2,3
"Otro(a) no pariente (010)",1644,109,10,615,638,66,80,30,96
"Hombres (012)",34791,3475,784,15122,11646,1139,1275,542,808
"Jefe o Jefa (013)",14380,986,10,6687,4587,505,783,248,574
"Esposa(o)/ compa¤era(o) (014)",806,51,1,316,306,20,59,15,38
"Hijo(a)/ hijastro(a) (015)",13848,1783,638,5687,4808,402,257,197,76
"Yerno/ nuera (016)",388,5,,101,192,29,39,11,11
"Nieto(a) (017)",1003,270,90,436,180,10,7,6,4
"Padres/ suegros (018)",280,53,,194,29,,1,1,2
"Otro(a) pariente (019)",2827,258,41,1202,1050,124,73,39,40
"Trabajador(a) del hogar (020)",22,,1,9,12,,,,
"Pensionista (021)",74,2,,22,35,6,4,2,3
"Otro(a) no pariente (022)",1163,67,3,468,447,43,52,23,60
"Mujeres (024)",29278,4666,721,12677,8363,974,1065,308,504
"Jefe o Jefa (025)",3656,656,6,1523,929,125,226,37,154
"Esposa(o)/ compa¤era(o) (026)",10242,1473,16,4741,2903,276,518,111,204
"Hijo(a)/ hijastro(a) (027)",11357,1704,584,4863,3397,410,216,113,70
"Yerno/ nuera (028)",447,11,,115,242,34,23,13,9
"Nieto(a) (029)",805,238,74,357,110,18,4,2,2
"Padres/ suegros (030)",526,282,,211,24,1,7,,1
"Otro(a) pariente (031)",1655,253,34,680,513,80,42,25,28
"Trabajador(a) del hogar (032)",96,7,,37,48,4,,,
"Pensionista (033)",13,,,3,6,3,1,,
"Otro(a) no pariente (034)",481,42,7,147,191,23,28,7,36
,,,,,,,,,
"URBANA (036)",31929,2852,762,11651,11513,1489,1891,636,1135
"Jefe o Jefa (037)",8872,421,6,3179,3137,457,820,223,629
"Esposa(o)/ compa¤era(o) (038)",5409,398,8,2111,1870,222,487,97,216
"Hijo(a)/ hijastro(a) (039)",12445,1389,622,4562,4643,541,351,212,125
"Yerno/ nuera (040)",492,5,,93,257,48,49,21,19
"Nieto(a) (041)",1057,279,87,452,196,21,9,7,6
"Padres/ suegros (042)",441,143,,242,44,1,8,,3
"Otro(a) pariente (043)",2198,180,33,744,899,142,99,51,50
"Trabajador(a) del hogar (044)",91,6,,29,53,3,,,
"Pensionista (045)",35,1,,12,11,4,4,,3
