"CUADRO Nº 36: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia GRAU (000)",374,139,235
"De 14 a 29 años (001)",189,90,99
"De 30 a 44 años (002)",124,43,81
"De 45 a 64 años (003)",48,6,42
"De 65 y más años (004)",13,,13
"Hombres (005)",304,103,201
"De 14 a 29 años (006)",140,61,79
"De 30 a 44 años (007)",105,36,69
"De 45 a 64 años (008)",46,6,40
"De 65 y más años (009)",13,,13
"Mujeres (010)",70,36,34
"De 14 a 29 años (011)",49,29,20
"De 30 a 44 años (012)",19,7,12
"De 45 a 64 años (013)",2,,2
,,,
"AREA URBANA (015)",179,61,118
"De 14 a 29 años (016)",88,39,49
"De 30 a 44 años (017)",59,19,40
"De 45 a 64 años (018)",25,3,22
"De 65 y más años (019)",7,,7
"Hombres (020)",141,41,100
"De 14 a 29 años (021)",59,23,36
"De 30 a 44 años (022)",50,15,35
"De 45 a 64 años (023)",25,3,22
"De 65 y más años (024)",7,,7
"Mujeres (025)",38,20,18
"De 14 a 29 años (026)",29,16,13
"De 30 a 44 años (027)",9,4,5
,,,
"AREA RURAL (030)",195,78,117
"De 14 a 29 años (031)",101,51,50
"De 30 a 44 años (032)",65,24,41
"De 45 a 64 años (033)",23,3,20
"De 65 y más años (034)",6,,6
"Hombres (035)",163,62,101
"De 14 a 29 años (036)",81,38,43
"De 30 a 44 años (037)",55,21,34
"De 45 a 64 años (038)",21,3,18
"De 65 y más años (039)",6,,6
"Mujeres (040)",32,16,16
"De 14 a 29 años (041)",20,13,7
"De 30 a 44 años (042)",10,3,7
"De 45 a 64 años (043)",2,,2
