"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia LAURICOCHA (000)",9358,548,8,3326,3813,321,603,166,573
"Empleado (001)",1096,3,,34,152,77,330,54,446
"Obrero (002)",1991,100,3,466,1108,91,145,47,31
"Trabajador independiente (003)",4447,272,,1994,1842,114,95,52,78
"Empleador o patrono (004)",76,1,,27,37,5,4,,2
"Trabajador familiar no remunerado (005)",1624,151,4,752,631,33,25,12,16
"Trabajador del hogar (006)",124,21,1,53,43,1,4,1,
"Hombres (008)",7062,268,3,2327,3195,268,443,134,424
"Empleado (009)",759,,,19,113,57,215,38,317
"Obrero (010)",1830,73,1,404,1051,87,139,45,30
"Trabajador independiente (011)",3566,134,,1579,1573,95,73,44,68
"Empleador o patrono (012)",65,1,,23,34,4,2,,1
"Trabajador familiar no remunerado (013)",827,52,2,297,422,25,14,7,8
"Trabajador del hogar (014)",15,8,,5,2,,,,
"Mujeres (016)",2296,280,5,999,618,53,160,32,149
"Empleado (017)",337,3,,15,39,20,115,16,129
"Obrero (018)",161,27,2,62,57,4,6,2,1
"Trabajador independiente (019)",881,138,,415,269,19,22,8,10
"Empleador o patrono (020)",11,,,4,3,1,2,,1
"Trabajador familiar no remunerado (021)",797,99,2,455,209,8,11,5,8
"Trabajador del hogar (022)",109,13,1,48,41,1,4,1,
,,,,,,,,,
"URBANA (024)",2146,62,3,614,795,97,224,59,292
"Empleado (025)",529,,,13,65,22,166,25,238
"Obrero (026)",212,5,1,57,112,14,11,7,5
"Trabajador independiente (027)",1004,34,,365,459,45,37,21,43
"Empleador o patrono (028)",11,,,4,4,2,1,,
"Trabajador familiar no remunerado (029)",341,18,1,154,134,14,9,5,6
"Trabajador del hogar (030)",49,5,1,21,21,,,1,
"Hombres (032)",1372,19,1,354,556,75,132,39,196
"Empleado (033)",330,,,6,45,17,93,16,153
"Obrero (034)",188,2,,50,103,13,9,6,5
"Trabajador independiente (035)",697,12,,239,335,34,26,15,36
"Empleador o patrono (036)",9,,,4,3,2,,,
"Trabajador familiar no remunerado (037)",141,3,1,52,68,9,4,2,2
"Trabajador del hogar (038)",7,2,,3,2,,,,
"Mujeres (040)",774,43,2,260,239,22,92,20,96
"Empleado (041)",199,,,7,20,5,73,9,85
"Obrero (042)",24,3,1,7,9,1,2,1,
"Trabajador independiente (043)",307,22,,126,124,11,11,6,7
"Empleador o patrono (044)",2,,,,1,,1,,
"Trabajador familiar no remunerado (045)",200,15,,102,66,5,5,3,4
"Trabajador del hogar (046)",42,3,1,18,19,,,1,
,,,,,,,,,
"RURAL (048)",7212,486,5,2712,3018,224,379,107,281
"Empleado (049)",567,3,,21,87,55,164,29,208
"Obrero (050)",1779,95,2,409,996,77,134,40,26
"Trabajador independiente (051)",3443,238,,1629,1383,69,58,31,35
"Empleador o patrono (052)",65,1,,23,33,3,3,,2
"Trabajador familiar no remunerado (053)",1283,133,3,598,497,19,16,7,10
"Trabajador del hogar (054)",75,16,,32,22,1,4,,
"Hombres (056)",5690,249,2,1973,2639,193,311,95,228
"Empleado (057)",429,,,13,68,40,122,22,164
"Obrero (058)",1642,71,1,354,948,74,130,39,25
"Trabajador independiente (059)",2869,122,,1340,1238,61,47,29,32
"Empleador o patrono (060)",56,1,,19,31,2,2,,1
"Trabajador familiar no remunerado (061)",686,49,1,245,354,16,10,5,6
"Trabajador del hogar (062)",8,6,,2,,,,,
"Mujeres (064)",1522,237,3,739,379,31,68,12,53
"Empleado (065)",138,3,,8,19,15,42,7,44
"Obrero (066)",137,24,1,55,48,3,4,1,1
"Trabajador independiente (067)",574,116,,289,145,8,11,2,3
"Empleador o patrono (068)",9,,,4,2,1,1,,1
"Trabajador familiar no remunerado (069)",597,84,2,353,143,3,6,2,4
"Trabajador del hogar (070)",67,10,,30,22,1,4,,
