"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia SIHUAS",,,,,,,,,
"Viviendas particulares (001)",6966,133,6728,11,4,5,75,2,8
"Ocupantes presentes (002)",30554,535,29595,61,10,15,290,13,35
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",6872,131,6677,10,3,1,44,1,5
"Ocupantes presentes (005)",30199,533,29394,51,9,2,177,3,30
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",18,,17,,,,,1,
"Ocupantes presentes (014)",70,,60,,,,,10,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",72,,33,1,1,3,31,,3
"Ocupantes presentes (017)",275,,136,10,1,10,113,,5
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,1,,,
"Ocupantes presentes (020)",3,,,,,3,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",3,2,1,,,,,,
"Ocupantes presentes (023)",7,2,5,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1861,105,1744,2,,1,4,1,4
"Ocupantes presentes (029)",7833,423,7343,13,,3,16,10,25
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1841,105,1726,2,,,4,,4
"Ocupantes presentes (032)",7755,423,7278,13,,,16,,25
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",18,,17,,,,,1,
"Ocupantes presentes (041)",70,,60,,,,,10,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,1,,,
"Ocupantes presentes (047)",3,,,,,3,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,,
"Ocupantes presentes (050)",5,,5,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5105,28,4984,9,4,4,71,1,4
"Ocupantes presentes (056)",22721,112,22252,48,10,12,274,3,10
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5031,26,4951,8,3,1,40,1,1
"Ocupantes presentes (059)",22444,110,22116,38,9,2,161,3,5
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",72,,33,1,1,3,31,,3
"Ocupantes presentes (071)",275,,136,10,1,10,113,,5
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",2,2,,,,,,,
"Ocupantes presentes (077)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
