"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PISCO (000)",118084,6822,28818,8367,74610
"Quechua (001)",5004,151,897,274,3713
"Aymara (002)",163,9,28,15,114
"Asháninka (003)",21,2,7,10,7
"Otra lengua nativa (004)",30,2,,8,20
"Castellano (005)",112649,6654,27859,8008,70622
"Idioma Extranjero (006)",90,,4,49,37
"Es Sordomudo/a (007)",127,4,23,3,97
"Hombres (009)",60165,3340,14876,5444,36887
"Quechua (010)",2420,76,479,176,1712
"Aymara (011)",94,4,18,10,64
"Asháninka (012)",13,1,5,7,4
"Otra lengua nativa (013)",21,2,,7,12
"Castellano (014)",57494,3255,14361,5210,35021
"Idioma Extranjero (015)",55,,3,32,20
"Es Sordomudo/a (016)",68,2,10,2,54
"Mujeres (018)",57919,3482,13942,2923,37723
"Quechua (019)",2584,75,418,98,2001
"Aymara (020)",69,5,10,5,50
"Asháninka (021)",8,1,2,3,3
"Otra lengua nativa (022)",9,,,1,8
"Castellano (023)",55155,3399,13498,2798,35601
"Idioma Extranjero (024)",35,,1,17,17
"Es Sordomudo/a (025)",59,2,13,1,43
,,,,,
"URBANA (027)",103466,5721,27411,7648,63172
"Quechua (028)",4038,119,824,242,2882
"Aymara (029)",135,7,25,13,92
"Asháninka (030)",19,2,6,10,6
"Otra lengua nativa (031)",23,2,,1,20
"Castellano (032)",99053,5588,26530,7333,60052
"Idioma Extranjero (033)",87,,4,46,37
"Es Sordomudo/a (034)",111,3,22,3,83
"Hombres (036)",52328,2746,14054,4918,30950
"Quechua (037)",1937,59,435,152,1312
"Aymara (038)",79,3,15,9,53
"Asháninka (039)",12,1,4,7,4
"Otra lengua nativa (040)",15,2,,1,12
"Castellano (041)",50174,2680,13587,4718,29503
"Idioma Extranjero (042)",52,,3,29,20
"Es Sordomudo/a (043)",59,1,10,2,46
"Mujeres (045)",51138,2975,13357,2730,32222
"Quechua (046)",2101,60,389,90,1570
"Aymara (047)",56,4,10,4,39
"Asháninka (048)",7,1,2,3,2
"Otra lengua nativa (049)",8,,,,8
"Castellano (050)",48879,2908,12943,2615,30549
"Idioma Extranjero (051)",35,,1,17,17
"Es Sordomudo/a (052)",52,2,12,1,37
,,,,,
"RURAL (054)",14618,1101,1407,719,11438
"Quechua (055)",966,32,73,32,831
"Aymara (056)",28,2,3,2,22
"Asháninka (057)",2,,1,,1
"Otra lengua nativa (058)",7,,,7,
"Castellano (059)",13596,1066,1329,675,10570
"Idioma Extranjero (060)",3,,,3,
"Es Sordomudo/a (061)",16,1,1,,14
"Hombres (063)",7837,594,822,526,5937
"Quechua (064)",483,17,44,24,400
"Aymara (065)",15,1,3,1,11
"Asháninka (066)",1,,1,,
"Otra lengua nativa (067)",6,,,6,
"Castellano (068)",7320,575,774,492,5518
"Idioma Extranjero (069)",3,,,3,
"Es Sordomudo/a (070)",9,1,,,8
"Mujeres (072)",6781,507,585,193,5501
"Quechua (073)",483,15,29,8,431
"Aymara (074)",13,1,,1,11
"Asháninka (075)",1,,,,1
"Otra lengua nativa (076)",1,,,1,
"Castellano (077)",6276,491,555,183,5052
"Es Sordomudo/a (079)",7,,1,,6
