"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia BELLAVISTA (000)",34901,5971,6885,7596,6394,3921,4134
"Católica (001)",24370,4123,4666,5218,4570,2855,2938
"Cristiana/Evangélica (002)",5737,978,1027,1234,1030,630,838
"Otra (003)",2141,364,497,486,363,220,211
"Ninguna (004)",2653,506,695,658,431,216,147
"Hombres (006)",19021,3214,3636,4028,3650,2271,2222
"Católica (007)",13474,2249,2497,2757,2644,1677,1650
"Cristiana/Evangélica (008)",2790,494,466,601,529,329,371
"Otra (009)",1118,181,267,251,195,114,110
"Ninguna (010)",1639,290,406,419,282,151,91
"Mujeres (012)",15880,2757,3249,3568,2744,1650,1912
"Católica (013)",10896,1874,2169,2461,1926,1178,1288
"Cristiana/Evangélica (014)",2947,484,561,633,501,301,467
"Otra (015)",1023,183,230,235,168,106,101
"Ninguna (016)",1014,216,289,239,149,65,56
,,,,,,,
"URBANA (018)",20033,3421,3730,4147,3803,2414,2518
"Católica (019)",14986,2562,2708,3081,2878,1845,1912
"Cristiana/Evangélica (020)",3010,505,536,608,561,360,440
"Otra (021)",810,138,174,156,158,93,91
"Ninguna (022)",1227,216,312,302,206,116,75
"Hombres (024)",10659,1842,1933,2108,2103,1367,1306
"Católica (025)",8048,1389,1426,1548,1595,1054,1036
"Cristiana/Evangélica (026)",1441,254,243,294,288,179,183
"Otra (027)",422,76,95,75,85,48,43
"Ninguna (028)",748,123,169,191,135,86,44
"Mujeres (030)",9374,1579,1797,2039,1700,1047,1212
"Católica (031)",6938,1173,1282,1533,1283,791,876
"Cristiana/Evangélica (032)",1569,251,293,314,273,181,257
"Otra (033)",388,62,79,81,73,45,48
"Ninguna (034)",479,93,143,111,71,30,31
,,,,,,,
"RURAL (036)",14868,2550,3155,3449,2591,1507,1616
"Católica (037)",9384,1561,1958,2137,1692,1010,1026
"Cristiana/Evangélica (038)",2727,473,491,626,469,270,398
"Otra (039)",1331,226,323,330,205,127,120
"Ninguna (040)",1426,290,383,356,225,100,72
"Hombres (042)",8362,1372,1703,1920,1547,904,916
"Católica (043)",5426,860,1071,1209,1049,623,614
"Cristiana/Evangélica (044)",1349,240,223,307,241,150,188
"Otra (045)",696,105,172,176,110,66,67
"Ninguna (046)",891,167,237,228,147,65,47
"Mujeres (048)",6506,1178,1452,1529,1044,603,700
"Católica (049)",3958,701,887,928,643,387,412
"Cristiana/Evangélica (050)",1378,233,268,319,228,120,210
"Otra (051)",635,121,151,154,95,61,53
"Ninguna (052)",535,123,146,128,78,35,25
