"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia PADRE ABAD",,,
"Viviendas particulares (001)",11998,5208,6790
"Ocupantes presentes (002)",48740,23102,25638
"Casa independiente",,,
"Viviendas particulares (004)",8851,4599,4252
"Ocupantes presentes (005)",37535,20878,16657
"Departamento en edificio",,,
"Viviendas particulares (007)",79,79,
"Ocupantes presentes (008)",275,275,
"Vivienda en quinta",,,
"Viviendas particulares (010)",364,364,
"Ocupantes presentes (011)",1284,1284,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",94,74,20
"Ocupantes presentes (014)",370,281,89
"Choza o cabaña",,,
"Viviendas particulares (016)",2518,47,2471
"Ocupantes presentes (017)",8939,221,8718
"Vivienda improvisada",,,
"Viviendas particulares (019)",57,31,26
"Ocupantes presentes (020)",223,105,118
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",28,14,14
"Ocupantes presentes (023)",88,58,30
"Otro tipo",,,
"Viviendas particulares (025)",7,,7
"Ocupantes presentes (026)",26,,26
,,,
URBANA,,,
"Viviendas particulares (028)",5647,4575,1072
"Ocupantes presentes (029)",24907,20360,4547
"Casa independiente",,,
"Viviendas particulares (031)",5031,4014,1017
"Ocupantes presentes (032)",22673,18362,4311
"Departamento en edificio",,,
"Viviendas particulares (034)",79,79,
"Ocupantes presentes (035)",275,275,
"Vivienda en quinta",,,
"Viviendas particulares (037)",364,364,
"Ocupantes presentes (038)",1284,1284,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",94,74,20
"Ocupantes presentes (041)",370,281,89
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",57,31,26
"Ocupantes presentes (047)",223,105,118
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",18,13,5
"Ocupantes presentes (050)",63,53,10
"Otro tipo",,,
"Viviendas particulares (052)",4,,4
"Ocupantes presentes (053)",19,,19
,,,
RURAL,,,
"Viviendas particulares (055)",6351,633,5718
"Ocupantes presentes (056)",23833,2742,21091
"Casa independiente",,,
"Viviendas particulares (058)",3820,585,3235
"Ocupantes presentes (059)",14862,2516,12346
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",2518,47,2471
"Ocupantes presentes (071)",8939,221,8718
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",10,1,9
"Ocupantes presentes (077)",25,5,20
"Otro tipo",,,
"Viviendas particulares (079)",3,,3
"Ocupantes presentes (080)",7,,7
