"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia CHEPEN",,,,,,,,,
"Viviendas particulares (001)",18630,4037,14343,48,84,55,7,23,33
"Ocupantes presentes (002)",75772,16619,58238,167,304,201,26,91,126
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",17915,3776,13927,40,72,46,7,22,25
"Ocupantes presentes (005)",73372,15749,56818,143,269,175,26,87,105
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",134,122,12,,,,,,
"Ocupantes presentes (008)",530,468,62,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",286,95,190,,,,,1,
"Ocupantes presentes (011)",889,271,614,,,,,4,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",173,37,131,4,,,,,1
"Ocupantes presentes (014)",558,113,430,11,,,,,4
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",99,,77,,12,6,,,4
"Ocupantes presentes (017)",350,,287,,35,20,,,8
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",8,,,4,,3,,,1
"Ocupantes presentes (020)",24,,,13,,6,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",13,7,6,,,,,,
"Ocupantes presentes (023)",45,18,27,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",2,,,,,,,,2
"Ocupantes presentes (026)",4,,,,,,,,4
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",15212,3865,11227,26,28,21,6,15,24
"Ocupantes presentes (029)",61946,15903,45577,84,113,80,21,68,100
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",14598,3605,10888,18,28,18,6,14,21
"Ocupantes presentes (032)",59903,15037,44444,60,113,74,21,64,90
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",134,122,12,,,,,,
"Ocupantes presentes (035)",530,468,62,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",286,95,190,,,,,1,
"Ocupantes presentes (038)",889,271,614,,,,,4,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",173,37,131,4,,,,,1
"Ocupantes presentes (041)",558,113,430,11,,,,,4
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",8,,,4,,3,,,1
"Ocupantes presentes (047)",24,,,13,,6,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",12,6,6,,,,,,
"Ocupantes presentes (050)",41,14,27,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",1,,,,,,,,1
"Ocupantes presentes (053)",1,,,,,,,,1
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3418,172,3116,22,56,34,1,8,9
"Ocupantes presentes (056)",13826,716,12661,83,191,121,5,23,26
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",3317,171,3039,22,44,28,1,8,4
"Ocupantes presentes (059)",13469,712,12374,83,156,101,5,23,15
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",99,,77,,12,6,,,4
"Ocupantes presentes (071)",350,,287,,35,20,,,8
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,1,,,,,,,
"Ocupantes presentes (077)",4,4,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",3,,,,,,,,3
