"CUADRO Nº 9: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia AIJA (000)",2181,65,596,702,580,238
"Empleado (001)",360,,86,175,94,5
"Obrero (002)",410,5,156,132,96,21
"Trabajador independiente (003)",1003,5,207,311,311,169
"Empleador o patrono (004)",8,,2,2,3,1
"Trabajador familiar no remunerado (005)",365,53,132,73,68,39
"Trabajador del hogar (006)",35,2,13,9,8,3
"Hombres (008)",1606,40,431,508,429,198
"Empleado (009)",202,,30,100,70,2
"Obrero (010)",370,2,147,117,83,21
"Trabajador independiente (011)",803,2,157,250,244,150
"Empleador o patrono (012)",8,,2,2,3,1
"Trabajador familiar no remunerado (013)",219,35,93,39,29,23
"Trabajador del hogar (014)",4,1,2,,,1
"Mujeres (016)",575,25,165,194,151,40
"Empleado (017)",158,,56,75,24,3
"Obrero (018)",40,3,9,15,13,
"Trabajador independiente (019)",200,3,50,61,67,19
"Trabajador familiar no remunerado (021)",146,18,39,34,39,16
"Trabajador del hogar (022)",31,1,11,9,8,2
,,,,,,
"URBANA (024)",788,6,201,271,226,84
"Empleado (025)",263,,60,125,73,5
"Obrero (026)",142,,47,45,38,12
"Trabajador independiente (027)",297,2,61,83,97,54
"Empleador o patrono (028)",2,,,,2,
"Trabajador familiar no remunerado (029)",62,2,28,12,9,11
"Trabajador del hogar (030)",22,2,5,6,7,2
"Hombres (032)",522,4,127,172,152,67
"Empleado (033)",147,,21,72,52,2
"Obrero (034)",124,,45,38,29,12
"Trabajador independiente (035)",206,2,42,54,64,44
"Empleador o patrono (036)",2,,,,2,
"Trabajador familiar no remunerado (037)",41,1,19,8,5,8
"Trabajador del hogar (038)",2,1,,,,1
"Mujeres (040)",266,2,74,99,74,17
"Empleado (041)",116,,39,53,21,3
"Obrero (042)",18,,2,7,9,
"Trabajador independiente (043)",91,,19,29,33,10
"Trabajador familiar no remunerado (045)",21,1,9,4,4,3
"Trabajador del hogar (046)",20,1,5,6,7,1
,,,,,,
"RURAL (048)",1393,59,395,431,354,154
"Empleado (049)",97,,26,50,21,
"Obrero (050)",268,5,109,87,58,9
"Trabajador independiente (051)",706,3,146,228,214,115
"Empleador o patrono (052)",6,,2,2,1,1
"Trabajador familiar no remunerado (053)",303,51,104,61,59,28
"Trabajador del hogar (054)",13,,8,3,1,1
"Hombres (056)",1084,36,304,336,277,131
"Empleado (057)",55,,9,28,18,
"Obrero (058)",246,2,102,79,54,9
"Trabajador independiente (059)",597,,115,196,180,106
"Empleador o patrono (060)",6,,2,2,1,1
"Trabajador familiar no remunerado (061)",178,34,74,31,24,15
"Trabajador del hogar (062)",2,,2,,,
"Mujeres (064)",309,23,91,95,77,23
"Empleado (065)",42,,17,22,3,
"Obrero (066)",22,3,7,8,4,
"Trabajador independiente (067)",109,3,31,32,34,9
"Trabajador familiar no remunerado (069)",125,17,30,30,35,13
"Trabajador del hogar (070)",11,,6,3,1,1
