"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia MOYOBAMBA (000)",114445,2674,39547,32002,22009,13578,4635
"Jefe o Jefa (001)",27515,,47,5802,10948,8061,2657
"Esposa(o) / compañera(o) (002)",19375,,62,6699,7631,4092,891
"Hijo(a) / hijastro(a) (003)",50358,2028,32674,13572,1773,305,6
"Yerno / nuera (004)",1280,,40,913,282,41,4
"Nieto(a) (005)",4949,448,3742,727,30,2,
"Padres / suegros (006)",1170,,,1,36,365,768
"Otro(a) pariente (007)",7521,178,2696,2943,901,534,269
"Trabajador(a) del hogar (008)",263,,22,200,31,7,3
"Pensionistas (009)",142,,3,105,17,13,4
"Otro(a) no pariente (010)",1872,20,261,1040,360,158,33
"Hombres (011)",59075,1382,20280,16296,11414,7401,2302
"Jefe o Jefa (012)",22227,,29,4722,9115,6472,1889
"Esposa(o) / compañera(o) (013)",747,,21,242,266,165,53
"Hijo(a) / hijastro(a) (014)",26891,1032,16752,7947,997,161,2
"Yerno / nuera (015)",540,,13,311,184,29,3
"Nieto(a) (016)",2650,248,1948,434,19,1,
"Padres / suegros (017)",362,,,1,14,120,227
"Otro(a) pariente (018)",4298,93,1381,1845,549,325,105
"Trabajador(a) del hogar (019)",24,,3,17,2,2,
"Pensionistas (020)",94,,1,67,12,10,4
"Otro(a) no pariente (021)",1242,9,132,710,256,116,19
"Mujeres (022)",55370,1292,19267,15706,10595,6177,2333
"Jefe o Jefa (023)",5288,,18,1080,1833,1589,768
"Esposa(o) / compañera(o) (024)",18628,,41,6457,7365,3927,838
"Hijo(a) / hijastro(a) (025)",23467,996,15922,5625,776,144,4
"Yerno / nuera (026)",740,,27,602,98,12,1
"Nieto(a) (027)",2299,200,1794,293,11,1,
"Padres / suegros (028)",808,,,,22,245,541
"Otro(a) pariente (029)",3223,85,1315,1098,352,209,164
"Trabajador(a) del hogar (030)",239,,19,183,29,5,3
"Pensionistas (031)",48,,2,38,5,3,
"Otro(a) no pariente (032)",630,11,129,330,104,42,14
,,,,,,,
"URBANA (033)",67462,1320,21124,18498,14092,9094,3334
"Jefe o Jefa (034)",16836,,36,2814,6692,5407,1887
"Esposa(o) / compañera(o) (035)",11236,,32,3074,4811,2665,654
"Hijo(a) / hijastro(a) (036)",28245,920,16746,8867,1446,261,5
"Yerno / nuera (037)",902,,20,606,238,35,3
"Nieto(a) (038)",3496,302,2620,548,24,2,
"Padres / suegros (039)",812,,,1,25,238,548
"Otro(a) pariente (040)",4364,83,1457,1691,568,359,206
"Trabajador(a) del hogar (041)",233,,21,181,26,4,1
"Pensionistas (042)",123,,1,91,15,12,4
"Otro(a) no pariente (043)",1215,15,191,625,247,111,26
"Hombres (044)",33698,685,10762,8919,6902,4864,1566
"Jefe o Jefa (045)",12758,,22,2038,5243,4194,1261
"Esposa(o) / compañera(o) (046)",589,,16,173,210,144,46
"Hijo(a) / hijastro(a) (047)",14753,471,8527,4854,767,132,2
"Yerno / nuera (048)",397,,8,208,154,25,2
"Nieto(a) (049)",1833,161,1348,309,14,1,
"Padres / suegros (050)",248,,,1,11,75,161
"Otro(a) pariente (051)",2361,46,747,944,337,210,77
"Trabajador(a) del hogar (052)",10,,3,6,1,,
"Pensionistas (053)",76,,,53,10,9,4
"Otro(a) no pariente (054)",673,7,91,333,155,74,13
"Mujeres (055)",33764,635,10362,9579,7190,4230,1768
"Jefe o Jefa (056)",4078,,14,776,1449,1213,626
"Esposa(o) / compañera(o) (057)",10647,,16,2901,4601,2521,608
"Hijo(a) / hijastro(a) (058)",13492,449,8219,4013,679,129,3
"Yerno / nuera (059)",505,,12,398,84,10,1
"Nieto(a) (060)",1663,141,1272,239,10,1,
"Padres / suegros (061)",564,,,,14,163,387
"Otro(a) pariente (062)",2003,37,710,747,231,149,129
"Trabajador(a) del hogar (063)",223,,18,175,25,4,1
"Pensionistas (064)",47,,1,38,5,3,
"Otro(a) no pariente (065)",542,8,100,292,92,37,13
,,,,,,,
"RURAL (066)",46983,1354,18423,13504,7917,4484,1301
"Jefe o Jefa (067)",10679,,11,2988,4256,2654,770
"Esposa(o) / compañera(o) (068)",8139,,30,3625,2820,1427,237
"Hijo(a) / hijastro(a) (069)",22113,1108,15928,4705,327,44,1
"Yerno / nuera (070)",378,,20,307,44,6,1
"Nieto(a) (071)",1453,146,1122,179,6,,
"Padres / suegros (072)",358,,,,11,127,220
"Otro(a) pariente (073)",3157,95,1239,1252,333,175,63
"Trabajador(a) del hogar (074)",30,,1,19,5,3,2
"Pensionistas (075)",19,,2,14,2,1,
"Otro(a) no pariente (076)",657,5,70,415,113,47,7
"Hombres (077)",25377,697,9518,7377,4512,2537,736
"Jefe o Jefa (078)",9469,,7,2684,3872,2278,628
"Esposa(o) / compañera(o) (079)",158,,5,69,56,21,7
"Hijo(a) / hijastro(a) (080)",12138,561,8225,3093,230,29,
"Yerno / nuera (081)",143,,5,103,30,4,1
"Nieto(a) (082)",817,87,600,125,5,,
"Padres / suegros (083)",114,,,,3,45,66
"Otro(a) pariente (084)",1937,47,634,901,212,115,28
"Trabajador(a) del hogar (085)",14,,,11,1,2,
"Pensionistas (086)",18,,1,14,2,1,
"Otro(a) no pariente (087)",569,2,41,377,101,42,6
"Mujeres (088)",21606,657,8905,6127,3405,1947,565
"Jefe o Jefa (089)",1210,,4,304,384,376,142
"Esposa(o) / compañera(o) (090)",7981,,25,3556,2764,1406,230
"Hijo(a) / hijastro(a) (091)",9975,547,7703,1612,97,15,1
"Yerno / nuera (092)",235,,15,204,14,2,
"Nieto(a) (093)",636,59,522,54,1,,
"Padres / suegros (094)",244,,,,8,82,154
"Otro(a) pariente (095)",1220,48,605,351,121,60,35
