"CUADRO Nº 1: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR NÚMERO DE HOGARES, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HOGARES",,,,
,,1,2,3,4,"5 Y MÁS"
,,,,,,
"Provincia LUYA",,,,,,
"Viviendas particulares (001)",11658,11491,156,10,1,
"Ocupantes presentes (002)",48151,46790,1214,133,14,
"Casa independiente",,,,,,
"Viviendas particulares (004)",11468,11306,151,10,1,
"Ocupantes presentes (005)",47554,46230,1177,133,14,
"Departamento en edificio",,,,,,
"Viviendas particulares (007)",4,4,,,,
"Ocupantes presentes (008)",7,7,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (010)",5,5,,,,
"Ocupantes presentes (011)",16,16,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (013)",43,38,5,,,
"Ocupantes presentes (014)",143,106,37,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (016)",127,127,,,,
"Ocupantes presentes (017)",403,403,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (019)",1,1,,,,
"Ocupantes presentes (020)",5,5,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (022)",7,7,,,,
"Ocupantes presentes (023)",12,12,,,,
"Otro tipo",,,,,,
"Viviendas particulares (025)",3,3,,,,
"Ocupantes presentes (026)",11,11,,,,
,,,,,,
URBANA,,,,,,
"Viviendas particulares (028)",5004,4918,80,5,1,
"Ocupantes presentes (029)",19349,18667,601,67,14,
"Casa independiente",,,,,,
"Viviendas particulares (031)",4944,4863,75,5,1,
"Ocupantes presentes (032)",19158,18513,564,67,14,
"Departamento en edificio",,,,,,
"Viviendas particulares (034)",4,4,,,,
"Ocupantes presentes (035)",7,7,,,,
"Vivienda en quinta",,,,,,
"Viviendas particulares (037)",5,5,,,,
"Ocupantes presentes (038)",16,16,,,,
"Vivienda en casa de vecindad",,,,,,
"Viviendas particulares (040)",43,38,5,,,
"Ocupantes presentes (041)",143,106,37,,,
"Choza o cabaña",,,,,,
"Vivienda improvisada",,,,,,
"Viviendas particulares (046)",1,1,,,,
"Ocupantes presentes (047)",5,5,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (049)",4,4,,,,
"Ocupantes presentes (050)",9,9,,,,
"Otro tipo",,,,,,
"Viviendas particulares (052)",3,3,,,,
"Ocupantes presentes (053)",11,11,,,,
,,,,,,
RURAL,,,,,,
"Viviendas particulares (055)",6654,6573,76,5,,
"Ocupantes presentes (056)",28802,28123,613,66,,
"Casa independiente",,,,,,
"Viviendas particulares (058)",6524,6443,76,5,,
"Ocupantes presentes (059)",28396,27717,613,66,,
"Departamento en edificio",,,,,,
"Vivienda en quinta",,,,,,
"Vivienda en casa de vecindad",,,,,,
"Choza o cabaña",,,,,,
"Viviendas particulares (070)",127,127,,,,
"Ocupantes presentes (071)",403,403,,,,
"Vivienda improvisada",,,,,,
"Local no dest.para hab. humana",,,,,,
"Viviendas particulares (076)",3,3,,,,
"Ocupantes presentes (077)",3,3,,,,
"Otro tipo",,,,,,
