"CUADRO Nº 25: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CARLOS FERMIN FITZCARRALD (000)",5057,975,739,1819,734,699,91
"Agric., ganadería, caza y silvicultura (001)",2716,8,190,1257,719,542,
"Explotación de minas y canteras (003)",9,,9,,,,
"Industrias manufactureras (004)",196,1,116,70,1,8,
"Suministro de electricidad, gas y agua (005)",3,,3,,,,
"Construcción (006)",309,3,258,18,,30,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",218,13,1,176,1,27,
"Venta, mant.y rep. veh.autom y motoc. (008)",9,,,8,1,,
"Comercio al por mayor (009)",9,3,,4,,2,
"Comercio al por menor (010)",200,10,1,164,,25,
"Hoteles y restaurantes (011)",88,13,5,53,8,9,
"Trans., almac. y comunicaciones (012)",32,10,8,12,1,1,
"Intermediación financiera (013)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (014)",31,26,2,2,1,,
"Admin.pub. y defensa; p. segur soc.afil (015)",330,224,106,,,,
"Enseñanza (016)",573,537,,34,1,1,
"Servicios sociales y de salud (017)",63,60,,3,,,
"Otras activ. serv.comun.soc y personales (018)",115,46,12,53,,4,
"Hogares privados con servicio doméstico (019)",91,,,,,,91
"Actividad economica no especificada (021)",277,28,29,141,2,77,
"Hombres (022)",3702,568,683,1422,679,350,
"Agric., ganadería, caza y silvicultura (023)",2337,8,179,1186,671,293,
"Explotación de minas y canteras (025)",9,,9,,,,
"Industrias manufactureras (026)",167,1,103,54,1,8,
"Suministro de electricidad, gas y agua (027)",3,,3,,,,
"Construcción (028)",308,3,257,18,,30,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",103,8,1,87,1,6,
"Venta, mant.y rep. veh.autom y motoc. (030)",9,,,8,1,,
"Comercio al por mayor (031)",6,3,,3,,,
"Comercio al por menor (032)",88,5,1,76,,6,
"Hoteles y restaurantes (033)",13,4,1,3,3,2,
"Trans., almac. y comunicaciones (034)",30,9,8,11,1,1,
"Intermediación financiera (035)",6,6,,,,,
"Activid.inmobil., empres. y alquileres (036)",23,18,2,2,1,,
"Admin.pub. y defensa; p. segur soc.afil (037)",222,128,94,,,,
"Enseñanza (038)",359,336,,22,1,,
"Servicios sociales y de salud (039)",17,14,,3,,,
"Otras activ. serv.comun.soc y personales (040)",38,21,12,4,,1,
"Actividad economica no especificada (043)",67,12,14,32,,9,
"Mujeres (044)",1355,407,56,397,55,349,91
"Agric., ganadería, caza y silvicultura (045)",379,,11,71,48,249,
"Industrias manufactureras (048)",29,,13,16,,,
"Construcción (050)",1,,1,,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",115,5,,89,,21,
"Comercio al por mayor (053)",3,,,1,,2,
"Comercio al por menor (054)",112,5,,88,,19,
"Hoteles y restaurantes (055)",75,9,4,50,5,7,
"Trans., almac. y comunicaciones (056)",2,1,,1,,,
"Activid.inmobil., empres. y alquileres (058)",8,8,,,,,
"Admin.pub. y defensa; p. segur soc.afil (059)",108,96,12,,,,
"Enseñanza (060)",214,201,,12,,1,
"Servicios sociales y de salud (061)",46,46,,,,,
"Otras activ. serv.comun.soc y personales (062)",77,25,,49,,3,
"Hogares privados con servicio doméstico (063)",91,,,,,,91
"Actividad economica no especificada (065)",210,16,15,109,2,68,
,,,,,,,
"URBANA (066)",1290,592,144,418,11,97,28
"Agric., ganadería, caza y silvicultura (067)",224,1,28,151,2,42,
"Explotación de minas y canteras (069)",4,,4,,,,
"Industrias manufactureras (070)",74,,31,39,,4,
"Suministro de electricidad, gas y agua (071)",3,,3,,,,
"Construcción (072)",60,3,41,10,,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (073)",160,12,,124,1,23,
"Venta, mant.y rep. veh.autom y motoc. (074)",5,,,4,1,,
"Comercio al por mayor (075)",9,3,,4,,2,
"Comercio al por menor (076)",146,9,,116,,21,
"Hoteles y restaurantes (077)",53,6,3,32,7,5,
"Trans., almac. y comunicaciones (078)",24,8,5,9,1,1,
"Intermediación financiera (079)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (080)",17,16,,1,,,
"Admin.pub. y defensa; p. segur soc.afil (081)",163,139,24,,,,
"Enseñanza (082)",345,327,,17,,1,
"Servicios sociales y de salud (083)",41,39,,2,,,
"Otras activ. serv.comun.soc y personales (084)",29,19,3,6,,1,
"Hogares privados con servicio doméstico (085)",28,,,,,,28
"Actividad economica no especificada (087)",60,17,2,27,,14,
"Hombres (088)",788,333,139,272,7,37,
"Agric., ganadería, caza y silvicultura (089)",186,1,27,136,2,20,
"Explotación de minas y canteras (091)",4,,4,,,,
"Industrias manufactureras (092)",65,,30,31,,4,
"Suministro de electricidad, gas y agua (093)",3,,3,,,,
"Construcción (094)",60,3,41,10,,6,
"Comerc., rep. veh. autom.,motoc. efect. pers. (095)",76,7,,65,1,3,
"Venta, mant.y rep. veh.autom y motoc. (096)",5,,,4,1,,
"Comercio al por mayor (097)",6,3,,3,,,
"Comercio al por menor (098)",65,4,,58,,3,
"Hoteles y restaurantes (099)",10,3,1,1,3,2,
"Trans., almac. y comunicaciones (100)",22,7,5,8,1,1,
"Intermediación financiera (101)",5,5,,,,,
"Activid.inmobil., empres. y alquileres (102)",11,10,,1,,,
"Admin.pub. y defensa; p. segur soc.afil (103)",103,80,23,,,,
"Enseñanza (104)",203,192,,11,,,
"Servicios sociales y de salud (105)",12,10,,2,,,
"Otras activ. serv.comun.soc y personales (106)",15,10,3,1,,1,
"Actividad economica no especificada (109)",13,5,2,6,,,
"Mujeres (110)",502,259,5,146,4,60,28
"Agric., ganadería, caza y silvicultura (111)",38,,1,15,,22,
"Industrias manufactureras (114)",9,,1,8,,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (117)",84,5,,59,,20,
"Comercio al por mayor (119)",3,,,1,,2,
"Comercio al por menor (120)",81,5,,58,,18,
"Hoteles y restaurantes (121)",43,3,2,31,4,3,
"Trans., almac. y comunicaciones (122)",2,1,,1,,,
"Activid.inmobil., empres. y alquileres (124)",6,6,,,,,
"Admin.pub. y defensa; p. segur soc.afil (125)",60,59,1,,,,
"Enseñanza (126)",142,135,,6,,1,
"Servicios sociales y de salud (127)",29,29,,,,,
"Otras activ. serv.comun.soc y personales (128)",14,9,,5,,,
"Hogares privados con servicio doméstico (129)",28,,,,,,28
"Actividad economica no especificada (131)",47,12,,21,,14,
,,,,,,,
"RURAL (132)",3767,383,595,1401,723,602,63
"Agric., ganadería, caza y silvicultura (133)",2492,7,162,1106,717,500,
"Explotación de minas y canteras (135)",5,,5,,,,
"Industrias manufactureras (136)",122,1,85,31,1,4,
"Construcción (138)",249,,217,8,,24,
"Comerc., rep. veh. autom.,motoc. efect. pers. (139)",58,1,1,52,,4,
"Venta, mant.y rep. veh.autom y motoc. (140)",4,,,4,,,
"Comercio al por menor (142)",54,1,1,48,,4,
"Hoteles y restaurantes (143)",35,7,2,21,1,4,
