"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CHINCHEROS (000)",11857,1418,7,4675,3678,313,688,194,884
"Empleado (001)",1787,6,,53,223,94,510,101,800
"Obrero (002)",2853,336,1,1323,1103,42,29,15,4
"Trabajador independiente (003)",5507,838,4,2573,1693,142,127,62,68
"Empleador o patrono (004)",90,15,1,27,32,2,1,4,8
"Trabajador familiar no remunerado (005)",1476,204,1,634,572,30,20,11,4
"Trabajador del hogar (006)",144,19,,65,55,3,1,1,
"Hombres (008)",9377,991,6,3988,3072,231,430,130,529
"Empleado (009)",1065,2,,33,148,62,301,59,460
"Obrero (010)",2665,280,1,1244,1054,41,27,15,3
"Trabajador independiente (011)",4492,610,3,2208,1380,103,83,47,58
"Empleador o patrono (012)",71,12,1,23,23,2,1,3,6
"Trabajador familiar no remunerado (013)",1076,87,1,477,464,22,17,6,2
"Trabajador del hogar (014)",8,,,3,3,1,1,,
"Mujeres (016)",2480,427,1,687,606,82,258,64,355
"Empleado (017)",722,4,,20,75,32,209,42,340
"Obrero (018)",188,56,,79,49,1,2,,1
"Trabajador independiente (019)",1015,228,1,365,313,39,44,15,10
"Empleador o patrono (020)",19,3,,4,9,,,1,2
"Trabajador familiar no remunerado (021)",400,117,,157,108,8,3,5,2
"Trabajador del hogar (022)",136,19,,62,52,2,,1,
,,,,,,,,,
"URBANA (024)",4796,373,5,1394,1434,201,485,154,750
"Empleado (025)",1388,4,,37,145,61,384,80,677
"Obrero (026)",770,73,1,304,347,22,9,12,2
"Trabajador independiente (027)",2053,236,2,835,690,100,84,47,59
"Empleador o patrono (028)",57,4,1,16,21,2,1,4,8
"Trabajador familiar no remunerado (029)",443,47,1,164,197,14,6,10,4
"Trabajador del hogar (030)",85,9,,38,34,2,1,1,
"Hombres (032)",3258,186,4,1045,1056,140,286,97,444
"Empleado (033)",821,1,,26,97,41,225,45,386
"Obrero (034)",694,47,1,275,328,22,8,12,1
"Trabajador independiente (035)",1419,122,1,619,484,67,45,32,49
"Empleador o patrono (036)",40,1,1,13,13,2,1,3,6
"Trabajador familiar no remunerado (037)",279,15,1,110,133,7,6,5,2
"Trabajador del hogar (038)",5,,,2,1,1,1,,
"Mujeres (040)",1538,187,1,349,378,61,199,57,306
"Empleado (041)",567,3,,11,48,20,159,35,291
"Obrero (042)",76,26,,29,19,,1,,1
"Trabajador independiente (043)",634,114,1,216,206,33,39,15,10
"Empleador o patrono (044)",17,3,,3,8,,,1,2
"Trabajador familiar no remunerado (045)",164,32,,54,64,7,,5,2
"Trabajador del hogar (046)",80,9,,36,33,1,,1,
,,,,,,,,,
"RURAL (048)",7061,1045,2,3281,2244,112,203,40,134
"Empleado (049)",399,2,,16,78,33,126,21,123
"Obrero (050)",2083,263,,1019,756,20,20,3,2
"Trabajador independiente (051)",3454,602,2,1738,1003,42,43,15,9
"Empleador o patrono (052)",33,11,,11,11,,,,
"Trabajador familiar no remunerado (053)",1033,157,,470,375,16,14,1,
"Trabajador del hogar (054)",59,10,,27,21,1,,,
"Hombres (056)",6119,805,2,2943,2016,91,144,33,85
"Empleado (057)",244,1,,7,51,21,76,14,74
"Obrero (058)",1971,233,,969,726,19,19,3,2
"Trabajador independiente (059)",3073,488,2,1589,896,36,38,15,9
"Empleador o patrono (060)",31,11,,10,10,,,,
"Trabajador familiar no remunerado (061)",797,72,,367,331,15,11,1,
"Trabajador del hogar (062)",3,,,1,2,,,,
"Mujeres (064)",942,240,,338,228,21,59,7,49
"Empleado (065)",155,1,,9,27,12,50,7,49
"Obrero (066)",112,30,,50,30,1,1,,
"Trabajador independiente (067)",381,114,,149,107,6,5,,
"Empleador o patrono (068)",2,,,1,1,,,,
"Trabajador familiar no remunerado (069)",236,85,,103,44,1,3,,
"Trabajador del hogar (070)",56,10,,26,19,1,,,
