"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia OCROS (000)",9196,1394,666,237,6911
"Menos de 1 año (001)",154,75,11,5,63
"De 1 a 14 años (002)",2410,984,160,83,1187
"De 15 a 29 años (003)",2044,192,71,29,1753
"De 30 a 44 años (004)",1682,61,146,56,1425
"De 45 a 64 años (005)",1755,51,148,37,1519
"De 65 y mas años (006)",1151,31,130,27,964
"Hombres (008)",4788,691,345,141,3615
"Menos de 1 año (009)",85,40,4,3,38
"De 1 a 14 años (010)",1226,498,76,49,604
"De 15 a 29 años (011)",1110,93,29,16,973
"De 30 a 44 años (012)",880,18,73,32,759
"De 45 a 64 años (013)",940,25,83,24,808
"De 65 y mas años (014)",547,17,80,17,433
"Mujeres (016)",4408,703,321,96,3296
"Menos de 1 año (017)",69,35,7,2,25
"De 1 a 14 años (018)",1184,486,84,34,583
"De 15 a 29 años (019)",934,99,42,13,780
"De 30 a 44 años (020)",802,43,73,24,666
"De 45 a 64 años (021)",815,26,65,13,711
"De 65 y mas años (022)",604,14,50,10,531
,,,,,
"URBANA (024)",5301,672,509,171,3961
"Menos de 1 año (025)",82,34,7,4,37
"De 1 a 14 años (026)",1305,475,128,68,638
"De 15 a 29 años (027)",1139,82,60,16,982
"De 30 a 44 años (028)",989,38,111,42,804
"De 45 a 64 años (029)",1046,24,112,24,886
"De 65 y mas años (030)",740,19,91,17,614
"Hombres (032)",2749,347,259,100,2047
"Menos de 1 año (033)",45,19,2,3,21
"De 1 a 14 años (034)",685,256,66,41,323
"De 15 a 29 años (035)",618,39,25,10,545
"De 30 a 44 años (036)",503,11,53,22,419
"De 45 a 64 años (037)",564,12,60,16,476
"De 65 y mas años (038)",334,10,53,8,263
"Mujeres (040)",2552,325,250,71,1914
"Menos de 1 año (041)",37,15,5,1,16
"De 1 a 14 años (042)",620,219,62,27,315
"De 15 a 29 años (043)",521,43,35,6,437
"De 30 a 44 años (044)",486,27,58,20,385
"De 45 a 64 años (045)",482,12,52,8,410
"De 65 y mas años (046)",406,9,38,9,351
,,,,,
"RURAL (048)",3895,722,157,66,2950
"Menos de 1 año (049)",72,41,4,1,26
"De 1 a 14 años (050)",1105,509,32,15,549
"De 15 a 29 años (051)",905,110,11,13,771
"De 30 a 44 años (052)",693,23,35,14,621
"De 45 a 64 años (053)",709,27,36,13,633
"De 65 y mas años (054)",411,12,39,10,350
"Hombres (056)",2039,344,86,41,1568
"Menos de 1 año (057)",40,21,2,,17
"De 1 a 14 años (058)",541,242,10,8,281
"De 15 a 29 años (059)",492,54,4,6,428
"De 30 a 44 años (060)",377,7,20,10,340
"De 45 a 64 años (061)",376,13,23,8,332
"De 65 y mas años (062)",213,7,27,9,170
"Mujeres (064)",1856,378,71,25,1382
"Menos de 1 año (065)",32,20,2,1,9
"De 1 a 14 años (066)",564,267,22,7,268
"De 15 a 29 años (067)",413,56,7,7,343
"De 30 a 44 años (068)",316,16,15,4,281
"De 45 a 64 años (069)",333,14,13,5,301
"De 65 y mas años (070)",198,5,12,1,180
