"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia UCAYALI (000)",18885,60788,53996,,1776,88.8,2.9
"De 12 a 14 años (001)",2609,32,30,,8,93.8,25
"De 15 a 19 años (002)",3310,1359,1313,314,96.6,23.1,
"De 20 a 24 años (003)",2354,3716,3549,415,95.5,11.2,
"De 25 a 29 años (004)",2118,5544,5304,349,95.7,6.3,
"De 30 a 34 años (005)",1790,6911,6493,352,94,5.1,
"De 35 a 39 años (006)",1601,8070,7468,245,92.5,3,
"De 40 a 44 años (007)",1336,7690,6925,79,90.1,1,
"De 45 a 49 años (008)",1043,6750,5870,14,87,0.2,
"De 50 y más años (009)",2724,20716,17044,,82.3,,
"PEA (010)",6054,23274,20934,498,89.9,2.1,
"De 12 a 14 años (011)",145,11,11,2,100,18.2,
"De 15 a 19 años (012)",649,314,301,56,95.9,17.8,
"De 20 a 24 años (013)",789,1148,1102,97,96,8.4,
"De 25 a 29 años (014)",856,1937,1864,105,96.2,5.4,
"De 30 a 34 años (015)",741,2524,2408,121,95.4,4.8,
"De 35 a 39 años (016)",732,3427,3179,91,92.8,2.7,
"De 40 a 44 años (017)",624,3238,2953,20,91.2,0.6,
"De 45 a 49 años (018)",512,3148,2793,6,88.7,0.2,
"De 50 y más años (019)",1006,7527,6323,,84,,
"Ocupada (020)",5905,22883,20565,488,89.9,2.1,
"De 12 a 14 años (021)",135,11,11,2,100,18.2,
"De 15 a 19 años (022)",615,309,296,55,95.8,17.8,
"De 20 a 24 años (023)",759,1118,1072,94,95.9,8.4,
"De 25 a 29 años (024)",844,1913,1841,103,96.2,5.4,
"De 30 a 34 años (025)",727,2472,2357,118,95.3,4.8,
"De 35 a 39 años (026)",721,3370,3128,90,92.8,2.7,
"De 40 a 44 años (027)",609,3156,2876,20,91.1,0.6,
"De 45 a 49 años (028)",503,3108,2753,6,88.6,0.2,
"De 50 y más años (029)",992,7426,6231,,83.9,,
"Desocupada (030)",149,391,369,10,94.4,2.6,
"De 12 a 14 años (031)",10,,,,,,
"De 15 a 19 años (032)",34,5,5,1,100,20,
"De 20 a 24 años (033)",30,30,30,3,100,10,
"De 25 a 29 años (034)",12,24,23,2,95.8,8.3,
"De 30 a 34 años (035)",14,52,51,3,98.1,5.8,
