"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia HUANCAVELICA (000)",133203,24172,3839,52522,35652,2867,4839,3834,5478
"Quechua (001)",73340,18647,1760,34290,15716,690,906,516,815
"Aymara (002)",117,26,3,46,30,1,1,4,6
"Ashaninca (003)",28,6,1,13,4,,1,1,2
"Otra lengua nativa (004)",13,4,,4,3,,,1,1
"Castellano (005)",59544,5364,2071,18147,19893,2176,3930,3312,4651
"Idioma extranjero (006)",4,,,,1,,,,3
"Es sordomudo/a (007)",157,125,4,22,5,,1,,
"Hombres (009)",64819,8219,1896,25263,20343,1578,2388,2116,3016
"Quechua (010)",34730,5612,877,16481,9819,441,586,370,544
"Aymara (011)",58,11,1,23,14,,1,4,4
"Ashaninca (012)",18,5,1,5,4,,1,1,1
"Otra lengua nativa (013)",8,1,,4,1,,,1,1
"Castellano (014)",29918,2526,1013,8737,10501,1137,1799,1740,2465
"Idioma extranjero (015)",2,,,,1,,,,1
"Es sordomudo/a (016)",85,64,4,13,3,,1,,
"Mujeres (018)",68384,15953,1943,27259,15309,1289,2451,1718,2462
"Quechua (019)",38610,13035,883,17809,5897,249,320,146,271
"Aymara (020)",59,15,2,23,16,1,,,2
"Ashaninca (021)",10,1,,8,,,,,1
"Otra lengua nativa (022)",5,3,,,2,,,,
"Castellano (023)",29626,2838,1058,9410,9392,1039,2131,1572,2186
"Idioma extranjero (024)",2,,,,,,,,2
"Es sordomudo/a (025)",72,61,,9,2,,,,
,,,,,,,,,
"URBANA (027)",56588,6225,1428,16340,17532,2239,4337,3425,5062
"Quechua (028)",14218,3014,107,5424,3675,370,664,320,644
"Aymara (029)",58,11,,16,20,1,1,4,5
"Ashaninca (030)",13,1,1,5,2,,1,1,2
"Otra lengua nativa (031)",4,,,2,1,,,,1
"Castellano (032)",42245,3164,1319,10885,13832,1868,3670,3100,4407
"Idioma extranjero (033)",4,,,,1,,,,3
"Es sordomudo/a (034)",46,35,1,8,1,,1,,
"Hombres (036)",27474,1989,704,7617,9378,1196,2044,1834,2712
"Quechua (037)",6346,490,61,2323,2220,224,407,218,403
"Aymara (038)",29,3,,8,10,,1,4,3
"Ashaninca (039)",10,1,1,3,2,,1,1,1
"Otra lengua nativa (040)",4,,,2,1,,,,1
"Castellano (041)",21059,1477,641,5277,7144,972,1634,1611,2303
"Idioma extranjero (042)",2,,,,1,,,,1
"Es sordomudo/a (043)",24,18,1,4,,,1,,
"Mujeres (045)",29114,4236,724,8723,8154,1043,2293,1591,2350
"Quechua (046)",7872,2524,46,3101,1455,146,257,102,241
"Aymara (047)",29,8,,8,10,1,,,2
"Ashaninca (048)",3,,,2,,,,,1
"Castellano (050)",21186,1687,678,5608,6688,896,2036,1489,2104
"Idioma extranjero (051)",2,,,,,,,,2
"Es sordomudo/a (052)",22,17,,4,1,,,,
,,,,,,,,,
"RURAL (054)",76615,17947,2411,36182,18120,628,502,409,416
"Quechua (055)",59122,15633,1653,28866,12041,320,242,196,171
"Aymara (056)",59,15,3,30,10,,,,1
"Ashaninca (057)",15,5,,8,2,,,,
"Otra lengua nativa (058)",9,4,,2,2,,,1,
"Castellano (059)",17299,2200,752,7262,6061,308,260,212,244
"Es sordomudo/a (061)",111,90,3,14,4,,,,
"Hombres (063)",37345,6230,1192,17646,10965,382,344,282,304
"Quechua (064)",28384,5122,816,14158,7599,217,179,152,141
"Aymara (065)",29,8,1,15,4,,,,1
"Ashaninca (066)",8,4,,2,2,,,,
"Otra lengua nativa (067)",4,1,,2,,,,1,
"Castellano (068)",8859,1049,372,3460,3357,165,165,129,162
"Es sordomudo/a (070)",61,46,3,9,3,,,,
"Mujeres (072)",39270,11717,1219,18536,7155,246,158,127,112
"Quechua (073)",30738,10511,837,14708,4442,103,63,44,30
"Aymara (074)",30,7,2,15,6,,,,
"Ashaninca (075)",7,1,,6,,,,,
"Otra lengua nativa (076)",5,3,,,2,,,,
"Castellano (077)",8440,1151,380,3802,2704,143,95,83,82
"Es sordomudo/a (079)",50,44,,5,1,,,,
