"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia ICA (000)",129879,274547,258247,,4972,94.1,1.8
"De 12 a 14 años (001)",9244,44,41,,8,93.2,18.2
"De 15 a 19 años (002)",16248,1825,1805,562,98.9,30.8,
"De 20 a 24 años (003)",16091,9207,9089,1289,98.7,14,
"De 25 a 29 años (004)",13908,15817,15636,1165,98.9,7.4,
"De 30 a 34 años (005)",12657,22202,21901,1049,98.6,4.7,
"De 35 a 39 años (006)",11775,26693,26154,661,98,2.5,
"De 40 a 44 años (007)",10406,28513,27676,210,97.1,0.7,
"De 45 a 49 años (008)",8776,27328,26260,28,96.1,0.1,
"De 50 y más años (009)",30774,142918,129685,,90.7,,
"PEA (010)",51351,98620,94900,1396,96.2,1.4,
"De 12 a 14 años (011)",290,6,6,1,100,16.7,
"De 15 a 19 años (012)",3307,454,450,92,99.1,20.3,
"De 20 a 24 años (013)",7114,3637,3589,276,98.7,7.6,
"De 25 a 29 años (014)",7567,7240,7169,341,99,4.7,
"De 30 a 34 años (015)",7137,11271,11108,340,98.6,3,
"De 35 a 39 años (016)",6955,14868,14569,249,98,1.7,
"De 40 a 44 años (017)",6051,15772,15351,85,97.3,0.5,
"De 45 a 49 años (018)",4924,14551,14014,12,96.3,0.1,
"De 50 y más años (019)",8006,30821,28644,,92.9,,
"Ocupada (020)",49065,95966,92312,1309,96.2,1.4,
"De 12 a 14 años (021)",277,6,6,1,100,16.7,
"De 15 a 19 años (022)",3003,424,420,81,99.1,19.1,
"De 20 a 24 años (023)",6618,3442,3397,246,98.7,7.1,
"De 25 a 29 años (024)",7088,6913,6847,320,99,4.6,
"De 30 a 34 años (025)",6838,10898,10741,325,98.6,3,
"De 35 a 39 años (026)",6716,14433,14142,242,98,1.7,
"De 40 a 44 años (027)",5901,15430,15019,82,97.3,0.5,
"De 45 a 49 años (028)",4781,14158,13628,12,96.3,0.1,
"De 50 y más años (029)",7843,30262,28112,,92.9,,
"Desocupada (030)",2286,2654,2588,87,97.5,3.3,
"De 12 a 14 años (031)",13,,,,,,
"De 15 a 19 años (032)",304,30,30,11,100,36.7,
"De 20 a 24 años (033)",496,195,192,30,98.5,15.4,
"De 25 a 29 años (034)",479,327,322,21,98.5,6.4,
"De 30 a 34 años (035)",299,373,367,15,98.4,4,
