"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia OXAPAMPA (000)",36951,20096,242,298,14560,485,59,88,230,893
"Hombres (001)",13146,10168,151,160,1539,261,37,61,230,539
"Mujeres (002)",23805,9928,91,138,13021,224,22,27,,354
"De 06 a 14 años (003)",17375,16056,,,580,302,2,22,,413
"Hombres (004)",8735,8183,,,176,155,1,14,,206
"Mujeres (005)",8640,7873,,,404,147,1,8,,207
"De 15 a 29 años (006)",10181,3940,13,69,5656,,31,26,227,219
"Hombres (007)",2957,1950,4,30,564,,20,17,227,145
"Mujeres (008)",7224,1990,9,39,5092,,11,9,,74
"De 30 a 44 años (009)",4559,71,17,69,4285,,11,8,3,95
"Hombres (010)",464,24,8,30,319,,6,5,3,69
"Mujeres (011)",4095,47,9,39,3966,,5,3,,26
"De 45 a 64 años (012)",3133,25,76,76,2850,4,12,12,,78
"Hombres (013)",443,10,46,41,262,4,9,11,,60
"Mujeres (014)",2690,15,30,35,2588,,3,1,,18
"De 65 y más años (015)",1703,4,136,84,1189,179,3,20,,88
"Hombres (016)",547,1,93,59,218,102,1,14,,59
"Mujeres (017)",1156,3,43,25,971,77,2,6,,29
,,,,,,,,,,
"AREA URBANA (018)",13800,8025,178,180,4763,112,23,30,224,265
"Hombres (019)",5287,3951,112,96,638,67,13,20,224,166
"Mujeres (020)",8513,4074,66,84,4125,45,10,10,,99
"De 06 a 14 años (021)",6081,5864,,,119,34,,10,,54
"Hombres (022)",3044,2946,,,44,20,,7,,27
"Mujeres (023)",3037,2918,,,75,14,,3,,27
"De 15 a 29 años (024)",4114,2113,10,32,1623,,14,6,221,95
"Hombres (025)",1500,989,4,12,207,,8,3,221,56
"Mujeres (026)",2614,1124,6,20,1416,,6,3,,39
"De 30 a 44 años (027)",1646,36,9,41,1502,,6,1,3,48
"Hombres (028)",216,11,5,16,143,,3,1,3,34
"Mujeres (029)",1430,25,4,25,1359,,3,,,14
"De 45 a 64 años (030)",1233,11,59,44,1080,2,3,3,,31
"Hombres (031)",238,5,35,25,141,2,2,2,,26
"Mujeres (032)",995,6,24,19,939,,1,1,,5
"De 65 y más años (033)",726,1,100,63,439,76,,10,,37
"Hombres (034)",289,,68,43,103,45,,7,,23
"Mujeres (035)",437,1,32,20,336,31,,3,,14
,,,,,,,,,,
"AREA RURAL (036)",23151,12071,64,118,9797,373,36,58,6,628
"Hombres (037)",7859,6217,39,64,901,194,24,41,6,373
"Mujeres (038)",15292,5854,25,54,8896,179,12,17,,255
"De 06 a 14 años (039)",11294,10192,,,461,268,2,12,,359
"Hombres (040)",5691,5237,,,132,135,1,7,,179
"Mujeres (041)",5603,4955,,,329,133,1,5,,180
"De 15 a 29 años (042)",6067,1827,3,37,4033,,17,20,6,124
"Hombres (043)",1457,961,,18,357,,12,14,6,89
"Mujeres (044)",4610,866,3,19,3676,,5,6,,35
"De 30 a 44 años (045)",2913,35,8,28,2783,,5,7,,47
"Hombres (046)",248,13,3,14,176,,3,4,,35
"Mujeres (047)",2665,22,5,14,2607,,2,3,,12
"De 45 a 64 años (048)",1900,14,17,32,1770,2,9,9,,47
"Hombres (049)",205,5,11,16,121,2,7,9,,34
"Mujeres (050)",1695,9,6,16,1649,,2,,,13
"De 65 y más años (051)",977,3,36,21,750,103,3,10,,51
"Hombres (052)",258,1,25,16,115,57,1,7,,36
"Mujeres (053)",719,2,11,5,635,46,2,3,,15
