"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia TALARA (000)",42585,13300,11870,14629,848,965,973
"Conviviente (001)",10044,2364,3246,3872,192,201,169
"Separado(a) (002)",1878,546,377,751,37,38,129
"Casado(a) (003)",17609,5783,5064,5803,405,358,196
"Viudo(a) (004)",628,135,105,311,16,20,41
"Divorciado(a) (005)",200,84,30,66,11,4,5
"Soltero(a) (006)",12226,4388,3048,3826,187,344,433
"Hombres (008)",31014,8002,11146,10685,637,491,53
"Conviviente (009)",7886,1589,3040,2994,151,104,8
"Separado(a) (010)",823,173,282,326,20,17,5
"Casado(a) (011)",13559,4031,4835,4234,316,133,10
"Viudo(a) (012)",283,43,87,138,8,7,
"Divorciado(a) (013)",123,46,26,43,6,2,
"Soltero(a) (014)",8340,2120,2876,2950,136,228,30
"Mujeres (016)",11571,5298,724,3944,211,474,920
"Conviviente (017)",2158,775,206,878,41,97,161
"Separado(a) (018)",1055,373,95,425,17,21,124
"Casado(a) (019)",4050,1752,229,1569,89,225,186
"Viudo(a) (020)",345,92,18,173,8,13,41
"Divorciado(a) (021)",77,38,4,23,5,2,5
"Soltero(a) (022)",3886,2268,172,876,51,116,403
,,,,,,,
"URBANA (024)",41570,13108,11575,14189,800,948,950
"Conviviente (025)",9786,2336,3158,3745,182,197,168
"Separado(a) (026)",1846,540,371,735,36,36,128
"Casado(a) (027)",17241,5689,4970,5652,386,352,192
"Viudo(a) (028)",613,132,103,302,15,20,41
"Divorciado(a) (029)",186,78,29,63,7,4,5
"Soltero(a) (030)",11898,4333,2944,3692,174,339,416
"Hombres (032)",30168,7877,10867,10300,597,477,50
"Conviviente (033)",7654,1564,2958,2882,142,100,8
"Separado(a) (034)",801,172,277,313,19,15,5
"Casado(a) (035)",13250,3967,4746,4099,299,129,10
"Viudo(a) (036)",273,41,85,132,8,7,
"Divorciado(a) (037)",113,41,26,40,4,2,
"Soltero(a) (038)",8077,2092,2775,2834,125,224,27
"Mujeres (040)",11402,5231,708,3889,203,471,900
"Conviviente (041)",2132,772,200,863,40,97,160
"Separado(a) (042)",1045,368,94,422,17,21,123
"Casado(a) (043)",3991,1722,224,1553,87,223,182
"Viudo(a) (044)",340,91,18,170,7,13,41
"Divorciado(a) (045)",73,37,3,23,3,2,5
"Soltero(a) (046)",3821,2241,169,858,49,115,389
,,,,,,,
"RURAL (048)",1015,192,295,440,48,17,23
"Conviviente (049)",258,28,88,127,10,4,1
"Separado(a) (050)",32,6,6,16,1,2,1
"Casado(a) (051)",368,94,94,151,19,6,4
"Viudo(a) (052)",15,3,2,9,1,,
"Divorciado(a) (053)",14,6,1,3,4,,
"Soltero(a) (054)",328,55,104,134,13,5,17
"Hombres (056)",846,125,279,385,40,14,3
"Conviviente (057)",232,25,82,112,9,4,
"Separado(a) (058)",22,1,5,13,1,2,
"Casado(a) (059)",309,64,89,135,17,4,
"Viudo(a) (060)",10,2,2,6,,,
"Divorciado(a) (061)",10,5,,3,2,,
"Soltero(a) (062)",263,28,101,116,11,4,3
"Mujeres (064)",169,67,16,55,8,3,20
"Conviviente (065)",26,3,6,15,1,,1
"Separado(a) (066)",10,5,1,3,,,1
"Casado(a) (067)",59,30,5,16,2,2,4
"Viudo(a) (068)",5,1,,3,1,,
"Divorciado(a) (069)",4,1,1,,2,,
"Soltero(a) (070)",65,27,3,18,2,1,14
