"CUADRO Nº 14: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE HORAS AL DÍA QUE DISPONEN DEL SERVICIO EN LOS DÍAS QUE CUENTAN CON ESTE SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE HORAS AL DÍA QUE DISPONE DE AGUA",,,,,,,
,,1-3,4-6,7-9,10-12,13-15,16-18,19-21,22-24
,,,,,,,,,
"Provincia JORGE BASADRE",,,,,,,,,
"Viviendas particulares (001)",65,31,8,,2,,,,24
"Ocupantes presentes (002)",199,84,23,,2,,,,90
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",50,18,7,,1,,,,24
"Ocupantes presentes (005)",162,51,20,,1,,,,90
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",6,6,,,,,,,
"Ocupantes presentes (008)",14,14,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",9,7,1,,1,,,,
"Ocupantes presentes (017)",23,19,3,,1,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",18,15,,,,,,,3
"Ocupantes presentes (029)",49,37,,,,,,,12
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",12,9,,,,,,,3
"Ocupantes presentes (032)",35,23,,,,,,,12
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",6,6,,,,,,,
"Ocupantes presentes (035)",14,14,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",47,16,8,,2,,,,21
"Ocupantes presentes (056)",150,47,23,,2,,,,78
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",38,9,7,,1,,,,21
"Ocupantes presentes (059)",127,28,20,,1,,,,78
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",9,7,1,,1,,,,
"Ocupantes presentes (071)",23,19,3,,1,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
