"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CANTA (000)",144,28,116
"Sin nivel (001)",4,1,3
"Primaria (003)",37,5,32
"Secundaria (004)",78,19,59
"Superior no univ. incompleta (005)",10,1,9
"Superior no univ. completa (006)",6,1,5
"Superior univ. incompleta (007)",3,,3
"Superior univ. completa (008)",6,1,5
"Hombres (010)",114,21,93
"Sin nivel (011)",3,,3
"Primaria (013)",28,5,23
"Secundaria (014)",65,14,51
"Superior no univ. incompleta (015)",6,,6
"Superior no univ. completa (016)",4,1,3
"Superior univ. incompleta (017)",2,,2
"Superior univ. completa (018)",6,1,5
"Mujeres (020)",30,7,23
"Sin nivel (021)",1,1,
"Primaria (023)",9,,9
"Secundaria (024)",13,5,8
"Superior no univ. incompleta (025)",4,1,3
"Superior no univ. completa (026)",2,,2
"Superior univ. incompleta (027)",1,,1
,,,
"AREA URBANA (030)",67,9,58
"Primaria (033)",14,1,13
"Secundaria (034)",35,7,28
"Superior no univ. incompleta (035)",8,,8
"Superior no univ. completa (036)",5,1,4
"Superior univ. incompleta (037)",2,,2
"Superior univ. completa (038)",3,,3
"Hombres (040)",51,6,45
"Primaria (043)",10,1,9
"Secundaria (044)",26,4,22
"Superior no univ. incompleta (045)",6,,6
"Superior no univ. completa (046)",4,1,3
"Superior univ. incompleta (047)",2,,2
"Superior univ. completa (048)",3,,3
"Mujeres (050)",16,3,13
"Primaria (053)",4,,4
"Secundaria (054)",9,3,6
"Superior no univ. incompleta (055)",2,,2
"Superior no univ. completa (056)",1,,1
,,,
"AREA RURAL (060)",77,19,58
"Sin nivel (061)",4,1,3
"Primaria (063)",23,4,19
"Secundaria (064)",43,12,31
"Superior no univ. incompleta (065)",2,1,1
"Superior no univ. completa (066)",1,,1
"Superior univ. incompleta (067)",1,,1
"Superior univ. completa (068)",3,1,2
"Hombres (070)",63,15,48
"Sin nivel (071)",3,,3
"Primaria (073)",18,4,14
"Secundaria (074)",39,10,29
"Superior univ. completa (078)",3,1,2
"Mujeres (080)",14,4,10
"Sin nivel (081)",1,1,
"Primaria (083)",5,,5
"Secundaria (084)",4,2,2
"Superior no univ. incompleta (085)",2,1,1
"Superior no univ. completa (086)",1,,1
"Superior univ. incompleta (087)",1,,1
