"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia PAUCARTAMBO (000)",487,149,338
"Sin nivel (001)",39,4,35
"Educación inicial (002)",4,2,2
"Primaria (003)",232,71,161
"Secundaria (004)",188,65,123
"Superior no univ. incompleta (005)",4,,4
"Superior no univ. completa (006)",17,7,10
"Superior univ. completa (008)",3,,3
"De 14 a 29 años (010)",257,107,150
"Sin nivel (011)",7,1,6
"Educación inicial (012)",2,1,1
"Primaria (013)",101,45,56
"Secundaria (014)",128,54,74
"Superior no univ. incompleta (015)",2,,2
"Superior no univ. completa (016)",14,6,8
"Superior univ. completa (018)",3,,3
"De 30 a 44 años (020)",164,37,127
"Sin nivel (021)",16,2,14
"Educación inicial (022)",2,1,1
"Primaria (023)",92,22,70
"Secundaria (024)",49,11,38
"Superior no univ. incompleta (025)",2,,2
"Superior no univ. completa (026)",3,1,2
"De 45 a 64 años (030)",56,5,51
"Sin nivel (031)",13,1,12
"Primaria (033)",32,4,28
"Secundaria (034)",11,,11
"De 65 y más años (040)",10,,10
"Sin nivel (041)",3,,3
"Primaria (043)",7,,7
,,,
"AREA URBANA (050)",203,46,157
"Sin nivel (051)",12,,12
"Primaria (053)",73,16,57
"Secundaria (054)",100,27,73
"Superior no univ. incompleta (055)",4,,4
"Superior no univ. completa (056)",11,3,8
"Superior univ. completa (058)",3,,3
"De 14 a 29 años (060)",94,33,61
"Sin nivel (061)",1,,1
"Primaria (063)",20,7,13
"Secundaria (064)",59,23,36
"Superior no univ. incompleta (065)",2,,2
"Superior no univ. completa (066)",9,3,6
"Superior univ. completa (068)",3,,3
"De 30 a 44 años (070)",80,13,67
"Sin nivel (071)",4,,4
"Primaria (073)",40,9,31
"Secundaria (074)",32,4,28
"Superior no univ. incompleta (075)",2,,2
"Superior no univ. completa (076)",2,,2
"De 45 a 64 años (080)",24,,24
"Sin nivel (081)",6,,6
"Primaria (083)",9,,9
"Secundaria (084)",9,,9
"De 65 y más años (090)",5,,5
"Sin nivel (091)",1,,1
"Primaria (093)",4,,4
,,,
"AREA RURAL (100)",284,103,181
"Sin nivel (101)",27,4,23
"Educación inicial (102)",4,2,2
"Primaria (103)",159,55,104
"Secundaria (104)",88,38,50
"Superior no univ. completa (106)",6,4,2
"De 14 a 29 años (110)",163,74,89
"Sin nivel (111)",6,1,5
"Educación inicial (112)",2,1,1
"Primaria (113)",81,38,43
"Secundaria (114)",69,31,38
"Superior no univ. completa (116)",5,3,2
"De 30 a 44 años (120)",84,24,60
"Sin nivel (121)",12,2,10
"Educación inicial (122)",2,1,1
"Primaria (123)",52,13,39
"Secundaria (124)",17,7,10
"Superior no univ. completa (126)",1,1,
"De 45 a 64 años (130)",32,5,27
"Sin nivel (131)",7,1,6
"Primaria (133)",23,4,19
"Secundaria (134)",2,,2
"De 65 y más años (140)",5,,5
"Sin nivel (141)",2,,2
"Primaria (143)",3,,3
